archive,code,fond,inventory,file,title,tags,years
ДАЗкО,Р1606-7-100,Р1606,7,100,"Метрична книга. Кірха села: Новий Кленовець, Мукачівського р-ну Закарпатської обл.",метрична книга|шлюб|смерть,1891-1946
ДАЗкО,Р151-6-25,Р151,6,25,"Метрична книга. Церква смт Міжгір’я, Міжгірського р-ну Закарпатської обл.",метрична книга|смерть,1922-1947
