action_id,online_copy_id,file_id,full_code,parsed,url
e3e18c4f-d7ec-4ff1-a714-5e2f9fcf3a1a,d6ac6ae8-bfe2-4f50-8a7a-493bc43fe9ed,bf24e651-32c8-46a5-aebe-fccc97cba864,ДАВоО-Р3247-2-2036,ДАВоО-(Р-3247-2-2036+++Р-3247-2-2036+++Р-3247-2-2036),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236130
e6e9ae80-4746-44d5-bcb4-a6e092757f1a,4caaafbe-6085-4a5a-bce0-bb3b11a8d577,ff4a7ec7-13f6-4a2c-ab6d-d5969936a92c,ДАВоО-Р3247-2-2037,ДАВоО-(Р-3247-2-2037+++Р-3247-2-2037+++Р-3247-2-2037),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236121
26acead3-601c-4b03-a2c3-e36b6c7e4037,e58f1456-9ca1-4e45-ae38-e0b03cd3e91a,5739995c-943a-4e9b-80ac-098a2c72506b,ДАВоО-Р3247-2-2038,ДАВоО-(Р-3247-2-2038+++Р-3247-2-2038+++Р-3247-2-2038),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237160
9f517971-cb30-4e7e-b11f-e6d7a7d174bc,b09da747-5844-4113-87c6-acff40acedda,7b9fe8a2-985e-46f4-87f8-46f599771dba,ДАВоО-Р3247-2-2039,ДАВоО-(Р-3247-2-2039+++Р-3247-2-2039+++Р-3247-2-2039),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237162
6313ff28-568a-4d94-a56c-ed2cbc463c2a,3700b9ac-0c39-495f-9da3-cb6c0d0aa556,768fc3c1-cec2-4b60-9ab9-d250bb2e0f8a,ДАВоО-Р3247-2-2040,ДАВоО-(Р-3247-2-2040+++Р-3247-2-2040+++Р-3247-2-2040),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237164
e420db26-f88d-4ef3-af4c-aa2fd1c026e5,1b0cbb18-ffd1-492e-b95b-8e5e4b7efc79,4f5a6637-dbb6-4dc9-93cb-b5545ac84806,ДАВоО-Р3247-2-2041,ДАВоО-(Р-3247-2-2041+++Р-3247-2-2041+++Р-3247-2-2041),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237166
c0623be8-864d-4de6-b591-65700b96df61,b15fa2c7-43f8-48de-a033-6ccc91c7efa3,2eeca06d-4a94-4b43-9d43-3ca376b72ccd,ДАВоО-Р3247-2-2042,ДАВоО-(Р-3247-2-2042+++Р-3247-2-2042+++Р-3247-2-2042),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237163
d72ee9c4-c5e6-483b-b699-edba2cffcefc,a585cec0-f7e0-4dec-a892-6979d4567b5e,7485d500-b948-4813-9beb-5347e7a2fd85,ДАВоО-Р3247-2-2043,ДАВоО-(Р-3247-2-2043+++Р-3247-2-2043+++Р-3247-2-2043),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237167
5daba678-e249-4f2c-a6f2-2fdfa86f7a9b,99bce2d7-436b-45e0-9199-8fa98c562213,f646d4f6-7e57-4515-844a-bfb57ceac1de,ДАВоО-Р3247-2-2044,ДАВоО-(Р-3247-2-2044+++Р-3247-2-2044+++Р-3247-2-2044),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236148
349d86b7-957c-44ac-8b2f-3883c45db206,5826379f-5199-4b26-8e00-2a8d42c175a2,08a556b0-d2d3-492d-ba68-03e0b8adb4e4,ДАВоО-Р3247-2-2045,ДАВоО-(Р-3247-2-2045+++Р-3247-2-2045+++Р-3247-2-2045),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236149
