Яготинський РАЦС	50.2758913	31.7634861	Яготин, Яготинська міська громада, Бориспільський район, Київська область, Україна
Мішково-Погорілівська сільська рада	46.9981588	32.1172962	Мішково-Погорілове, Мішково-Погорілівська сільська громада, Миколаївський район, Миколаївська область, 57215, Україна
РАЦС Балтського району	47.9363162	29.6225979	Балта, Балтська міська громада, Подільський район, Одеська область, 66100-66105, Україна
Відділ записів актів громадянського стану (ЗАГС) при Полтавському бургомістраті, м. Полтава Полтавського гебіту (період німецько-фашистської окупації Полтавської обл.)	49.5897423	34.5507948	Полтава, Полтавська міська громада, Полтавський район, Полтавська область, 36000-36499, Україна
Красилівський райвідділ ДРАЦС	49.6544431	26.9709084	Красилів, Красилівська міська громада, Хмельницький район, Хмельницька область, 31000, Україна
Полонський райвідділ ДРАЦС	50.1193439	27.5089702	Полонне, Полонська міська громада, Шепетівський район, Хмельницька область, Україна
Хмельницький РАЦС	49.4196404	26.9793793	Хмельницький, Хмельницька міська громада, Хмельницький район, Хмельницька область, Україна
Безлюдівська селищна рада	49.8707200	36.2984800	Безлюдівка, Безлюдівська селищна громада, Харківський район, Харківська область, 62489, Україна
Борисівська сільська рада	50.2788951	36.5581643	Борисівка, Липецька сільська громада, Харківський район, Харківська область, Україна
Будянська селищна рада	49.8915881	36.0238227	Буди, Південна міська громада, Харківський район, Харківська область, 62456, Україна
Васищівська селищна рада	49.8353650	36.3312164	Васищеве, Безлюдівська селищна громада, Харківський район, Харківська область, 62495, Україна
Веселівська сільська рада	50.1672743	36.5315954	Веселе, Липецька сільська громада, Харківський район, Харківська область, 64420, Україна
Височанська селищна рада	49.8911681	36.1286649	Високий, Височанська селищна громада, Харківський район, Харківська область, 62460, Україна
Коротичанська селищна рада	49.9517307	36.0395802	Коротич, Пісочинська селищна громада, Харківський район, Харківська область, Україна
Лизогубівська селищна рада	49.8137280	36.3832820	Лизогубівка, Безлюдівська селищна громада, Харківський район, Харківська область, 62492, Україна
Липецька сільська рада	50.2037009	36.4243526	Липці, Липецька сільська громада, Харківський район, Харківська область, 62414, Україна
Манченківська селищна рада	49.9762698	35.8518407	Манченки, Люботинська міська громада, Харківський район, Харківська область, 62450, Україна
Нескучанська сільська рада	50.2068290	36.5710790	Нескучне, Липецька сільська громада, Харківський район, Харківська область, Україна
Пісочинська селищна рада	49.9547659	36.1039179	Пісочин, Пісочинська селищна громада, Харківський район, Харківська область, Україна
РАЦС Богодухівського району Харківської області	50.1601711	35.5220539	Богодухів, Богодухівська міська громада, Богодухівський район, Харківська область, Україна
РАЦС Кегичівського району Харківської області	49.2891218	35.7626290	Кегичівка, Кегичівська селищна громада, Берестинський район, Харківська область, 64003, Україна
РАЦС Краснокутського району Харківської області	50.0625892	35.1647821	Краснокутськ, Краснокутська селищна громада, Богодухівський район, Харківська область, 62002, Україна
РАЦС Лозовського району Харківської області	48.8842428	36.3160254	Лозова, Лозівська міська громада, Лозівський район, Харківська область, Україна
РАЦС м. Харків	49.9923181	36.2310146	Харків, Харківська міська громада, Харківський район, Харківська область, Україна
РАЦС Сахновищенського району Харківської області	49.1517351	35.8753320	Сахновщина, Сахновщинська селищна громада, Берестинський район, Харківська область, 64501, Україна
РАЦС с. Жихар Харківської області	49.9125317	36.2193534	Жихор, Основ’янський район, Харків, Харківська міська громада, Харківський район, Харківська область, 61109, Україна
Р-Тишківська сільська рада	50.1336625	36.4172138	Руські Тишки, Циркунівська сільська громада, Харківський район, Харківська область, Україна
Тернівська сільська рада	50.1849140	36.6757390	Тернова, Липецька сільська громада, Харківський район, Харківська область, 62421, Україна
Хорошівська селищна рада	49.8534152	36.2239739	Хорошеве, Безлюдівська селищна громада, Харківський район, Харківська область, Україна
Ч-Тишківська сільська рада	50.1211568	36.4141596	Черкаські Тишки, Циркунівська сільська громада, Харківський район, Харківська область, Україна
Відділ РАЦС Козелецького РУЮ	50.9160647	31.1167509	Козелець, Козелецька селищна громада, Чернігівський район, Чернігівська область, 17000, Україна
Відділ реєстрації актів громадянського стану (РАГС) Прилуцького міського управління юстиції	50.5950864	32.3866658	Прилуки, Прилуцька міська громада, Прилуцький район, Чернігівська область, 17500-17511, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Бахмацького районного управління юстиції	51.1826768	32.8291034	Бахмач, Бахмацька міська громада, Ніжинський район, Чернігівська область, 16500, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Бобровицького районного управління юстиції	50.7415033	31.3860852	Бобровиця, Бобровицька міська громада, Ніжинський район, Чернігівська область, 17400, Україна
