Таврійська губернська палата цивільного суду, м. Сімферополь Таврійської губернії	Сімферополь	-
Народний суд 10-ї дільниці Херсонського судового округу, м. Херсон Одеської області	Херсон	Херсонська
Народний суд 11-ї дільниці Херсонського судового округу, м-ко Тягинка Бериславського району Херсонського округу УСРР	Тягинка	Херсонська
Народний суд 13-ї дільниці Херсонського судового округу, с. Велика Олександрівка Великоолександрівського району УСРР	Велика Олександрівка	Херсонська
Народний суд 2-ї дільниці Херсонського обласного суду, м. Херсон Херсонської області	Херсон	Херсонська
Народний суд 5-ї дільниці Херсонського обласного суду, м. Херсон Херсонської області	Херсон	Херсонська
Народний суд 6-ї дільниці Херсонського обласного суду, м. Херсон Херсонської області	Херсон	Херсонська
Народний суд 7-ї дільниці Херсонського судового округу, м. Херсон Херсонського округу УСРР	Херсон	Херсонська
Народний суд 9-ї дільниці Херсонського судового округу, м. Херсон Херсонського округу УСРР	Херсон	Херсонська
Трудова сесія народного суду при Херсонському окружному суді, м. Херсон Херсонського округу УСРР	Херсон	Херсонська
Херсонський міський народний суд, м. Херсон Миколаївської області	Херсон	Херсонська
Херсонський окружний суд Наркомату юстиції СРСР, м. Херсон Херсонського округу УСРР	Херсон	Херсонська
Заславський повітовий суд, м. Заслав Заславського повіту Волинської губернії	Заслав	Хмельницька
З'їзд мирових суддів Кам'янецького судово-мирового округу, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Кам'янецький повітовий суд, м. Кам'янець-Подільський	Кам'янець-Подільський	Хмельницька
Кам'янецький тимчасовий поліцейський суд, заснований при Кам'янецькому повітовому суді, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Киликіївський волосний суд, с. Киликіїв Новоград-Волинського повіту Волинської губернії	Киликіїв Новоград-	Хмельницька
Мировий суддя 1-ї дільниці Кам'янецького судово-мирового округу, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Мировий суддя 2-ї дільниці Кам'янецького судово-мирового округу, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Мировий суддя 3-ї дільниці Кам'янецького судово-мирового округу, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Подільська губернська комісія з розгляду справ осіб, заарештованих у позасудовому порядку, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Подільська палата карного суду, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Подільська палата карного та цивільного суду, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Подільська палата цивільного суду, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Подільський головний суд, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Прокурор Кам'янець-Подільського окружного суду, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Старший нотаріус Кам'янець-Подільського окружного суду, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Балтській судово-слідчій дільниці, м. Балта Балтського повіту Подільської губернії	Балта	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Вінницькій судово-слідчій дільниці, м. Вінниця Вінницького повіту Подільської губернії	Вінниця	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Кам'янецькій дільниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Літинській судово-слідчій дільниці, м. Літин Літинського повіту Подільської губернії	Літин	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Балтській судово-слідчій дільниці, м. Балта Балтського повіту Подільської губернії	Балта	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Вінницькій судово-слідчій дільниці, м. Вінниця Вінницького повіту Подільської губернії	Вінниця	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Кам'янецькій дільниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Кам'янецькій судово-слідчій дільниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	Кам'янець-Подільський	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Літинській судово-слідчій дільниці, м-ко Хмільник Літинського повіту Подільської губернії	Хмільник	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Могилівській судово-слідчій дільниці, м. Могилів-Подільський Могилівського повіту Подільської губернії	Могилів-Подільський	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 3-й Балтській судово-слідчій дільниці, м. Балта Балтського повіту Подільської губернії	Балта	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по 3-й Вінницькій судово-слідчій дільниці, м. Вінниця Вінницького повіту Подільської губернії	Вінниця	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Балтській дільниці (2-а, 4-а, 5-а судово-слідчі дільниці), м. Балта Балтського повіту Подільської губернії	Балта	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Брацлавській дільниці (1-а, 2-а, 4-а судовослідчі дільниці), м. Брацлав Брацлавського повіту Подільської губернії	Брацлав	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Вінницькій дільниці, м. Вінниця Вінницького повіту Подільської губернії	Вінниця	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Гайсинській дільниці, м. Гайсин Гайсинського повіту Подільської губернії	Гайсин	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Летичівській дільниці, м. Летичів Летичівського повіту Подільської губернії	Летичів	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Літинській дільниці, м. Літин Літинського повіту Подільської губернії	Літин	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Ольгопільській дільниці, м. Ольгопіль Ольгопільського повіту Подільської губернії	Ольгопіль	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Проскурівській дільниці, м. Проскурів Проскурівського повіту Подільської губернії	Проскурів	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Ушицькій дільниці, м. Нова Ушиця Ушицького повіту Подільської губернії	Нова Ушиця	Хмельницька
Товариш прокурора Кам'янець-Подільського окружного суду по Ямпільській дільниці, м. Ямпіль Ямпільського повіту Подільської губернії	Ямпіль	Хмельницька
Березнянський нижній земський суд, з. м. Березна Чернігівського намісництва, з 1796 – Чернігівського повіту Малоросійської губернії, з 1802 – Чернігівської губернії	Березна	Чернігівська
Новгород-Сіверська палата кримінального суду, м. Новгород-Сіверський Новгород-Сіверського намісництва, з 1796 – Малоросійської губернії	Новгород-Сіверський Новгород-	Чернігівська
Старший нотаріус Ніжинського окружного суду, м. Ніжин Чернігівської губернії	Ніжин	Чернігівська
Чернігівський земський суд, м. Чернігів Чернігівського намісництва, з 1796 – Малоросійської губернії, з 1802 – Чернігівської губернії	Чернігів	Чернігівська
Звенигородський земський суд, м. Звенигородка Звенигородського повіту Київської губернії	Звенигородка	Черкаська
Звенигородський повітовий земський суд, м. Звенигородка Звенигородського повіту Київської губернії	Звенигородка	Черкаська
Звенигородський повітовий суд, м. Звенигородка Звенигородського повіту Київської губернії	Звенигородка	Черкаська
Звенигородський сирітський суд, м. Звенигородка Звенигородського повіту Київської губернії	Звенигородка	Черкаська
З'їзд мирових суддів (мировий з'їзд) Звенигородського судово-мирового округу, м. Звенигородка Звенигородського повіту Київської губернії	Звенигородка	Черкаська
Золотоніський нижній земський суд, м. Золотоноша Полтавської губернії	Золотоноша	Черкаська
Золотоніський повітовий суд, м. Золотоноша Золотоніського повіту Полтавської губернії	Золотоноша	Черкаська
Канівський земський (повітовий) суд, м. Канів Київської губернії	Канів	Черкаська
Канівський повітовий суд, м. Канів Київської губернії	Канів	Черкаська
Канівський сирітський суд, м. Канів Київської губернії	Канів	Черкаська
Посухівський волосний суд, с. Посухівка Уманського повіту Київської губернії	Посухівка	Черкаська
Прокурор Черкаського окружного суду, м. Черкаси Київської губернії	Черкаси	Черкаська
Судовий слідчий 1-ої дільниці Канівського повіту, м. Канів Київської губернії	Канів	Черкаська
Товариш прокурора Київського окружного суду по Канівській дільниці, м. Канів Канівського повіту Київської губернії	Канів	Черкаська
Товариш прокурора Київського окружного суду по Черкаській дільниці, м. Черкаси Київської губернії	Черкаси	Черкаська
Товариш прокурора Київського окружного суду по Чигиринській дільниці, м. Чигирин Київської губернії	Чигирин	Черкаська
Товариш прокурора Київського окружного суду по Чигиринсько-Черкаській дільниці, м. Черкаси Черкаського повіту Київської губернії	Черкаси	Черкаська
Товариш прокурора Черкаського окружного суду по 2-ій дільниці, м. Черкаси Київської губернії	Черкаси	Черкаська
Уманський земський суд, м. Умань Київської губернії	Умань	Черкаська
Уманський окружний суд, м. Умань Уманського повіту Київської губернії	Умань	Черкаська
Уманський повітовий земський суд, м. Умань Київської губернії	Умань	Черкаська
Уманський повітовий суд, м. Умань Уманського повіту Київської губернії	Умань	Черкаська
Уманський сирітський суд, м. Умань Уманського повіту Київської губернії	Умань	Черкаська
Уманський словесний суд, м. Умань Київської губернії	Умань	Черкаська
Черкаський і Чигиринський повітовий земський суд, м. Черкаси Київської губернії	Черкаси	Черкаська
Черкаський міський сирітський суд, м. Черкаси Черкаського повіту Київської губернії	Черкаси	Черкаська
Черкаський окружний суд, м. Черкаси Київської губернії	Черкаси	Черкаська
Черкаський повітовий земський суд, м. Черкаси Київської губернії	Черкаси	Черкаська
Черкаський повітовий земський суд, м. Черкаси Черкаського повіту Київської губернії	Черкаси	Черкаська
Черкаський повітовий суд, м. Черкаси Київської губернії	Черкаси	Черкаська
Черкаський повітовий суд, м. Черкаси Черкаського повіту Київської губернії	Черкаси	Черкаська
Чигиринський земський суд, м. Чигирин Київської губернії	Чигирин	Черкаська
Чигиринський повітовий земський суд, м. Чигирин Київської губернії	Чигирин	Черкаська
Чигиринський повітовий суд, м. Чигирин Київської губернії	Чигирин	Черкаська
Верховний революційний трибунал при ВУЦВК, м. Харків	Харків	-
Верховний Суд України, м. Київ	Київ	-
Військово-надзвичайний суд при Управлінні начальника тилу діючої армії Української Народної Республіки, м. Станіслав	Станіслав	-
Військово-транспортний окружний трибунал Південного округу шляхів сполучення, м. Харків	Харків	-
Генеральне секретарство судових справ Української Народної Республіки, м. Київ	Київ	-
Генеральний суд Української Держави, м. Київ	Київ	-
Ізюмський повітовий революційний трибунал, м. Ізюм Харківської губернії	Ізюм	-
Ліквідаційна комісія при Головному управлінні військово-судових справ Міністерства внутрішніх справ Української Держави, м. Київ	Київ	-
Міністерство судових справ Української Держави, м. Київ	Київ	-
Надзвичайний військовий суд З-ї залізної стрілецької дивізії військ Української Народної Республіки, м. Нова Ушиця, Подільської губернії	Нова Ушиця	-
Полтавська судово-слідча комісія при начальникові гарнізону деніківської армії, м. Полтава	Полтава	-
Штабний суд 16-ої пішої дивізії військ Української Держави, м. Олександрівськ Катеринославської губернії	Олександрівськ	-
Бахмутський повітовий суд, м. Бахмут Катеринославського намісництва	Бахмут	-
Брацлавський земський суд, м. Брацлав Брацлавського воєводства	Брацлав	-
Васильківсько-Богуславський підкоморський суд, м. Васильків Київської губернії	Васильків	-
Вінницька військово-судова комісія при Київському військовому окрузі, м. Вінниця Подільської губернії	Вінниця	-
Вінницький гродський суд, м. Вінниця Брацлавського воєводства	Вінниця	-
Володимирський гродський суд, м. Володимир Волинського воєводства	Володимир	-
Володимирський земський суд, м. Володимир Волинського воєводства	Володимир	-
Гадяцький повітовий земський суд, м. Гадяч Гадяцького полку, з 1796 р. – Малоросійської, з 1802 р. – Чернігівської губернії	Гадяч	-
Генеральний військовий суд, м. Глухів Ніжинського полку	Глухів	-
Головний трибунальський суд скарбових справ Волинського воєводства, м. Луцьк Волинського воєводства	Луцьк	-
Головні каптурові суди Волинського воєводства, м. Луцьк Волинського воєводства	Луцьк	-
Головні каптурові суди Київського воєводства, м. Житомир Київського воєводства	Житомир	-
Гродський суд Київського воєводства, м. Житомир Київського воєводства	Житомир	-
Дубенський гродський суд, м. Дубно Волинського воєводства	Дубно	-
Житомирський гродський суд, м. Житомир Київського воєводства	Житомир	-
Житомирський земський суд, м. Житомир Київського воєводства	Житомир	-
Заславський повітовий земський суд, м. Заслав Волинської губернії	Заслав	-
Земський суд Київського воєводства, м. Житомир Київського воєводства	Житомир	-
Зем'янський суд Наддніпрянського повіту, м. Богуслав	Богуслав	-
Кам'янецький гродський суд, м. Кам'янець-Подільський Подільського воєводства	Кам'янець-Подільський	-
Катеринославський верхній земський суд, м. Катеринослав	Катеринослав	-
Київська палата кримінального суду, м. Київ	Київ	-
Київська палата цивільного суду, м. Київ	Київ	-
Київська судова палата, м. Київ	Київ	-
Київський військово-окружний суд, м. Київ	Київ	-
Київський головний суд, м. Київ	Київ	-
Комісарський суд Подільського воєводства, м. Львів Руського воєводства	Львів	-
Конотопський повітовий суд, м. Конотоп Новгород-Сіверського, з 1791 р. – Чернігівського намісництва	Конотоп Новгород-	-
Конфедератський суд Київського воєводства, м. Житомир Київського воєводства	Житомир	-
Конфедератські суди Волинського воєводства, м. Луцьк Волинського воєводства	Луцьк	-
Кременецький гродський суд, м. Кременець Волинського воєводства	Кременець	-
Кременецький земський суд, м. Кременець Волинського воєводства	Кременець	-
Кременчуцький підкоморський повітовий суд, м. Кременчук Малоросійської, з 1802 р. – Полтавської губернії	Кременчук	-
Кременчуцький повітовий суд, м. Кременчук Катеринославського намісництва	Кременчук	-
Кролевецький нижній земський суд, м. Кролевець Новгород-Сіверського намісництва	Кролевець Новгород-	-
Кролевецький повітовий суд, м. Кролевець Новгород-Сіверського намісництва	Кролевець Новгород-	-
Летичівський гродський суд, м. Летичів Подільського воєводства	Летичів	-
Лохвицький повітовий суд, м. Лохвиця Чернігівського намісництва	Лохвиця	-
Луцький гродський суд, м. Луцьк Волинського воєводства, з 1796 р. – Волинської губернії	Луцьк	-
Луцький земський суд, м. Луцьк Волинського воєводства	Луцьк	-
Луцький підкоморський суд, м. Луцьк Волинського воєводства	Луцьк	-
Новгород-Сіверський верхній земський суд, м. Новгород-Сіверський Новгород-Сіверського намісництва	Новгород-Сіверський Новгород-	-
Новгород-Сіверський повітовий земський суд, м. Новгород-Сіверський Малоросійської, з 1802 р. – Чернігівської губернії	Новгород-Сіверський	-
Овруцький гродський суд, м. Овруч Київського воєводства	Овруч	-
Остап'ївський повітовий земський суд, м. Остап'є Миргородського полку	Остап'є	-
Остерський повітовий суд, м. Остер Київського намісництва	Остер	-
Пирятинський повітовий земський суд, м. Пирятин Малоросійської, з 1802 р. – Полтавської губернії	Пирятин	-
Підкоморський суд Київського воєводства, м. Київ	Київ	-
Прилуцький повітовий земський суд, м. Прилуки Прилуцького полку, з 1796 р. – Малоросійської губернії	Прилуки	-
Прокурор Київської судової палати, м. Київ	Київ	-
Прокурор Харківської судової палати, м. Харків Харківської губернії; м. Сімферополь	Харків	-
Роменський верхній земський суд, м. Ромни Чернігівського намісництва	Ромни	-
Слобідсько-Українська палата цивільного суду, м. Харків	Харків	-
Слобідсько-Українська (Харківська) палата кримінального суду, м. Харків	Харків	-
Старооскольський повітовий суд, м. Старий Оскол Курського намісництва	Старий Оскол	-
Суразький повітовий земський суд, м. Сураж Новгород-Сіверського намісництва, з 1796 р. – Малоросійської, з 1802 р. – Чернігівської губернії	Сураж Новгород-	-
Третейський суд, м. Глухів	Глухів	-
Харківська палата кримінального суду, м. Харків	Харків	-
Хорольський нижній земський суд, м. Хорол Київського намісництва	Хорол	-
Хорольський повітовий земський суд, м. Хорол Малоросійської губернії	Хорол	-
Чугуївський нижній земський суд м. Чугуїв Харківського намісництва	Чугуїв	-
Белзький гродський суд, м. Белз, Белзького воєводства	Белз	-
Белзький земський суд, м. Белз, Белзького воєводства	Белз	-
Буський гродський суд, м. Буськ, Белзької землі, Белзького воєводства	Буськ	-
Буський земський суд, м. Буськ, Белзької землі, Белзького воєводства	Буськ	-
Галицький гродський суд, м. Галич, Галицької землі, Руського воєводства	Галич	-
Галицький земський суд, м. Галич, Галицької землі, Руського воєводства	Галич	-
Жидачівський гродський суд, м. Жидачів, Львівської землі, Руського воєводства	Жидачів	-
Жидачівський земський суд, м. Жидачів, Львівської землі, Руського воєводства	Жидачів	-
Львівський гродський суд, м. Львів, Львівської землі, Руського воєводства	Львів	-
Львівський земський суд, м. Львів, Львівської землі, Руського воєводства	Львів	-
Переворський земський суд, м. Переворськ, Перемишльської землі, Руського воєводства	Переворськ	-
Перемишльський гродський суд, м. Перемишль, Перемишльської землі, Руського воєводства	Перемишль	-
Бершадський земський суд	Бершадь	Вінницька
Бершадський повітовий суд	Бершадь	Вінницька
Брацлавський з'їзд мирових суддів Брацлавського судово-мирового округу	Брацлав	Вінницька
Брацлавський повітовий совісний суд	Брацлав	Вінницька
Брацлавський сирітський суд	Брацлав	Вінницька
Вінницький земський суд	Вінниця	Вінницька
Вінницький межовий апеляційний суд	Вінниця	Вінницька
Вінницький міський словесний суд	Вінниця	Вінницька
Вінницький окружний суд	Вінниця	Вінницька
Вінницький повітовий підкоморський суд	Вінниця	Вінницька
Вінницький сирітський суд	Вінниця	Вінницька
Гайсинський земський суд	Гайсин	Вінницька
Гайсинський повітовий підкоморський суд	Гайсин	Вінницька
Гайсинський повітовий суд	Гайсин	Вінницька
Липовецький земський суд	Липовець	Вінницька
Липовецький повітовий суд	Липовець	Вінницька
Літинський межовий апеляційний суд	Літин	Вінницька
Літинський підкоморський суд	Літин	Вінницька
Літинський повітовий сирітський суд	Літин	Вінницька
Літинський повітовий суд	Літин	Вінницька
Махнівський повітовий земський суд	Махнівка	Вінницька
Мировий суддя 1-ї дільниці Вінницького судово-мирового округу, мко Браїлів Вінницького повіту Подільської губернії	Браїлів	Вінницька
Мировий суддя 3-ї дільниці Липовецького повіту	Липовець	Вінницька
Мировий суддя 7-ї дільниці Гайсинського судово-мирового округу	Гайсин	Вінницька
Мировий суддя 9-ї дільниці Ямпільського судово-мирового округу	Ямпіль	Вінницька
Могилів-Подільський межовий апеляційний суд	Могилів-Подільський	Вінницька
Могилів-Подільський повітовий суд	Могилів-Подільський	Вінницька
Народний суд 3-ї дільниці Ольгопільського повіту	Ольгопіль	Вінницька
Ольгопільський повітовий суд	Ольгопіль	Вінницька
Прокурор Вінницького окружного суду	Вінниця	Вінницька
Старший нотаріус Вінницького окружного суду	Вінниця	Вінницька
Судовий слідчий 2-ї дільниці Літинського повіту	Літин	Вінницька
Тульчинський нижній земський суд	Тульчин	Вінницька
Тульчинський повітовий суд	Тульчин	Вінницька
Ямпільський земський суд	Ямпіль	Вінницька
Ямпільський повітовий підкоморський суд	Ямпіль	Вінницька
Ямпільський повітовий суд	Ямпіль	Вінницька
Горохівський повітовий суд	Горохів	Волинська
Волинський губернський революційний трибунал	Житомир	Житомирська
Махнівський повітовий суд Брацлавського намісництва Київської губернії 1796-1846 рр. Бердичівський повітовий суд Київської губернії 1846-1872 рр.	Бердичів	Житомирська
Львівський воєнний районний суд	Львів	Львівська
Львівський міський суд	Львів	Львівська
Польовий суд Львівського гарнізону	Львів	Львівська
Прокурор окружного суду у Львові	Львів	Львівська
Спеціальний суд при Німецькому суді у Львові. Німецька державна прокуратура у Львові	Львів	Львівська
Верхній сільський суд 11-ї дільниці Херсонського судового мирового округу	-	Миколаївська
Вознесенська палата карного суду	Вознесенськ	Миколаївська
Вознесенська палата цивільного суду	Вознесенськ	Миколаївська
Вознесенський совісний суд	Вознесенськ	Миколаївська
Возсіятський волосний суд	Возсіятське	Миколаївська
Гур'ївський волосний суд	Гур'ївка	Миколаївська
Єленський повітовий суд	-	Миколаївська
Кисляківський волосний суд	Кисляківка	Миколаївська
Ландауський волосний суд	Широколанівка	Миколаївська
Миколаївський губернський революційний трибунал	Миколаїв	Миколаївська
Миколаївський міський сирітський суд	Миколаїв	Миколаївська
Новобузький волосний суд	Новий Буг	Миколаївська
Ольвіопольський повітовий суд	Первомайськ	Миколаївська
Очаківський міський сирітський суд	Очаків	Миколаївська
Балтський повітовий суд	Балта	Одеська
Балтський тимчасовий поліцейський суд	Балта	Одеська
Одеський військово-окружний суд	Одеса	Одеська
Одеський комерційний суд	Одеса	Одеська
Одеський окружний суд	Одеса	Одеська
Одеський повітовий суд	Одеса	Одеська
Перший Одеський особливий тимчасовий військовий суд	Одеса	Одеська
Прокурор Одеського окружного суду	Одеса	Одеська
Старший нотаріус Одеського окружного суду	Одеса	Одеська
Севастопольський міський словесний суд	Севастополь	-
Бериславська районна судово-земельна комісія Херсонської окружної судово-земельної комісії	Берислав	Херсонська
Херсонський міський сирітський суд	Херсон	Херсонська
Народний суд 10-ї дільниці Шепетівського округу	Шепетівка	Хмельницька
Народний суд 17-ї дільниці Шепетівського судового округу	Шепетівка	Хмельницька
Народний суд 1-ї дільниці Ізяславського повіту	Ізяслав	Хмельницька
Народний суд 2-ї дільниці Ізяславського повіту	Ізяслав	Хмельницька
Народний суд 7-ї дільниці Ізяславського повіту	Ізяслав	Хмельницька
Народний суд 7-ї дільниці Шепетівського округу	Шепетівка	Хмельницька
Народний суд 9-ї дільниці Ізяславського повіту	Ізяслав	Хмельницька
Народний суд Ізяславського району	Ізяслав	Хмельницька
Чернігівська палата кримінального суду Чернігівського намісництва (1782–1796), Чернігівської губернії (1831–1869)	Чернігів	Чернігівська
Чернігівський генеральний суд	Чернігів	Чернігівська
Народний суд 11-ої дільниці Золотоніського округу Полтавської губернії	Золотоноша	Черкаська
Судовий слідчий 3-ої дільниці Черкаського повіту Київської губернії	Черкаси	Черкаська
Судовий слідчий Київського окружного суду 1-ої дільниці Черкаського повіту Київської губернії	Черкаси	Черкаська
Судовий слідчий Київського окружного суду 2-ої дільниці Черкаського повіту Київської губернії	Черкаси	Черкаська
Судовий слідчий Київського окружного суду 5-ої дільниці Черкаського повіту Київської губернії	Черкаси	Черкаська
Черкаський земський суд	Черкаси	Черкаська
Вищий військовий суд при 2-й запасній стрілецькій бригаді військ Української Народної Республіки	-	-
Вищий військовий суд при 3-й запасній стрілецькій бригаді військ Української Народної Республіки	-	-
Військовий надзвичайний суд при залозі військ Української Народної Республіки,	-	-
Військовий штабний суд при 2-ій Волинській стрілецькій дивізії військ Української Народної Республіки, табори Каліш, Вадовіці (Польща)	-	-
Військовий штабний суд при 3-ій залізній стрілецькій дивізії військ УНР	-	-
Військовий штабний суд при штабі діючої армії Української Народної Республіки	-	-
Київський вищий військовий суд Української Народної Республіки,	-	-
Надзвичайний військовий суд при штабі залоги військ Української Народної Республіки	-	-
Судова комісія для ведення процесу в справі вбивства голови Директорії і головного отамана військ Української Народної Республіки Петлюри в Парижі (Франція)	-	-
