id,resource_id,parsed,url
93fd3619-ee72-43f0-b0ab-deda0a07354b,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1057ч.2+++128-1друк-1057ч.2+++128-1друк-1057ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126437806
1ab6d227-7885-4601-ae31-2e3a65f3ac65,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1105ч.3+++128-1друк-1105ч.3+++128-1друк-1105ч.3),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126437725
cce197b8-2223-4da0-a4a1-1396e2ea7d09,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1109ч.1+++128-1друк-1109ч.1+++128-1друк-1109ч.1),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126437737
b22b79da-cfdc-4f61-be30-7c46a8269124,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1109ч.3+++128-1друк-1109ч.3+++128-1друк-1109ч.3),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126437655
d15a816c-107e-47ab-a311-6f66e704731a,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1109ч.4+++128-1друк-1109ч.4+++128-1друк-1109ч.4),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126420497
14266668-e208-4eff-b553-7081840cb775,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1110ч.2+++128-1друк-1110ч.2+++128-1друк-1110ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126420077
2bc91498-54f9-4865-84db-72bd9114d048,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1116ч.1+++128-1друк-1116ч.1+++128-1друк-1116ч.1),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126420928
8bba35c4-0bfa-47fa-9d67-b076a6c11711,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1116ч.2+++128-1друк-1116ч.2+++128-1друк-1116ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126441102
f9327380-da4e-4eaa-98da-1a1ab9a6a07a,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1116ч.4+++128-1друк-1116ч.4+++128-1друк-1116ч.4),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126440229
a991580e-ca5e-4e74-ad77-15b8de6ccc61,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1116ч.8+++128-1друк-1116ч.8+++128-1друк-1116ч.8),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126440178
2d55a4c7-e5de-43ae-ae06-a5e2d23d1c04,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1294ч.2+++128-1друк-1294ч.2+++128-1друк-1294ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126418718
2e5f3d8d-3a6a-4275-89f1-3512155ff3fe,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1316ч.1+++128-1друк-1316ч.1+++128-1друк-1316ч.1),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126419517
b42e7454-91b3-4c05-9f7d-77c79e7af929,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1330ч.1+++128-1друк-1330ч.1+++128-1друк-1330ч.1),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126420296
a4f42efc-23a9-4803-b748-761ceb8844ac,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1330ч.2+++128-1друк-1330ч.2+++128-1друк-1330ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126438111
d5089c33-78d8-4474-8fc4-5faeb8582c13,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1348ч.1+++128-1друк-1348ч.1+++128-1друк-1348ч.1),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126419462
b23c23fb-dc97-4b32-b056-485416e2eb20,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1348ч.2+++128-1друк-1348ч.2+++128-1друк-1348ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126440297
4c0e439f-877d-4702-a568-79abc5624da0,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1349ч.1+++128-1друк-1349ч.1+++128-1друк-1349ч.1),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126460549
e05a7c30-00b1-4ed4-9a1e-e3c4d6ec212a,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ЦДІАК-(128-1друк-1349ч.2+++128-1друк-1349ч.2+++128-1друк-1349ч.2),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126420467
