id,role,title,info,tags,lat,lng
00f2b05a-22e5-4a3a-8099-f31c234dd44f,source,"Покровська церква, с. Новокурське Херсонський повіт,",Херсонська єпархія,православ'я,47.5793559,33.2248407
b78146e8-40f5-4c11-9872-a4ce7484c75e,target,"Покровська церква, с. Новокурське Херсонський повіт",,православ'я,47.5793559,33.2248407
441519aa-a4ea-4df4-a81d-e7822645f625,source,"Миколаївська церква, с. Чичиркозівка Катеринопільський повіт,",Катеринославська єпархія,православ'я,49.0341391,31.1296096
350e0c2f-76a4-40e8-a203-c01f3d32748f,target,"Миколаївська церква, с. Чичиркозівка Катеринопільський повіт",,православ'я,49.0341391,31.1296096
