full_code,files,title,fond_title
ДАКрО-Р221-890,0,Опис 890,Єлисаветградська особлива повітова продовольча комісія Одеської губернської особ
ДАКрО-Р2210-4652,0,Опис 4652,"Байдаківська сільська рада депутатів трудящих та її виконавчий комітет, с.Байдак"
ДАКрО-Р2211-4653,0,Опис 4653,Федорівський сільський комітет взаємної допомоги (сільКВД) Новоархангельського р
ДАКрО-Р2212-3165,0,Опис 3165,Кіровоградський обласний відділ торгівлі Міністерства торгівлі УРСР (облторг МТ 
ДАКрО-Р2213-3166,0,Опис 3166,Новоукраїнське районне відділення Всеукраїнського тресту заводів сільськогоспода
ДАКрО-Р2214-3167,0,Опис 3167,Кіровоградський міський відділ змішаної торгівлі Кіровоградського обласного відд
ДАКрО-Р2215-3168,0,Опис 3168,"Фінансовий відділ виконкому Знам'янcької районної ради народних депутатів, м.Зна"
ДАКрО-Р2216-3169,0,Опис 3169,"Маловисківська продукційно-кооперативна артіль хлібопекарів ""Червона зірка"", с.М"
ДАКрО-Р2217-3170,0,Опис 3170,Новомиргородська районна контора по заготівлі сільськогосподарської продукції Ми
ДАКрО-Р2218-3171,0,Опис 3171,Кіровоградський обласний комітет професійної спілки кінофотопрацівників Республі
ДАКрО-Р2219-3172,0,Опис 3172,"Янівська сільська рада робітничих, селянських і червоноармійських депутатів та ї"
ДАКрО-Р222-891,0,Опис 891,Єлисаветградський районний продовольчий відділ виконавчого комітету ради робітни
ДАКрО-Р2220-3173,0,Опис 3173,Єлисаветградська повітова заготівельна контора Одеського губернського продовольч
ДАКрО-Р2221-3509,0,Опис 3509,Рівнянська районна контрольно-насіннєва лабораторія Одеської обласної контрольно
ДАКрО-Р2222-3510,0,Опис 3510,"Новомиргородський заготівельний пункт спілки ""Союзсеменовод"", м.Новомиргород Нов"
ДАКрО-Р2223-3511,0,Опис 3511,"Зінов'євська кустарно-промислова артіль ""Верпасс"" по виготовленню пасів, елевато"
ДАКрО-Р2224-3873,0,Опис 3873,Зінов'євська районна рада промислової кооперації (райпромрада) Всеукраїнської сп
ДАКрО-Р2225-3512,0,Опис 3512,"Зінов'євська міська державна технічна контора, м.Зінов'євськ Зінов'євського райо"
ДАКрО-Р2226-3513,0,Опис 3513,Кіровська міжрайонна база Одеської обласної контори сільськогосподарського поста
ДАКрО-Р2227-3514,0,Опис 3514,"Єлисаветградське районне управління № 3 по проведенню податкових кампаній, облік"
ДАКрО-Р2228-3874,0,Опис 3874,"Районне управління № 2 по проведенню податкових кампаній, обліку населення та ін"
ДАКрО-Р2229-3515,0,Опис 3515,Бобринецький квартальний комітет № 3 Бобринецького районного виконкому ради робі
ДАКрО-Р223-1169,0,Опис 1169,Саблино-Знам'янський цукровий комбінат Кіровоградського виробничо-аграрного об'є
ДАКрО-Р2230-3516,0,Опис 3516,"Кіровське міське агентство Одеської обласної контори ""Торгсин"", м.Кірово Одесько"
ДАКрО-Р2231-3517,0,Опис 3517,"Районне управління № 1 по проведенню податкових кампаній, обліку населення викон"
ДАКрО-Р2232-3518,0,Опис 3518,Бобринецький квартальний комітет №4 Бобринецького районного виконкому ради робіт
ДАКрО-Р2233-3519,0,Опис 3519,"Зінов'євське окружне відділення Державного політичного управління, м.Зінов'євськ"
ДАКрО-Р2234-3520,0,Опис 3520,Інженерівська трудова школа № 20 Зінов'євської окружної інспектури народної осві
ДАКрО-Р2235-3521,0,Опис 3521,"Гнилоєланецька сільська рада робітничих, селянських і червоноармійських депутаті"
ДАКрО-Р2236-3522,0,Опис 3522,Заломівський сільський комітет взаємної допомоги Знам'янського районного комітет
ДАКрО-Р2237-3523,0,Опис 3523,Товариство по спільній обробці землі ім.Петровського Назарівської сільської ради
ДАКрО-Р2238-3524,0,Опис 3524,Зінов'євська окружна рада фізичної культури (ОРФК) Зінов'євського окружного вико
ДАКрО-Р2239-3525,0,Опис 3525,"Шевченко-Серебрянська сільська рада робітничих, селянських і червоноармійських д"
ДАКрО-Р2240-3526,0,Опис 3526,"Сільськогосподарська артіль (колгосп) ""КЗФ"" Верблюзької сільської ради, с.Верблю"
ДАКрО-Р2241-3527,0,Опис 3527,"Народний суд 4-ої дільниці Єлисаветградського повітового бюро юстиції, с.Хмельов"
ДАКрО-Р2242-3528,0,Опис 3528,"Народний суд 12-ої дільниці Олександрійського повітового бюро юстиції, с.Верблюж"
ДАКрО-Р2244-3529,0,Опис 3529,"Народний суд 8-ої дільниці Єлисаветградського повітового бюро юстиції, м.Бобрине"
ДАКрО-Р2245-3530,0,Опис 3530,"Народний суд 10-ої дільниці Олександрійського повітового бюро юстиції, м-ко Аджа"
ДАКрО-Р2247-3913,0,Опис 3913,"Зінов'євська окружна виїзна сесія Одеського губернського суду, м.Зінов'євськ Зін"
ДАКрО-Р2248-3914,0,Опис 3914,"Уповноважений Одеського губернського суду по Зінов'євському округу, м.Зінов'євсь"
ДАКрО-Р225-1171,0,Опис 1171,Єлисаветградське повітове агентство державного страхування Одеської губернської 
ДАКрО-Р2252-3918,0,Опис 3918,Ощадна камера органів юстиції 9-ої дільниці Зінов'євського окружного відділу юст
ДАКрО-Р2253-3919,0,Опис 3919,"Народний суд 1-дільниці Кременчуцького окружного суду, с.Онуфріївка Онуфріївсько"
ДАКрО-Р2256-3922,0,Опис 3922,Компаніївський районний селянський будинок Зінов'євської окружної інспектури нар
ДАКрО-Р2257-3442,0,Опис 3442,Об'єднана камера органів юстиції 13-ої дільниці Зінов'євського окружного відділу
ДАКрО-Р2258-3443,0,Опис 3443,"Народний суд 8-ої дільниці Зінов'євського окружного суду, с.Мала Виска Маловискі"
ДАКрО-Р2259-3444,0,Опис 3444,"Єлисаветградське повітове бюро юстиції Одеського губернського бюро юстиції, м.Єл"
ДАКрО-Р226-1172,0,Опис 1172,Зінов'євська окружна контора державного страхування Всеукраїнської контори держа
ДАКрО-Р2261-3880,0,Опис 3880,Старший інспектор Головного управління у справах промислової та споживчої коопер
ДАКрО-Р2263-3446,0,Опис 3446,"Об'єднана камера органів юстиції 11-ої дільниці Зінов'євського окружного суду, с"
ДАКрО-Р2264-3877,0,Опис 3877,Відділ управління Єлисаветградського окружного виконавчого комітету ради робітни
ДАКрО-Р2266-3447,0,Опис 3447,"Народний суд 12-ої дільниці Зінов'євського окружного суду, с.Красносілля Цибулів"
ДАКрО-Р2267-3448,0,Опис 3448,Об'єднана камера органів юстиції 7-ої дільниці Зінов'євського окружного відділу 
ДАКрО-Р2268-3449,0,Опис 3449,"Народний суд 14-ої дільниці Зінов'євського окружного суду, с.Компаніївка Компані"
ДАКрО-Р2269-3450,0,Опис 3450,"Народний суд 19-ої дільниці Зінов'євського окружного суду, м. Нова Прага Новопра"
ДАКрО-Р227-1173,0,Опис 1173,Зінов'євська окружна контрольна комісія робітничо-селянської інспекції Народного
ДАКрО-Р2272-3451,0,Опис 3451,"Народний суд 22-ої дільниці Зінов'євського окружного суду, с.Єлисаветградківка Є"
ДАКрО-Р2273-3349,0,Опис 3349,"Народний суд 24-ої дільниці Зінов'євського окружного суду, м-ко Новоукраїнка Нов"
ДАКрО-Р2274-3350,0,Опис 3350,"Знам'янська дільнична прокуратура прокуратури УСРР, м-ко Знам'янка Знам'янського"
ДАКрО-Р2275-3351,0,Опис 3351,"Бобринецька дільнича прокуратура Одеської обласної прокуратури, м-ко Бобринець Б"
ДАКрО-Р2276-3352,0,Опис 3352,"Олександрійська окружна прокуратура Катеринославської губернської прокуратури, м"
ДАКрО-Р2277-3353,0,Опис 3353,Дев'ята особлива виїзна сесія Миколаївського губернського революційного трибунал
ДАКрО-Р2278-3354,0,Опис 3354,"Новгородківський волосний революційний комітет, с.Новгородка Олександрійського п"
ДАКрО-Р2279-3355,0,Опис 3355,Виїзна сесія народного суду по продовольчому податку по Єлисаветградському район
ДАКрО-Р2280-3356,0,Опис 3356,"Чергова камера Єлисаветградського повітового бюро юстиції, м.Єлисаветград Микола"
ДАКрО-Р2282-3358,0,Опис 3358,"Народний суд 3-ої дільниці Олександрійського повітового бюро юстиції, ст.Знам'ян"
ДАКрО-Р2283-3359,0,Опис 3359,"Народний суд 14-ої дільниці Олександрійського повітового бюро юстиції, с.Краснос"
ДАКрО-Р2284-3360,0,Опис 3360,"Народний суд 5-ої дільниці Єлисаветградського повітового бюро юстиції, с.Федварь"
ДАКрО-Р2285-3361,0,Опис 3361,Великовисківська районна планова комісія виконавчого комітету районної ради депу
ДАКрО-Р2286-3362,0,Опис 3362,Сільськогосподарська артіль (колгосп) ім.Червоної Армії Байдаківської сільської 
ДАКрО-Р2287-3363,0,Опис 3363,Великовисківський районний відділ заготівель виконавчого комітету районної ради 
ДАКрО-Р2288-3364,0,Опис 3364,""
ДАКрО-Р2289-3365,0,Опис 3365,Червоновершківська сільськогосподарська школа ім.Клименка Зінов'євської міської 
ДАКрО-Р229-1175,0,Опис 1175,Окружна комісія допомоги районам потерпілим від неврожаю Зінов'євського окружног
ДАКрО-Р2290-3366,0,Опис 3366,Долинська районна партизанська комісія виконавчого комітету районної ради робітн
ДАКрО-Р2291-3367,0,Опис 3367,"Солонцюватський сільський комітет незаможних селян, с.Солонцюватка Устинівського"
ДАКрО-Р2292-3368,0,Опис 3368,Новгородківська районна партизанська комісія виконавчого комітету районної ради 
ДАКрО-Р2293-3369,0,Опис 3369,Новоукраїнський районний відділ торгівлі виконавчого комітету районної ради депу
ДАКрО-Р2294-3370,0,Опис 3370,"Сільськогосподарська артіль ""Робітник"" Новоолексіївської сільської ради, с.Сугок"
ДАКрО-Р2295-3531,0,Опис 3531,Вечірній робітничий факультет при Зінов'євському інституті сільськогосподарськог
ДАКрО-Р2296-3532,0,Опис 3532,Перчунівський сільський комітет взаємної допомоги (КВД) Новоукраїнського районно
ДАКрО-Р2297-3533,0,Опис 3533,Ворошилівський сільський комітет незаможних селін (КНС) Устинівського районного 
ДАКрО-Р2298-3534,0,Опис 3534,Степанівське кооперативно-зернове товариство Бобринецької районної спілки зернов
ДАКрО-Р2299-3878,0,Опис 3878,Кіровоградський міський статистичний відділ Кіровоградського обласного управлінн
ДАКрО-Р230-1176,0,Опис 1176,Зінов'євська окружна комісія внутрішньої торгівлі Одеського губернського управлі
ДАКрО-Р2300-3535,0,Опис 3535,Кіровоградська обласна контора по заготівлі та переробці м'ясних і молочних прод
ДАКрО-Р2301-3536,0,Опис 3536,Зінов'євське міжрайонне галузево-торгове кооперативне об'єднання інвалідів (міжр
ДАКрО-Р2304-3538,0,Опис 3538,Великовисківська районна школа бригадирів рільництва Миколаївського обласного зе
ДАКрО-Р2305-3539,0,Опис 3539,"Новопразька районна партизанська комісія районного виконкому ради робітничих, се"
ДАКрО-Р2306-3540,0,Опис 3540,Григорівський сільський комітет незаможних селян (КНС) Знам'янського районного к
ДАКрО-Р2307-3541,0,Опис 3541,Новокрасненський сільський комітет незаможних селян (КНС) Маловисківського район
ДАКрО-Р2308-3542,0,Опис 3542,Новопавлівське сільське товариство взаємної допомоги (ТВД) Хмелівського районног
ДАКрО-Р2309-3543,0,Опис 3543,Губівський волосний комітет взаємної допомоги (КВД) Єлисаветградського повітовог
ДАКрО-Р231-1177,0,Опис 1177,"Планова комісія Зінов'євського окружного виконавчого комітету ради робітничих, с"
ДАКрО-Р2310-3544,0,Опис 3544,Григорівське сільське товариство взаємної допомоги (ТВД) Знам'янського районного
ДАКрО-Р2311-3545,0,Опис 3545,Чутівське сільське товариство взаємної допомоги (ТВД) Зінов'євського районного т
ДАКрО-Р2312-3875,0,Опис 3875,Бобринецький районний земельний відділ виконавчого комітету районної ради депута
ДАКрО-Р2313-3546,0,Опис 3546,Олександрійська районна партизанська комісія районного виконавчого комітету ради
ДАКрО-Р2314-3881,0,Опис 3881,Фінансовий інспектор 101-ої дільниці Новопразького району Зінов'євського окружно
ДАКрО-Р2315-3547,0,Опис 3547,"Кіровський дитячий будинок №5 Кіровського міського відділу народної освіти, м.Кі"
ДАКрО-Р2316-3550,0,Опис 3550,Устинівський районний селянський будинок (сельбуд) Зінов'євської окружної інспек
ДАКрО-Р2317-3583,0,Опис 3583,Новоукраїнський районний селянський будинок (райсельбуд) Зінов'євського окружног
ДАКрО-Р2318-3584,0,Опис 3584,"Кіровська міська контора Миколаївського обласного відділу торгівлі, м.Кірове Мик"
ДАКрО-Р2319-3585,0,Опис 3585,Житловий кооператив №15 з управління і завідування будинками Зінов'євської окруж
ДАКрО-Р232-1178,0,Опис 1178,Економічна рада по контролю і регулюванню промисловими підприємствами округу Зін
ДАКрО-Р2320-3586,0,Опис 3586,Зінов'євський державний цегельний завод Одеського обласного відділу місцевої про
ДАКрО-Р2321-3587,0,Опис 3587,"Цегельний завод Зінов'євської окружної спілки житлових кооперативів, м.Зінов'євс"
ДАКрО-Р2322-3588,0,Опис 3588,Кіровоградський сокоекстрактовий завод виробничо-аграрного об'єднання по випуску
ДАКрО-Р2323-3589,0,Опис 3589,Кіровоградська ґудзикова фабрика Кіровоградського обласного управління місцевої 
ДАКрО-Р2324-3590,0,Опис 3590,"Кіровоградський меблевий комбінат виробничого об'єднання ""Дніпропетровськдерево"""
ДАКрО-Р2325-3653,0,Опис 3653,Робітничий комітет професійної спілки сільськогосподарських і лісових працівникі
ДАКрО-Р2326-3654,0,Опис 3654,"Кіровське міське правління товариства ""Друзі дітей"" Одеського обласного правлінн"
ДАКрО-Р2327-3655,0,Опис 3655,"Фінансове управління Бобринецької державної адміністрації, м.Бобринець Бобринець"
ДАКрО-Р2328-3656,0,Опис 3656,"Марківське поштове відділення Добровеличківської поштово-телеграфної контори, с."
ДАКрО-Р2329-3657,0,Опис 3657,"Мартоноське поштове відділення Новомиргородської поштово-телеграфної контори, с."
ДАКрО-Р233-1179,0,Опис 1179,Відділ комунального господарства Зінов'євського окружного виконавчого комітету р
ДАКрО-Р2330-3658,0,Опис 3658,"Олексіївське поштове відділення Великовисківської поштово-телеграфної контори, с"
ДАКрО-Р2331-3659,0,Опис 3659,"Татарівське поштове відділення Новоукраїнської поштово-телеграфної контори, с.Та"
ДАКрО-Р2332-3660,0,Опис 3660,Єлисаветградське окружне відділення професійної спілки сільськогосподарських і л
ДАКрО-Р2333-3661,0,Опис 3661,"Ганнівське поштове відділення Єлисаветградської поштово-телеграфної контори, с.Г"
ДАКрО-Р2334-3662,0,Опис 3662,Єлисаветградське окружне відділення професійної спілки радянських торговельних с
ДАКрО-Р2335-3663,0,Опис 3663,"Канізьке поштове відділення Новомиргородської поштово-телеграфної контори, с.Кан"
ДАКрО-Р2336-3664,0,Опис 3664,Зінов'євське окружне відділення професійної спілки деревообробників Одеського гу
ДАКрО-Р2337-3327,0,Опис 3327,Єлисаветградське повітове відділення професійної спілки працівників народного ха
ДАКрО-Р2338-3328,0,Опис 3328,"Зінов'євська окружна контора зв'язку Одеського управління зв'язку, м.Зінов'євськ"
ДАКрО-Р2339-3329,0,Опис 3329,Ганнинський волосний комітет незаможних селян Єлисаветградського повітового комі
ДАКрО-Р234-1180,0,Опис 1180,Відділ соціального забезпечення Зінов'євського окружного виконавчого комітету ра
ДАКрО-Р2340-3330,0,Опис 3330,Великовисківський районний фінансовий відділ виконавчого комітету районної ради 
ДАКрО-Р2341-3331,0,Опис 3331,"Фінансове управління Онуфріївської районної державної адміністрації, смт Онуфрії"
ДАКрО-Р2342-3332,0,Опис 3332,Єлисаветградське повітове відділення професійної спілки працівників швейної пром
ДАКрО-Р2343-3333,0,Опис 3333,Великовисківський районний відділ постачання виконавчого комітету районної ради 
ДАКрО-Р2344-3334,0,Опис 3334,Новоукраїнський районний комітет професійної спілки працівників харчової і смако
ДАКрО-Р2345-3335,0,Опис 3335,Олександрійський повітовий військовий комісаріат Катеринославського губернського
ДАКрО-Р2346-3336,0,Опис 3336,Дмитровський сільський робітничий комітет професійної спілки сільськогосподарськ
ДАКрО-Р2347-3337,0,Опис 3337,Великовисківська районна комісія з чистки радянського апарату при Великовисківсь
ДАКрО-Р2348-3338,0,Опис 3338,Місцевий комітет професійної спілки працівників радянських державних установ Єли
ДАКрО-Р2349-3339,0,Опис 3339,Кіровоградський міський комітет професійної спілки працівників громадського харч
ДАКрО-Р235-1181,0,Опис 1181,"Федварський волосний революційний комітет, с.Федварь Єлисаветградського повіту М"
ДАКрО-Р2350-3340,0,Опис 3340,Зінов'євський груповий комітет професійної спілки працівників народного харчуван
ДАКрО-Р2351-3341,0,Опис 3341,Олександрійське окружне відділення професійної спілки медично-санітарних працівн
ДАКрО-Р2352-3342,0,Опис 3342,Великовисківська районна інспектура народногосподарського обліку виконавчого ком
ДАКрО-Р2353-3343,0,Опис 3343,Зінов'євський районний комітет професійної спілки працівників місцевого транспор
ДАКрО-Р2354-3344,0,Опис 3344,"Сільськогосподарська артіль (колгосп) ""Камєнолом"" Юр'ївської сільської ради, с.Ю"
ДАКрО-Р2355-3345,0,Опис 3345,"Сільськогосподарська артіль (колгосп) ""Незаможник"" Павлиської сільської ради, с."
ДАКрО-Р2356-3346,0,Опис 3346,"Товариство по спільному обробітку землі (ТСОЗ) ""Червоний серп"" Олександрівської "
ДАКрО-Р2358-3348,0,Опис 3348,Сільськогосподарська артіль (колгосп) ім.ХІІІ з'їзду Рад Федосіївської сільської
ДАКрО-Р2359-3551,0,Опис 3551,Старший контролер Міністерства державного контролю СРСР з контролю за витрачання
ДАКрО-Р2361-2659,0,Опис 2659,"Олександрівська районна управа, с.Олександрівка Олександрівського району Кіровог"
ДАКрО-Р2362-2667,0,Опис 2667,"Піщанобрідська районна управа, с.Піщаний Брід Піщанобрідського району Кіровоград"
ДАКрО-Р2364-2672,0,Опис 2672,"Аджамська районна управа, м-ко Аджамка Аджамського району Кіровоградської област"
ДАКрО-Р2366-4840,0,Опис 4840,"Сільськогосподарська артіль (колгосп) ім.Сталіна Тишківської сільської ради, с.Т"
ДАКрО-Р2367-4867,0,Опис 4867,Сільський комітет професійної спілки сільськогосподарських і лісових працінвиків
ДАКрО-Р2369-4841,0,Опис 4841,"Фабричний комітет професійної спілки швейників при Зінов'євській фабриці ""Швейпр"
ДАКрО-Р237-1183,0,Опис 1183,Відділ комунального господарства Єлисаветградського повітового виконавчого коміт
ДАКрО-Р2370-2664,0,Опис 2664,"Витязівська районна управа, с.Витязівка Витязівського району Кіровоградської обл"
ДАКрО-Р2371-3047,0,Опис 3047,"Миколо-Бурзінківська сільська рада робітничих, селянських та червоноармійських д"
ДАКрО-Р2372-4888,0,Опис 4888,"Первомайська сільська рада та її виконавчий комітет, с.Первомайське Маловисківсь"
ДАКрО-Р2373-2515,0,Опис 2515,"Тишківський млин Новогригорівської другої сільської управи, с.Тишківка Долинсько"
ДАКрО-Р2374-2766,0,Опис 2766,"Долинська дільнична земельна комендатура, м-ко Долинська Долинського району Кіро"
ДАКрО-Р2375-4868,0,Опис 4868,"Войницька сільська рада робітничих, селянських і червоноармійських депутатів, с."
ДАКрО-Р2376-4869,0,Опис 4869,"Іванівська сільська рада робітничих, селянських і червоноармійських депутатів, с"
ДАКрО-Р2377-4870,0,Опис 4870,"Китайгородська сільська рада депутатів трудящих та її виконавчий комітет, с.Кита"
ДАКрО-Р2379-4872,0,Опис 4872,"Любомирська сільська рада робітничих, селянських і червоноармійських депутатів, "
ДАКрО-Р2380-4873,0,Опис 4873,Довірений Уповноваженого по Одеському району Повноважного представництва урядів 
ДАКрО-Р2381-4874,0,Опис 4874,"Маловисківський сільський комітет незаможних селян, с.Мала Виска Маловисківськог"
ДАКрО-Р2382-4875,0,Опис 4875,Кетрисанівське сільськогосподарське кооперативно-кредитне товариство по торгівлі
ДАКрО-Р2384-4877,0,Опис 4877,"Новосавицька сільська рада депутатів трудящих та її виконавчий комітет, с.Новоса"
ДАКрО-Р2385-2767,0,Опис 2767,"Новгородківська районна земельна комендатура, с.Новгородка Новгородківського рай"
ДАКрО-Р2386-4878,0,Опис 4878,"Омельгородська сільська рада депутатів трудящих та її виконавчий комітет, с.Омел"
ДАКрО-Р2387-2439,0,Опис 2439,"Вершино-Мурзинська сільська управа, с.Вершино-Мурзинка Новопразького району Кіро"
ДАКрО-Р2388-2610,0,Опис 2610,"Інгулецький державний маєток Інгулецької сільської управи, с.Інгулець Устинівськ"
ДАКрО-Р239-1184,0,Опис 1184,Кіровська міська контрольна комісія робітничо-селянської інспекції (КК РСІ) Наро
ДАКрО-Р2390-3262,0,Опис 3262,"Єлисаветградський кооперативний банк комісіонерства в м.Єлисаветграді, м.Єлисаве"
ДАКрО-Р2391-3263,0,Опис 3263,Зінов'євська центральна державна ощадна каса № 49 Зінов'євського окружного фінан
ДАКрО-Р2392-3264,0,Опис 3264,"Колгосп ім.ІІ п'ятирічки Новопразької сільської ради, с.Нова Прага Новопразького"
ДАКрО-Р2393-3265,0,Опис 3265,"Сільськогосподарська артіль (колгосп) ""Незаможник"" Воронівської сільської ради, "
ДАКрО-Р2394-3266,0,Опис 3266,"Колгосп ""Жовтневий промінь"" Тишківської сільської ради, с.Тишківка Новоархангель"
ДАКрО-Р2395-3267,0,Опис 3267,Верблюзьке районне агентство державного страхування Зінов'євського окружного аге
ДАКрО-Р2396-3268,0,Опис 3268,Новопразьке районне агентство державного страхування Зінов'євського окружного аг
ДАКрО-Р2397-2615,0,Опис 2615,"Степанівська сільська управа, с.Степанівка Устинівського району Кіровоградської "
ДАКрО-Р2398-3269,0,Опис 3269,"Колгосп ім.Щорса Онуфріївської селищної ради, смт Онуфріївка Онуфріївського райо"
ДАКрО-Р2399-3270,0,Опис 3270,Комітет професійної спілки працівників землі і лісу Олександрійського повітового
ДАКрО-Р24-708,0,Опис 708,"Зінов'євське відділення Одеського пайового будівельного товариства “Пайбуд"", м.З"
ДАКрО-Р240-1185,0,Опис 1185,Кіровоградське міжміське інвентарне бюро житлового фонду Міністерства комунально
ДАКрО-Р2400-3271,0,Опис 3271,"Товариство по спільному обробітку землі ""Незаможник"" Млинківської сільської ради"
ДАКрО-Р2401-3272,0,Опис 3272,"Сільськогосподарська артіль (колгосп) ім.Ворошилова Петрівської сільської ради, "
ДАКрО-Р2405-3273,0,Опис 3273,"Колгосп ім.Кірова Новопавлівської сільської ради, с.Новопавлівка Кіровоградськог"
ДАКрО-Р2406-3274,0,Опис 3274,"Трудова сільськогосподарська комуна ""Червоний прапор"" Червоноверської сільської "
ДАКрО-Р2407-3275,0,Опис 3275,"Сільськогосподарська артіль (колгосп) ""Лан незаможника"" Петрівської сільської ра"
ДАКрО-Р2409-3276,0,Опис 3276,"Канізьке переселенське товариство ""Єврей-трудівник"", с.Каніж Новомиргородського "
ДАКрО-Р2410-3277,0,Опис 3277,"Робітничий комітет професійної спілки працівників землі і лісу радгоспу ""Червона"
ДАКрО-Р2412-3307,0,Опис 3307,Кіровська міжрайонна контора по заготівлі сортового насіння Одеської обласної ко
ДАКрО-Р2413-3308,0,Опис 3308,Зінов'євський державний базисний склад трестованих заводів сільськогосподарськог
ДАКрО-Р2414-3309,0,Опис 3309,"Кіровоградський виборчий округ по виборах до Верховної ради СРСР, м.Кіровоград К"
ДАКрО-Р2415-3310,0,Опис 3310,Зінов'євський груповий комітет професійної спілки працівників освіти Зінов'євськ
ДАКрО-Р2416-3311,0,Опис 3311,Місцевий комітет професійної спілки працівників радянських державних установ Циб
ДАКрО-Р2417-3312,0,Опис 3312,Робітничий комітет професійної спілки будівельних працівників Зінов'євської місь
ДАКрО-Р2419-3313,0,Опис 3313,"Артіль безробітних маслозаводу № 54, м.Єлисаветград Єлисаветградського округу Од"
ДАКрО-Р2420-3314,0,Опис 3314,"Олійниця ""Харчовик"" Зінов'євського окружного відділу місцевої промисловості, м.З"
ДАКрО-Р2421-3315,0,Опис 3315,Новопразьке товариство кустарів і ремісників Зінов'євського окружного правління 
ДАКрО-Р2422-3316,0,Опис 3316,Єлисаветградська повітова комісія по боротьбі з дезертирством Єлисаветградського
ДАКрО-Р2423-3317,0,Опис 3317,Агент державного страхування 25-ої Великовисківської страхової дільниці Єлисавет
ДАКрО-Р2425-3318,0,Опис 3318,"Олександрійський окружний виконавчий комітет ради робітничих, селянських і черво"
ДАКрО-Р2426-3319,0,Опис 3319,"Новоолексіївська сільська рада робітничих, селянських і червоноармійських депута"
ДАКрО-Р2427-3320,0,Опис 3320,"Новомиколаївська сільська рада робітничих, селянських і червоноармійських депута"
ДАКрО-Р2428-3321,0,Опис 3321,"Христофорівська сільська рада депутатів трудящих та її виконавчий комітет, с.Хри"
ДАКрО-Р2429-3322,0,Опис 3322,"Гарманівська сільська рада та її виконавчий комітет, с.Гарманівка Компаніївськог"
ДАКрО-Р243-1188,0,Опис 1188,"Залізнична лікарня ст.Знам'янка Південної залізниці, м.Знам'янка Єлисаветградськ"
ДАКрО-Р2430-3323,0,Опис 3323,"Оситнянська сільська рада та її виконавчий комітет, с.Оситна Новомиргородського "
ДАКрО-Р2431-3470,0,Опис 3470,Зінов'євська окружна комісія у справах колишніх червоногвардійців і червоних пар
ДАКрО-Р2432-3471,0,Опис 3471,Новоукраїнська районна партизанська комісія районного виконавчого комітету ради 
ДАКрО-Р2433-3472,0,Опис 3472,Хмелівська районна партизанська комісія районного виконавчого комітету ради робі
ДАКрО-Р2434-3473,0,Опис 3473,Рівнянська районна партизанська комісія районного виконавчого комітету ради робі
ДАКрО-Р2435-3474,0,Опис 3474,Єлисаветградська окружна протипожежна комісія Єлисаветградського окружного відді
ДАКрО-Р2436-3475,0,Опис 3475,"Редакція Зінов'євської газети ""Червоний шлях"" Зінов'євського окружного виконавчо"
ДАКрО-Р2437-3476,0,Опис 3476,Єлисаветградська повітова ліквідаційна комісія по відокремленню церкви від держа
ДАКрО-Р2438-3477,0,Опис 3477,Аджамське районне відділення Олександрійської окружної робітничо-селянської мілі
ДАКрО-Р2439-3478,0,Опис 3478,Кіровоградське педагогічне училище фізичного виховання обласного відділу народно
ДАКрО-Р244-1189,0,Опис 1189,Знам'янський вузловий санітарно-дезинфекційний загін ст.Знам'янка Катеринославсь
ДАКрО-Р2440-4403,0,Опис 4403,Новоукраїнське районне відділення Єлисаветградської повітової робітничо-селянськ
ДАКрО-Р2442-3479,0,Опис 3479,Рівнянське районне товариство сприяння авіації та хімічній обороні Одеської обла
ДАКрО-Р2444-3480,0,Опис 3480,Компаніївська районна спілка сільськогосподарських колективів Зінов'євської окру
ДАКрО-Р2445-3481,0,Опис 3481,Кіровоградський міський фінансовий відділ виконавчого комітету міської ради наро
ДАКрО-Р2447-3482,0,Опис 3482,"Якимівський волосний виконавчий комітет ради робітничих, селянських і червоноарм"
ДАКрО-Р2448-3483,0,Опис 3483,Управління Олександрійської окружної радянської робітничо-селянської міліції і р
ДАКрО-Р2449-3484,0,Опис 3484,"Седнівська сільська рада та її виконавчий комітет, с.Седнівка Устинівського райо"
ДАКрО-Р2450-3485,0,Опис 3485,"Петрівська сільська рада народних депутатів та її виконавчий комітет, с.Петрове "
ДАКрО-Р2451-3486,0,Опис 3486,"Зінов'євська окружна ліквідаційна комісія по відокремленню церкви від держави, м"
ДАКрО-Р2453-3924,0,Опис 3924,Зінов'євське заводоуправління по керівництву міськими млинами Одеського мукомель
ДАКрО-Р2454-3925,0,Опис 3925,Зінов'євське заводоуправління по керівництву підприємствами круп'яної промислово
ДАКрО-Р2455-3926,0,Опис 3926,Зінов'євська окружна комісія з чистки радянського апарату при окружній контрольн
ДАКрО-Р2456-3927,0,Опис 3927,Маловисківська районна комісія з чистки радянського апарату при районній комісії
ДАКрО-Р2457-3928,0,Опис 3928,Зінов'євська окружна комісія по розміщенню командного складу Червоної армії на р
ДАКрО-Р2458-3929,0,Опис 3929,Єлисаветградський повітовий революційний трибунал Одеського губернського юридичн
ДАКрО-Р246-1191,0,Опис 1191,Єлисаветградський окружний відділ охорони здоров'я Одеського губернського відділ
ДАКрО-Р2460-3930,0,Опис 3930,Кіровське міське відділення Всеукраїнського товариства по земельному устрою труд
