full_code,files,title,fond_title
ДАКрО-Р3405-4133,0,Опис 4133,"Левківська сільська рада депутатів трудящих та її виконавчий комітет, с.Левківка"
ДАКрО-Р3406-4134,0,Опис 4134,"Покотилівська сільська рада та її виконавчий комітет, с.Покотилове Новоархангель"
ДАКрО-Р3407-4135,0,Опис 4135,"Володимирівська сільська рада депутатів трудящих та її виконавчий комітет, с.Вол"
ДАКрО-Р3408-4136,0,Опис 4136,"Небелівська сільська рада та її виконавчий комітет, с.Небелівка Новоархангельськ"
ДАКрО-Р3409-4137,0,Опис 4137,"Свердликівська сільська рада та її виконавчий комітет, с.Свердликове Новоарханге"
ДАКрО-Р341-1298,0,Опис 1298,"Ганнинський волосний революційний комітет, с.Ганнинське Єлисаветградського повіт"
ДАКрО-Р3410-4138,0,Опис 4138,"Торговицька сільська рада народних депутатів та її виконавчий комітет, с.Торгови"
ДАКрО-Р3411-4139,0,Опис 4139,"Станіславівська сільська рада депутатів трудящих та її виконавчий комітет, с.Ста"
ДАКрО-Р3412-4140,0,Опис 4140,"Копенкуватська сільська рада та її виконавчий комітет, с.Копенкувате Новоарханге"
ДАКрО-Р3413-4141,0,Опис 4141,"Кам'янецька сільська рада народних депутатів та її виконавчий комітет, с.Кам'яне"
ДАКрО-Р3414-4142,0,Опис 4142,"Колгосп ім.Сталіна Станіславівської сільської ради, с.Станіславівка Підвисоцьког"
ДАКрО-Р3415-4143,0,Опис 4143,"Колгосп ім.Будьоного Покотилівської сільської ради, с.Покотилове Новоархангельсь"
ДАКрО-Р3416-4144,0,Опис 4144,"Колгосп ім.Кірова Перегонівської сільської ради, с.Перегонівка Підвисоцького рай"
ДАКрО-Р3417-4145,0,Опис 4145,"Колективне сільськогосподарське підприємство ""Заповіт Леніна"" Розсохуватської сі"
ДАКрО-Р3418-4146,0,Опис 4146,"Колгосп ім.Карла Маркса Нерубайської сільської ради, с.Нерубайка Новоархангельсь"
ДАКрО-Р3419-4147,0,Опис 4147,"Колгосп ім.Івана Франка Левківської сільської ради, с.Левківка Підвисоцького рай"
ДАКрО-Р342-1299,0,Опис 1299,"Покровський волосний виконавчий комітет ради робітничих, селянських і червоноарм"
ДАКрО-Р3420-4148,0,Опис 4148,"Колгосп ім.Калініна Полонистенської сільської ради, с.Полонисте Підвисоцького ра"
ДАКрО-Р3421-4149,0,Опис 4149,"Колгосп ім.Леніна Нерубайської сільської ради, с.Нерубайка Підвисоцького району "
ДАКрО-Р3422-4150,0,Опис 4150,"Колгосп ""Нове життя"" Перегонівської сільської ради, с.Перегонівка Підвисоцького "
ДАКрО-Р3423-4151,0,Опис 4151,"Колгосп ім.Шевченка Перегонівської сільської ради, с.Перегонівка Підвисоцького р"
ДАКрО-Р3424-4152,0,Опис 4152,"Колгосп ім.Комуністичного інтернаціоналу молоді Торговицької сільської ради, с.Т"
ДАКрО-Р3425-4153,0,Опис 4153,"Колгосп ім.Сталіна Полонистенської сільської ради, с.Полонисте Підвисоцького рай"
ДАКрО-Р3426-4154,0,Опис 4154,"Колгосп ім.Кірова Торговицької сільської ради, с.Торговиця Новоархангельського р"
ДАКрО-Р3427-4155,0,Опис 4155,"Колгосп ім.Будьоного Небелівської сільської ради, с.Небелівка Підвисоцького райо"
ДАКрО-Р3428-4156,0,Опис 4156,"Колгоспі ім.Другої п'ятирічки Копенкуватської сільської ради, с.Копенкувате Підв"
ДАКрО-Р3429-4157,0,Опис 4157,"Колгосп ім.XVIII партз'їзду Підвисоцької сільської ради, с.Підвисоке Підвисоцько"
ДАКрО-Р343-1300,0,Опис 1300,"Бобринецький волосний виконавчий комітет ради робітничих, селянських і червоноар"
ДАКрО-Р3430-3813,0,Опис 3813,Районне виробниче об'єднання по виробничо-технічному забезпеченню сільського гос
ДАКрО-Р3436-3814,0,Опис 3814,Колективне сільськогосподарське підприємство ім.Димитрова Димитрівської сільсько
ДАКрО-Р3437-3815,0,Опис 3815,"Радянське господарство (радгосп) ""Червоне озеро"" Червоноозерівської сільської ра"
ДАКрО-Р3438-3816,0,Опис 3816,"Колективне сільськогосподарське підприємство ""Устинівський"" Криничненської сільс"
ДАКрО-Р3439-3817,0,Опис 3817,"Степанівська сільська рада  та її виконавчий комітет, с.Степанівка Устинівського"
ДАКрО-Р3440-3818,0,Опис 3818,"Колгосп ""Агрокультура"" Криничуватської сільської ради, с.Криничуватка Устинівськ"
ДАКрО-Р3441-3819,0,Опис 3819,"Колгосп ""Більшовик"" Сонцівської сільської ради, с.Сонцеве Устинівського району К"
ДАКрО-Р3442-3820,0,Опис 3820,"Колгосп ім.XVIII партз'їзду Березівської сільської ради, с.Березівка Устинівсько"
ДАКрО-Р3443-3821,0,Опис 3821,"Колгосп ім.Ворошилова Березівської сільської ради, с.Березівка Устинівського рай"
ДАКрО-Р3444-3822,0,Опис 3822,"Колгосп ім.Горького Березуватської сільської ради, с.Ковалівка Устинівського рай"
ДАКрО-Р3445-3823,0,Опис 3823,"Колгосп ім.Димитрова Березівської сільської ради, с.Завтурове Устинівського райо"
ДАКрО-Р3446-3824,0,Опис 3824,"Колгосп ім.25-тисячників Антонівської сільської ради, с.Антонівка Устинівського "
ДАКрО-Р3447-3825,0,Опис 3825,Колективне сільськогосподарське підприємство ім.Дзержинського Ганно-Требинівсько
ДАКрО-Р3448-3826,0,Опис 3826,"Колгосп ім.Х з'їзду ВЛКСМ Степанівської сільської ради, с.Ленінка Устинівського "
ДАКрО-Р3449-3827,0,Опис 3827,Колективне сільськогосподарське підприємство ім.Мічуріна Жовтневої сільської рад
ДАКрО-Р345-1302,0,Опис 1302,"Нечаївський волосний військовий комісаріат, с.Нечаївка Нечаївської волості Єлиса"
ДАКрО-Р3450-3828,0,Опис 3828,"Колгосп ім.Жданова Сагайдацької сільської ради, с.Сагайдак Устинівського району "
ДАКрО-Р3451-3829,0,Опис 3829,"Колгосп ім.Кірова Криничуватської сільської ради, с.Новоклинці Устинівського рай"
ДАКрО-Р3452-3830,0,Опис 3830,"Колгосп ім.Калініна Криничуватської сільської ради, с.П'ятихатки Устинівського р"
ДАКрО-Р3453-3831,0,Опис 3831,"Колгосп ""За другу п'ятирічку"" Березівської сільської ради, с.Бердихине Устинівсь"
ДАКрО-Р3454-3832,0,Опис 3832,"Товариство з обмеженою відповідальністю ""Нива"" Устинівської селищної ради, смт У"
ДАКрО-Р3455-3833,0,Опис 3833,"Колгосп ім.Котовського Інгулецької сільської ради, с.Нова Бабанка Устинівського "
ДАКрО-Р3456-3834,0,Опис 3834,"Колгосп ім.Першого Травня Ганно-Леонтовичевської сільської ради, с.Горошанка Уст"
ДАКрО-Р3457-3835,0,Опис 3835,"Колгосп ""Степовик"" Устинівської сільської ради, с.Устинівка Устинівського району"
ДАКрО-Р3458-3836,0,Опис 3836,"Колгосп ім.Хрущова Седнівської сільської ради, с.Олександрівка Устинівського рай"
ДАКрО-Р3460-3838,0,Опис 3838,Колективне сільськогосподарське підприємство ім.Леніна Криничуватської сільської
ДАКрО-Р3461-3839,0,Опис 3839,Колективне сільськогосподарське підприємство ім.Петровського Березівської сільсь
ДАКрО-Р3462-3793,0,Опис 3793,"Колгосп ім.Пушкіна Ганно-Требинівської сільської ради, с.Шестаківка Устинівськог"
ДАКрО-Р3463-3794,0,Опис 3794,"Колгосп ""Пролетарій"" Червоноозерської сільської ради, с.Шнейдерове Устинівського"
ДАКрО-Р3464-3795,0,Опис 3795,"Колгосп ""Серп і молот"" Новоєгорівської сільської ради, с.Новоєгорівка Устинівськ"
ДАКрО-Р3465-3796,0,Опис 3796,"Колгосп ім.Сталіна Медведівської сільської ради, с.Медове Устинівського району К"
ДАКрО-Р3466-3797,0,Опис 3797,"Колгосп ""Спільна праця"" Криничуватської сільської ради, с.Новокиївка Устинівсько"
ДАКрО-Р3467-3798,0,Опис 3798,"Колгосп ім.Кірова Устинівської селищної ради, смт Устинівка Устинівського району"
ДАКрО-Р3468-3799,0,Опис 3799,"Колгосп ім.Енгельса Медівської сільської ради, с.Заводське Устинівського району "
ДАКрО-Р3469-3800,0,Опис 3800,Відділ державного соціального забезпечення виконавчого комітету Устинівської рай
ДАКрО-Р347-1304,0,Опис 1304,Відділ управління Єлисаветградського повітового виконавчого комітету ради робітн
ДАКрО-Р3470-3801,0,Опис 3801,"Фінансове управління Устинівської районної державної адміністрації, смт Устинівк"
ДАКрО-Р3471-3802,0,Опис 3802,Устинівська ощадна каса № 3027 Кіровоградського обласного управління ощадних кас
ДАКрО-Р3472-4158,0,Опис 4158,Відділ статистики в Устинівському районі Головного управління статистики в Кіров
ДАКрО-Р3474-4160,0,Опис 4160,Відділ соціального забезпечення виконавчого комітету Устинівської районної ради 
ДАКрО-Р3476-4163,0,Опис 4163,Устинівський районний відділ охорони здоров'я Кіровоградського обласного відділу
ДАКрО-Р3477-4164,0,Опис 4164,Устинівська центральна районна лікарня Кіровоградського обласного відділу охорон
ДАКрО-Р3478-4165,0,Опис 4165,Устинівський районний комітет в справах фізичної культури і спорту Кіровоградськ
ДАКрО-Р3479-4166,0,Опис 4166,Устинівське районне споживче товариство Кіровоградської обласної спілки споживчи
ДАКрО-Р348-1305,0,Опис 1305,"Лозуватський волосний революційний комітет, с.Лозуватка Єлисаветградського повіт"
ДАКрО-Р3481-4167,0,Опис 4167,Устинівська промислова артіль по пошиву одягу і взуття ім.Кірова Кіровоградської
ДАКрО-Р3482-4168,0,Опис 4168,"Устинівське відділення Кіровоградської обласної контори державного банку СРСР, с"
ДАКрО-Р3483-4169,0,Опис 4169,"Радгосп ""Сагайдак"" Кіровоградського тресту радгоспів, с.Сагайдак Устинівського р"
ДАКрО-Р3484-4170,0,Опис 4170,"Уповноважений Міністерства заготівлі СРСР по Устинівському району, с.Устинівка У"
ДАКрО-Р3485-4763,0,Опис 4763,"Березоватська сільська рада депутатів трудящих та її виконавчий комітет, с.Берез"
ДАКрО-Р3486-4764,0,Опис 4764,"Криничуватська сільська рада та її виконавчий комітет, с.Криничуватка Устинівськ"
ДАКрО-Р3487-4765,0,Опис 4765,"Маловоднянська сільська рада та її виконавчий комітет, с.Маловодяне Долинського "
ДАКрО-Р3488-4766,0,Опис 4766,"Колгосп ім.ІІІ Інтернаціоналу Седнівської сільської ради, с.Когушівка Устинівськ"
ДАКрО-Р3489-4767,0,Опис 4767,"Приватне сільськогосподарське підприємство ""Седнівське"" Седнівської сільської ра"
ДАКрО-Р349-1306,0,Опис 1306,"Нечаївський волосний революційний комітет, с.Нечаївка Нечаївської волості Єлисав"
ДАКрО-Р3490-4768,0,Опис 4768,"Сонцівська сільська рада та її виконавчий комітет, с.Сонцеве Устинівського район"
ДАКрО-Р3491-4769,0,Опис 4769,"Колгосп ім.ІІІ п'ятирічки Седнівської сільської ради, с.Когушівка Устинівського "
ДАКрО-Р3492-4770,0,Опис 4770,"Колгосп ""Хлібороб України"" Березівської сільської ради, с.Березівка Устинівськог"
ДАКрО-Р3493-4771,0,Опис 4771,"Радгосп ""Інгульський"" Інгульської сільської ради, с.Інгульське Устинівського рай"
ДАКрО-Р3494-4772,0,Опис 4772,"Колгосп ім.Паризької комуни Сонцівської сільської ради, с.Сонцево Устинівського "
ДАКрО-Р3496-4774,0,Опис 4774,"Колгосп ім.Комінтерна Медівської сільської ради, с.Медове Устинівського району К"
ДАКрО-Р3497-4775,0,Опис 4775,"Колгосп ""Рух Стаханова"" Новоустинівської сільської ради, с.Новоустинівка Устинів"
ДАКрО-Р3498-4776,0,Опис 4776,"Колгосп ім.Свердлова Березівської сільської ради, с.Березівка Устинівського райо"
ДАКрО-Р35-719,0,Опис 719,"Трудова артіль інвалідів їдальні і кондитерської “Червоний інвалід"" Зінов'євсько"
ДАКрО-Р350-1307,0,Опис 1307,"Нечаївський волосний підкомітет Американської адміністративної допомоги, с.Нечаї"
ДАКрО-Р3500-4778,0,Опис 4778,"Колгосп ""Новий путь"" Новоустинівської сільської ради, с.Новоустинівка Устинівськ"
ДАКрО-Р3501-4779,0,Опис 4779,Устинівська районна дорожна ремонтно-будівельна дільниця Кіровоградського обласн
ДАКрО-Р3502-4780,0,Опис 4780,"Устинівська районна прокуратура Кіровоградської обласної прокуратури, с.Устинівк"
ДАКрО-Р3503-4781,0,Опис 4781,Ворошилівська машинно-тракторна станція (МТС) Кіровоградського обласного управлі
ДАКрО-Р3504-4782,0,Опис 4782,Устинівський районний народний суд Кіровоградського обласного управління юстиції
ДАКрО-Р3505-4783,0,Опис 4783,Новоукраїнська районна нотаріальна контора Кіровоградського обласного управління
ДАКрО-Р3507-4785,0,Опис 4785,Новоукраїнська районна дорожна ремонтно-будівельна дільниця Кіровоградського обл
ДАКрО-Р3508-4864,0,Опис 4864,Відділ статистики у Новоукраїнському районі Головного управління статистики у Кі
ДАКрО-Р3509-4786,0,Опис 4786,Новоукраїнський районний відділ соціального забезпечення виконкому районної ради
ДАКрО-Р351-1308,0,Опис 1308,"Лозуватський волосний виконавчий комітет ради робітничих, селянських і червоноар"
ДАКрО-Р3510-4787,0,Опис 4787,"Відділ освіти Новоукраїнської районної державної адміністрації, смт Новоукраїнка"
ДАКрО-Р3511-4171,0,Опис 4171,Управління агропромислового розвитку Новоукраїнської районної державної адмініст
ДАКрО-Р3514-4174,0,Опис 4174,"Воронівська сільська рада депутатів трудящих та її виконавчий комітет, с.Воронів"
ДАКрО-Р3516-4176,0,Опис 4176,"Новомиколаївська сільська рада та її виконавчий комітет, с.Новомиколаївка Новоук"
ДАКрО-Р3517-4177,0,Опис 4177,"Новопавлівська сільська рада депутатів трудящих та її виконавчий комітет, с.Ново"
ДАКрО-Р3518-4178,0,Опис 4178,"Оситнязька сільська рада депутатів трудящих та її виконавчий комітет, с.Оситняжк"
ДАКрО-Р3519-4179,0,Опис 4179,Новоукраїнський цегельний завод Кіровоградського обласного управління будівельни
ДАКрО-Р352-1309,0,Опис 1309,"Нечаївський волосний виконавчий комітет ради робітничих, селянських і червоноарм"
ДАКрО-Р3524-4180,0,Опис 4180,"Новоукраїнська промислова деревообробна артіль ""Перше серпня"" Кіровоградської об"
ДАКрО-Р3525-4181,0,Опис 4181,"Новоукраїнська промислова артіль взуттєва артіль ""Перемога"" Кіровоградської обла"
ДАКрО-Р3527-4187,0,Опис 4187,Новоукраїнський дитячий будинок № 1 Новоукраїнського районного відділу народної 
ДАКрО-Р3529-4190,0,Опис 4190,Компаніївський  технікум ветеринарної медицини Білоцерківського національного аг
ДАКрО-Р353-1310,0,Опис 1310,"Антонівський волосний виконавчий комітет ради робітничих, селянських і червоноар"
ДАКрО-Р3531-4191,0,Опис 4191,Новоукраїнська районна ощадна каса Кіровоградського обласного управління ощадних
ДАКрО-Р3536-4196,0,Опис 4196,Новоукраїнська центральна районна лікарня Кіровоградського обласного відділу охо
ДАКрО-Р3539-4199,0,Опис 4199,Новоукраїнське районне споживче товариство Кіровоградської обласної спілки спожи
ДАКрО-Р3546-4206,0,Опис 4206,Уповноважений Міністерства заготівель СРСР по Новоукраїнському району Уповноваже
ДАКрО-Р355-1312,0,Опис 1312,"Плетеноташлицький волосний революційний комітет, с.Плетений Ташлик Єлисаветградс"
ДАКрО-Р3552-4212,0,Опис 4212,"Колгосп ""Більшовик"" Оситнязької сільської ради, с.Оситняжка Новоукраїнського рай"
ДАКрО-Р3558-4218,0,Опис 4218,"Відкрите акціонерне товариство ""Більшовик"" Малотимошівської сільської ради, с.Ма"
ДАКрО-Р3559-4219,0,Опис 4219,Новоукраїнське районне виробниче об'єднання по виробничо-технічному забезпеченню
ДАКрО-Р356-1313,0,Опис 1313,"Красносільський волосний революційний комітет, с.Красносілля Олександрійського п"
ДАКрО-Р3560-4220,0,Опис 4220,Малопомічнянська машинно-тракторна станція (МТС) Кіровоградського обласного упра
ДАКрО-Р3561-3701,0,Опис 3701,""
ДАКрО-Р3562-3702,0,Опис 3702,"Колгосп ім.Будьоного Леонтовичевської сільської ради, с.Леонтовичеве Новоукраїнс"
ДАКрО-Р3563-3703,0,Опис 3703,"Сільськогосподарська артіль (колгосп) ""Вісті"" Оситнязької сільської ради, с.Анас"
ДАКрО-Р3564-3704,0,Опис 3704,"Сільськогосподарська артіль (колгосп) ""Вільна праця"" Ворошилівської сільської ра"
ДАКрО-Р3565-3705,0,Опис 3705,Сільськогосподарська артіль (колгосп) ім.Ворошилова Комишуватської сільської рад
ДАКрО-Р3566-3706,0,Опис 3706,Сільськогосподарська артіль (колгосп) ім.Ворошилова Новомиколаївської сільської 
ДАКрО-Р3567-3707,0,Опис 3707,"Колгосп ім.Димитрова Новоєгорівської сільської ради, с.Леонтовичеве Новоукраїнсь"
ДАКрО-Р3568-3708,0,Опис 3708,Сільськогосподарська артіль (колгосп) ім.Жовтневої революції Новопавлівської сіл
ДАКрО-Р3569-3709,0,Опис 3709,"Сільськогосподарська артіль (колгосп) ім.Жданова Ворошилівської сільської ради, "
ДАКрО-Р3570-3710,0,Опис 3710,"Сільськогосподарська артіль (колгосп) ""Жовтнева хвиля"" міської ради депутатів тр"
ДАКрО-Р3571-4221,0,Опис 4221,"Колгосп ""Заповіт Леніна"" Новомиколаївської сільської ради, с.Новомиколаївка Ново"
ДАКрО-Р3572-4222,0,Опис 4222,"Колгосп ""Заповіт Леніна"" Сотницько-Балківської сільської ради, с.Кам'яний Міст Н"
ДАКрО-Р3573-4223,0,Опис 4223,"Колективне сільськогосподарське підприємство ""Нива"" Новоукраїнської міської ради"
ДАКрО-Р3574-4224,0,Опис 4224,"Колгосп ім.Кагановича Малопомічнянської сільської ради, с.Мала Помічна Новоукраї"
ДАКрО-Р3575-4225,0,Опис 4225,"Колгосп ім.Карла Маркса Новомиколаївської сільської ради, с.Новомиколаївка Новоу"
ДАКрО-Р3576-4226,0,Опис 4226,"Колгосп ім.Кірова Малопомічнянської сільської ради, с.Мала Помічна Новоукраїнськ"
ДАКрО-Р3577-4227,0,Опис 4227,Колективне сільськогосподарське підприємство ім.Кірова Сотницько-Балківської сіл
ДАКрО-Р3578-4228,0,Опис 4228,Колективне сільськогосподарське підприємство ім.Леніна Новоукраїнської міської р
ДАКрО-Р3579-4229,0,Опис 4229,"Колгосп ім.Шевченка Новопавлівської сільської ради, с.Новопавлівка Новоукраїнськ"
ДАКрО-Р358-1315,0,Опис 1315,"Оситнязький волосний революційний комітет, с.Оситняжка Єлисаветградського повіту"
ДАКрО-Р3580-4230,0,Опис 4230,"Колгосп ім.Ворошилова Варварівської сільської ради, с.Варварівка Новоукраїнськог"
ДАКрО-Р3581-4231,0,Опис 4231,"Колгосп ""Правда"" Новоолександрівської сільської ради, с.Новоолександрівка Новоук"
ДАКрО-Р3582-3803,0,Опис 3803,"Колгосп ім.Паризької комуни Комишуватської сільської ради, с.Водяне Новоукраїнсь"
ДАКрО-Р3583-3804,0,Опис 3804,"Колгосп ""Радянське село"" Новоєгорівської сільської ради, с.Новоєгорівка Новоукра"
ДАКрО-Р3584-3805,0,Опис 3805,"Колгосп ім.Сталіна Новоукраїнської міської ради, м.Новоукраїнка Новоукраїнського"
ДАКрО-Р3585-3806,0,Опис 3806,"Колгосп ім.Суворова Новоолександрівської сільської ради, с.Звірівка Новоукраїнсь"
ДАКрО-Р3586-3807,0,Опис 3807,"Агрофірма ім.Гіталова Комишуватської сільської ради, с.Комишувате Новоукраїнсько"
ДАКрО-Р3587-3808,0,Опис 3808,"Колгосп ім.Калініна Леонтовичівської сільської ради, с.Нововодяне Новоукраїнсько"
ДАКрО-Р3588-3809,0,Опис 3809,"Колгосп ім.ІІІ-го Інтернаціоналу Варварівської сільської ради, с.Дическулове Нов"
ДАКрО-Р3589-3810,0,Опис 3810,"Колгосп ім.Третьої сталінської п'ятирічки Сотницько-Балківської сільської ради, "
ДАКрО-Р3590-3811,0,Опис 3811,"Колгосп ім.Третього Комінтерна Новоукраїнської міської ради, м.Новоукраїнка Ново"
ДАКрО-Р3591-3812,0,Опис 3812,"Колгосп ""Третій вирішальний"" Новоукраїнської сільської ради, с.Новоолександрівка"
ДАКрО-Р3592-4232,0,Опис 4232,"Колективне сільськогосподарське підприємство""Україна"" Новоєгорівської сільської "
ДАКрО-Р3593-4233,0,Опис 4233,"Колгосп ім.Суворова Новоукраїнської міської ради, м.Новоукраїнка Новоукраїнськог"
ДАКрО-Р3594-4234,0,Опис 4234,"Колгосп ім.Чапаєва Новоукраїнської міської ради, м.Новоукраїнка Новоукраїнського"
ДАКрО-Р3595-4235,0,Опис 4235,"Колгосп ім.30-річчя ВЛКСМ Новоєгорівської сільської ради, с.Грузька Балка Новоук"
ДАКрО-Р3596-4236,0,Опис 4236,"Сільськогосподарська артіль (колгосп) ""Червоне село"" Мар'янопільської сільської "
ДАКрО-Р3597-4237,0,Опис 4237,"Колгосп ""Маяк"" Новомиколаївської сільської ради, с.Фурманівка Новоукраїнського р"
ДАКрО-Р3598-4238,0,Опис 4238,"Сільськогосподарська артіль (колгосп) ""Червоний колос"" Новоєгорівської сільської"
ДАКрО-Р3599-4239,0,Опис 4239,"Сільськогосподарська артіль (колгосп) ""Червона зірка"" Новоєгорівської сільської "
ДАКрО-Р36-720,0,Опис 720,"Перша Зінов'євська виробнича чавунно-ливарна артіль інвалідів “10-й Жовтень"" Зін"
ДАКрО-Р360-1316,0,Опис 1316,"Ганнинський волосний виконавчий комітет ради робітничих, селянських і червоноарм"
ДАКрО-Р3600-4240,0,Опис 4240,"Сільськогосподарська артіль (колгосп) ім.Шевченка Новоукраїнської міської ради, "
ДАКрО-Р3601-4241,0,Опис 4241,Сільськогосподарська артіль (колгосп) ім.Енгельса Малопомічнянської сільської ра
ДАКрО-Р3602-4242,0,Опис 4242,"Сільськогосподарська артіль (колгосп) ім.Фрунзе Воронівської сільської ради, с.В"
ДАКрО-Р3603-4243,0,Опис 4243,"Сільськогосподарський виробничий кооператив ""Росія"" Новоукраїнської міської ради"
ДАКрО-Р3604-4244,0,Опис 4244,Дорожний відділ виконавчого комітету Онуфріївської районної ради депутатів трудя
ДАКрО-Р3605-4245,0,Опис 4245,Відділ державного забезпечення виконавчого комітету Онуфріївської районної ради 
ДАКрО-Р3606-4246,0,Опис 4246,Відділ соціального забезпечення виконавчого комітету Онуфріївської районної ради
ДАКрО-Р3607-4247,0,Опис 4247,Онуфріївський районний відділ охорони здоров'я Кіровоградського обласного відділ
ДАКрО-Р3608-4248,0,Опис 4248,Онуфріївський районний торговельний відділ Кіровоградського обласного торговельн
ДАКрО-Р3609-4249,0,Опис 4249,"Відділ культури і туризму Онуфріївської районної державної адміністрації, смт Он"
ДАКрО-Р3610-4250,0,Опис 4250,Відділ статистики в Онуфріївському районі Головного управління статистики у Кіро
ДАКрО-Р3612-4253,0,Опис 4253,"Уповноважений Міністерства заготівель СРСР по Онуфріївському району, с.Онуфріївк"
ДАКрО-Р3613-4254,0,Опис 4254,Онуфріївський районний комітет в справах фізичної культури і спорту Кіровоградсь
ДАКрО-Р3614-4255,0,Опис 4255,Онуфріївський районний комітет професійної спілки працівників державних установ 
ДАКрО-Р3615-4668,0,Опис 4668,"Редакція газети ""Соціалістичне село"" районного комітету комуністичної партії Укр"
ДАКрО-Р3616-4669,0,Опис 4669,Онуфріївська районна ощадна каса № 3075 Кіровоградського обласного управління ощ
ДАКрО-Р3618-4670,0,Опис 4670,"Лозуватська сільська рада депутатів трудящих та її виконавчий комітет, с.Лозуват"
ДАКрО-Р3619-4671,0,Опис 4671,"Камбурліївська сільська рада, с.Камбурліївка Онуфріївського району Кіровоградськ"
ДАКрО-Р362-1087,0,Опис 1087,"Покровський волосний революційний комітет, с.Покровське Олександрійського повіту"
ДАКрО-Р3620-4672,0,Опис 4672,"Василівська сільська рада та її виконавчий комітет, с.Василівка Онуфріївського р"
ДАКрО-Р3621-4673,0,Опис 4673,"Успенська сільська рада та її виконавчий комітет, с.Успенка Онуфріївського район"
ДАКрО-Р3622-4674,0,Опис 4674,"Іванівська сільська рада депутатів трудящих та її виконавчий комітет, с.Іванівка"
ДАКрО-Р3623-4675,0,Опис 4675,"Зибківська сільська рада та її виконавчий комітет, с.Зибкове Онуфріївського райо"
ДАКрО-Р3624-4256,0,Опис 4256,"Попівська сільська рада та її виконавчий комітет, с.Попівка Онуфріївського район"
ДАКрО-Р3625-4257,0,Опис 4257,"Деріївська сільська рада та її виконавчий комітет, с.Деріївка Онуфріївського рай"
ДАКрО-Р3626-4258,0,Опис 4258,Онуфріївський районний державний архів Кіровоградського архівного відділу управл
ДАКрО-Р3627-4259,0,Опис 4259,Млинківська машинно-тракторна станція (МТС) Кіровоградського обласного управлінн
ДАКрО-Р363-1088,0,Опис 1088,"Губівський волосний революційний комітет, с.Губівка Єлисаветградського повіту Ми"
ДАКрО-Р3632-4264,0,Опис 4264,"Павлиський маслозавод Кіровоградської обласної контори Укрголовмаслосирпрому, с."
ДАКрО-Р3633-4265,0,Опис 4265,"Деріївська промислова артіль ""Червона Бесарабія"" по виготовленню кошиків з лози "
ДАКрО-Р3634-4288,0,Опис 4288,"Онуфріївська швейно-взуттєва артіль інвалідів ""Соцпраця"" Кіровоградської облкооп"
ДАКрО-Р3635-4289,0,Опис 4289,Млинківська артіль ім.17 річниці Жовтня по виготовлення кошиків з лози Кіровогра
ДАКрО-Р3636-4290,0,Опис 4290,Онуфріївська центральна районна лікарня Кіровоградської обласної державної адмін
ДАКрО-Р3643-4291,0,Опис 4291,"Павлиська середня школа Онуфріївського районного відділу народної освіти, с.Павл"
ДАКрО-Р365-1090,0,Опис 1090,"Лелеківський волосний революційний комітет, с.Лелеківка Єлисаветградського повіт"
ДАКрО-Р367-1092,0,Опис 1092,"Губівський волосний виконавчий комітет ради робітничих, селянських і червоноармі"
ДАКрО-Р3670-4302,0,Опис 4302,"Колгосп ім.XVIII з'їзду ВКП(б) Лозуватскої сільської ради, хут.Гусівка Онуфріївс"
ДАКрО-Р3671-4303,0,Опис 4303,"Колгосп ім.XXV з'їзду КПРС Куцеволівської сільської ради, с.Куцеволівка Онуфріїв"
ДАКрО-Р3672-4304,0,Опис 4304,"Колгосп ім.Кірова Зибківської сільської ради, с.Мар'ївка Онуфріївського району К"
ДАКрО-Р3673-4305,0,Опис 4305,"Колгосп ім.Молотова Петрівської сільської ради, с.Петрово Онуфріївського району "
ДАКрО-Р3674-4306,0,Опис 4306,"Колгосп ""П'ятирічка"" Мар'ївської сільської ради, с.Мар'ївка Онуфріївського район"
ДАКрО-Р3676-4308,0,Опис 4308,"Колгосп ""Перебудова"" Омельницької сільської ради, с.Омельник Онуфріївського райо"
ДАКрО-Р3677-4309,0,Опис 4309,"Колгосп ім.Петровського Зибківської сільської ради, с.Зибкове Онуфріївського рай"
ДАКрО-Р3678-4310,0,Опис 4310,"Колгосп ""Зоря"" Онуфріївської селищної ради, с.Попівка Онуфріївського району Кіро"
ДАКрО-Р3679-4311,0,Опис 4311,"Колгосп ім.13 річниці Жовтня Байдаківської сільської ради, хут.Червоний Онуфріїв"
ДАКрО-Р368-1093,0,Опис 1093,"Мошоринський волосний виконавчий комітет ради робітничих, селянських і червоноар"
ДАКрО-Р3681-4314,0,Опис 4314,"Колгосп ""Росія"" Вишнівцівської селищної ради, с.Вишнівці Онуфріївського району К"
ДАКрО-Р3682-4315,0,Опис 4315,"Колгосп ім.XVIІ з'їзду ВКП(б) Куцеволівської сільської ради, с.Куцеволівка Онуфр"
ДАКрО-Р3683-4316,0,Опис 4316,"Колгосп ""Україна"" Млинківської сільської ради, с.Млинок Онуфріївського району Кі"
ДАКрО-Р3684-4317,0,Опис 4317,"Колгосп ім.Комінтерна Лозоватської сільської ради, с.Лозоватка Онуфріївського ра"
ДАКрО-Р3685-4318,0,Опис 4318,"Колгосп ""Комунізм"" Сметанівської сільської ради, с.Сметанівка Онуфріївського рай"
