online_copy_id,seg,fond,inv,file,file_id,inventory_id
0303f0dc-38fb-41b6-8104-49ebb76ffef1,2013_1_1042,2013,1,1042,cee65067-0734-44b6-aa93-93cdcd01a040,
9708a7c1-34b3-4466-bd95-0b04f260f757,2013_1_1043,2013,1,1043,7e98e777-1443-4813-ba2b-2a06da9e676e,
f98189e2-34fa-4312-aa45-0c04befd69ed,2013_1_1044,2013,1,1044,410cd838-2a55-4020-8304-b63359eac4fc,
2c716324-fd23-42e5-8b0e-9082786e666b,2013_1_1045,2013,1,1045,bb19c41b-9762-43f8-a9b3-9a6d3b39d3a7,
7f3bb247-184b-4f15-93f0-c67ba638adb7,2013_1_1046,2013,1,1046,8aea42a8-d2ef-4b37-b19a-275ea3170337,
461d8367-de21-47f1-bbc6-f680b694da9c,2013_1_1047,2013,1,1047,5c27d63b-eabe-45f2-87c9-21b5c49a42f0,
7b61f054-95cf-4171-af8d-f492ba51cd9b,2013_1_1048,2013,1,1048,ba8fb883-9abc-401c-ad05-3a35e3922e5b,
c73b3ad4-b8a2-429e-a82b-149955f06ef8,2013_1_1049,2013,1,1049,1c8b52b0-ce7d-40e0-981b-347ab5006916,
09631354-f481-46f7-b1f4-4423a9d8b186,2013_1_105,2013,1,105,5f890db6-72b6-499b-a8c7-45c5994e310b,
e241af29-191b-4333-a436-089f678dac1f,2013_1_1050,2013,1,1050,d3ebf142-a336-47b6-b934-faa6940e5cfc,
e73d09c1-77da-423f-b9cc-b1caf2dfb280,2013_1_1051,2013,1,1051,de52c68c-6dc4-4d46-960d-fc8378eb314a,
e10bfe3e-0898-42eb-8494-3da436c28576,2013_1_1052,2013,1,1052,e021ec92-88da-4870-a584-f94cefa6a4cc,
d58f0d78-3ca5-4656-bdc9-9003de467be6,2013_1_1053,2013,1,1053,f661ad17-7266-4295-a2ad-0d735df5c25c,
c81b72af-026f-47a0-96b1-7ffc38f49281,2013_1_1054,2013,1,1054,f0be0dc8-b285-4f2e-9943-cebda5238283,
f24c0ca1-6708-4115-8149-6a4669c4fc0d,2013_1_1056,2013,1,1056,1f1d70b9-1816-47fa-a3a2-2f89d95962d0,
d66d33a6-b6d2-4a0b-8a53-4b3a29c24d40,2013_1_1057,2013,1,1057,44b65cff-989a-4dae-96e9-ef930a91f92a,
78acfd6a-15a0-4931-8f38-1c9bdc1d26b6,2013_1_1058,2013,1,1058,271c03bc-14f5-4eed-82c0-24df1529bccd,
9c5a7589-6c08-42c0-90e3-6db999a20572,2013_1_1059,2013,1,1059,e42aa279-05a6-4fdb-bd8b-45312c719da0,
ece2fcb7-d4d6-4c81-9c69-b2e022760ee9,2013_1_106,2013,1,106,855dfed0-d16a-4914-8c84-d319b21c53be,
