level,code,kept,dropped,detail
case,ЦДАМЛМ-1146-1-20Н,20Н,20н,"titles differ: ""Пономаренко Є.П. Текст ролі Марка Піно з п'єси Вірти М. ""Змова приречених"", зігр"" vs ""Пономаренко Є.П. Текст ролі Марка Піно з п'єси Вірти М. ""Змова приречених"", зігр"""
