id,code,inventory_id
49ff5825-dac7-47c4-b56f-9fc7071010a0,8,b843aada-e248-4e5c-b0b0-63456b222f0f
60eb0b9e-5637-40d8-9e2b-9e9940d6fe9c,9,b843aada-e248-4e5c-b0b0-63456b222f0f
