id,resource_id,parsed,url
8c2d1993-1cda-49cc-846c-821e3663c838,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-13дод.-1+++Р-6508-13дод.-1+++Р-6508-13-дод.1_1929-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120427925
8ad9b66b-529e-45f3-b000-37cf08437768,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-13дод.-2+++Р-6508-13дод.-2+++Р-6508-13дод.-2_1929-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120643622
76d77b3e-5686-4a1e-aee3-8b8091d50de4,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-13дод.-3+++Р-6508-13дод.-3+++Р-6508-13дод.-3_1929-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120643616
6734d8e1-5eba-4476-be4b-15ddba1b12e6,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-13дод.-4+++Р-6508-13дод.-4+++Р-6508-13дод.-4_1929-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120643618
79bdc36a-067c-41d2-8563-035c768e1e32,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-10+++Р-6508-14дод.-10+++Р-6508-14дод.-10_1921-1929),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120643702
90e1f056-887b-4c16-8aba-d63b106ca6c2,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-11+++Р-6508-14дод.-11+++Р-6508-14-дод.11_1921-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645947
5ac812ce-12e8-4368-a27a-00dcd7db7b25,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-12+++Р-6508-14дод.-12+++Р-6508-14дод.-12_1923-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120945392
17283555-5a47-4243-b02c-bc6ac0f5863b,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-13+++Р-6508-14дод.-13+++Р-6508-14.дод-13),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645302
26c949bf-0567-43df-b231-c3b7d068e15f,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-15+++Р-6508-14дод.-15+++Р-6508-14-дод.15_1924-1930),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645882
f65b140c-0a63-494e-87d9-cd25a772a39d,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-17+++Р-6508-14дод.-17+++Р-6508-14.дод-17),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645269
5e059e52-a0e0-4784-a207-02cf3e213f4a,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-18+++Р-6508-14дод.-18+++Р-6508-14-дод.18_1923-1930),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645884
8c28ec4a-649c-4a16-9a32-2eff709197dd,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-19+++Р-6508-14дод.-19+++Р-6508-14дод.-19),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120945371
70b6ed8e-9616-4773-bd22-cf0da2239891,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-1+++Р-6508-14дод.-1+++Р-6508-14дод.-1_1920-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120945329
0c526c67-b666-4545-91a7-c54af008017c,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-20+++Р-6508-14дод.-20+++Р-6508-14-дод.20_1924-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645909
04ad089c-340d-4cb9-847c-82bcfc198e4f,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-21+++Р-6508-14дод.-21+++Р-6508-14-дод.21_1924-1928),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645942
52652e95-8dd5-446f-bd9d-dff37e68e376,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,"ДАДнО-(Р-6508-14дод.-22+++Р-6508-14дод.-22+++Р-6508-14.дод-22_1924,1929-1933)",https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645265
475ed9e9-5acc-46de-ac44-dd09617eeb40,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-23+++Р-6508-14дод.-23+++Р-6508-14-дод.23_1924-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645972
64fce994-4e89-4324-a2ce-284aef4b5e93,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-24+++Р-6508-14дод.-24+++Р-6508-14.дод-24_1924-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645277
c7517e75-8308-4db5-aecd-155b1d24ffcc,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-25+++Р-6508-14дод.-25+++Р-6508-14дод.-25_1925-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120945336
6df01857-6c8d-405c-9cb3-c7cb4d893fa5,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-26+++Р-6508-14дод.-26+++Р-6508-14.дод-26_1925-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645238
2bf007b8-a514-4408-9d1b-b67477de95fe,e106fff5-12bd-4023-bbf6-fbf58faaf1b7,ДАДнО-(Р-6508-14дод.-27+++Р-6508-14дод.-27+++Р-6508-14-дод.27_1925-1933),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=120645908
