229	Іоано-Богословська церква Катеринославської духовної консисторії, с. Іванівка Маріупольського повіту Катеринославської губернії			1	20
230	Молитовний будинок (церква) “Усіх святих” Катеринославської духовної консисторії, с. Анадоль Олександрівського повіту, з 1874 р. - Маріупольського повіту Катеринославської губернії			1	8
232	Різдво-Богородицька церква Катеринославської духовної консисторії, с. Валер’янівка Олександрівського повіту, з 1874 р. - Маріупольського повіту Катеринославської губернії			1	18
233	Василівська церква Катеринославської духовної консисторії, с. Василівка Павлівської волості Олександрівського повіту, з 1874 р. - Маріупольського повіту Катеринославської губернії			1	21
234	Стретенський молитовний будинок (церква) Катеринославської духовної консисторії, с. Добропілля Бахмутського повіту Катеринославської губернії			1	4
235	Успенська церква Катеринославської духовної консисторії, с. Святогорівка Бахмутського повіту Катеринославської губернії			1	11
236	Троїцька церква Катеринославської духовної консисторії, с. Торсько-Олексіївка Бахмутського повіту Катеринославської губернії			1	11
237	Успенська церква Катеринославської духовної консисторії, с. Криворіжжя Бахмутського повіту Катеринославської губернії			1	11
238	Дмитрівська церква Харківської духовної консисторії, с. Золотий Колодязь Ізюмського повіту Харківської губернії		1861-1919	2	26
240	Феодоро-Стратилатівська церква Катеринославської духовної консисторії, с. Петрівське Бахмутського повіту Катеринославської губернії			1	45
241	Архангело-Михайлівська церква Катеринославської духовної консисторії, с. Залізне Бахмутського повіту Катеринославської губернії			1	23
242	Покровська церква Донської духовної консисторії, сл. Покрово-Кірєєво Міуського округу, з 1888 р. - Таганрозького округу Області Війська Донського			1	30
243	Петропавлівська церква Катеринославської духовної консисторії, с. Сонцеве Бахмутського повіту Катеринославської губернії			1	16
244	Дмитрівська церква Катеринославської духовної консисторії, с. Велика Каракуба Маріупольського повіту Катеринославської губернії			1	7
245	Кириаківська церква Катеринославської духовної консисторії, с. Стила Маріупольського повіту Катеринославської губернії			1	4
246	Троїцька церква Катеринославської духовної консисторії, с. Новобахмутівка Бахмутського повіту Катеринославської губернії			1	7
247	Архангело-Михайлівська церква Катеринославської духовної консисторії, с. Авдіївка Бахмутського повіту Катеринославської губернії			1	34
249	Успенська церква Катеринославської духовної консисторії, с. Архангельське Бахмутського повіту Катеринославської губернії			1	19
250	Покровська церква Катеринославської духовної консисторії, с. Покровське Галіцинівської волості Бахмутського повіту Катеринославської губернії			1	13
251	Миколаївська церква Катеринославської духовної консисторії, с. Ясинувата Бахмутського повіту Катеринославської губернії			1	20
252	Проводир дворянства Бахмутського повіту Катеринославської губернії			0	0
253	Бахмутська дворянська опіка, м. Бахмут Катеринославського намісництва, з 1802 р. – Катеринославської губернії			0	0
254	Слов’янська повітова дворянська опіка, м. Слов’янськ Слов’янського повіту Катеринославського намісництва, з 1797 р. – Слободсько-Української губернії			0	0
255	Проводир дворянства Слов’янського повіту, м. Слов’янськ Катеринославського намісництва, з 1797 р. – Слободсько-Української губернії			0	0
256	Слов’янська управа благочиння, м. Слов’янськ Слов’янського повіту Катеринославського намісництва			0	0
257	Слов’янський городничий, м. Слов’янськ Слов’янського повіту Катеринославського намісництва, з 1797 р. – Слободсько-Української губернії, з 1835 р. – Ізюмського повіту Харківської губернії			0	0
258	Слов’янський повітовий землемір, м. Слов’янськ Слов’янського повіту Катеринославського намісництва, з 1797 р. – Слободсько-Української губернії, з 1835 р. – Ізюмського повіту Харківської губернії			0	0
259	Стряпчий Слов’янського повіту, м. Слов’янськ Слов’янського повіту Катеринославського намісництва			0	0
260	Миколаївська церква Донської духовної консисторії, ст. Новомиколаївська Міуського, з 1887 р. – Таганрозького округу Області Війська Донського			2	67
261	Георгіївська церква Харківської духовної консисторії, слобода Попівка Ізюмського повіту Харківської губернії			1	28
262	Вознесенська церква Харківської духовної консисторії, слобода Торська Купянського повіту Харківської губернії			1	37
263	Різдво-Богородицька церква Харківської духовної консисторії, слобода Щурово Ізюмського повіту Харківської губернії			1	9
264	Миколаївська церква Харківської духовної консисторії, слобода Дробишеве Ізюмського повіту Харківської губернії			1	25
265	Троїцька церква Харківської духовної консисторії, слобода Крива Лука Ізюмського повіту Харківської губернії			1	11
266	Григорівська церква Харківської духовної консисторії, слобода Новоселівка Ізюмського повіту Харківської губернії			1	14
267	Церква Іоанна Милостивого Харківської духовної консисторії, слобода Рубцеве Ізюмського повіту Харківської губернії			1	22
268	Петро-Павлівська церква Харківської духовної консисторії, слобода Лиман Ізюмського повіту Харківської губернії			1	31
269	Миколаївська церква Харківської духовної консисторії, слобода Ямпіль Ізюмського повіту Харківської губернії			1	20
270	Трьохсвятительська церква Донської духовної консисторії, сел. Олексієво-Леонове Міуського округу, з 1887 р. – Таганрозького округу Області Війська Донського			1	34
271	Різдво-Богородицька церква Донської духовної консисторії, слобода Степанівка Маринівської волості Області Війська Донського			1	23
272	Катеринінська церква Донської духовної консисторії, слобода Маринівка Маринівської волості Області Війська Донського			1	14
273	Церква “Усіх святих” Катеринославської духовної консисторії, с. Усесвятське Маріупольського повіту Катеринославської губернії			1	2
274	Троїцька церква Донської духовної консисторії, слобода Грабове Області Війська Донського			1	29
