fond_code,inv_code,page,complex,opys,title,info,year_start,year_end,pdf_urls
Р116,1,opisi-2,2-163,1,"Сепаратори. Сепаратор магнітний, барабанний ПБМ-4","к. 2-163, од.зб. 1-39",1954,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-163_1__2-164_1__2-165_1.pdf
Р116,1А,opisi-2,2-164,1,Конус магнітний 2КМП d2200мм,"к. 2-164, од.зб. 1-38",1958,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-163_1__2-164_1__2-165_1.pdf
Р116,1Б,opisi-2,2-165,1,"Класифікатор двоспіральний 2,4 х12, 5 м типу К2С1","к. 2-165, од.зб. 1-49",1960,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-163_1__2-164_1__2-165_1.pdf
Р95,1Г,opisi-2,2-166,1,Установка сушильна безперервної дії НС-40,"к. 2-166, од.зб. 1-173",1974,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-166_1__2-167_1.pdf
Р95,1Ґ,opisi-2,2-167,1,Установка екстракційна на 40 т/добу,"к. 2-167, од.зб. 1-150",1974,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-166_1__2-167_1.pdf
Р93,1,opisi-2,2-168,1,Колекція гідрообладнання,"к. 2-168, од.зб. 1-69",1968,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_1.pdf
Р93,2,opisi-2,2-168,2,Колекція гідрообладнання,"к. 2-168, од.зб. 70-284",1959,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_2.pdf
Р93,3,opisi-2,2-168,3,Колекція гідрообладнання,"к. 2-168, од.зб. 285-489",1966,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_3.pdf
Р93,4,opisi-2,2-168,4,Колекція гідрообладнання,"к. 2-168, од.зб. 490-513",1998,2000,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_4.pdf
Р117,1,opisi-2,2-169,1,Електропечі,"к. 2-169, од.зб. 1-369",1951,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_1.pdf
Р117,2,opisi-2,2-169,2,Електропечі,"к. 2-169, од.зб. 370-378",1952,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_2__2-220_1__2-221_1.pdf
Р117,3,opisi-2,2-169,3,Електропечі,"к. 2-169, од.зб. 379-527",1958,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_3.pdf
Р117,4,opisi-2,2-169,4,Електропечі,"к. 2-169, од.зб. 528-844",1958,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_4__2-221_2.pdf
Р118,1,opisi-2,2-170,1,Пиловловлювач ПВ-2,"к. 2-170, од.зб. 1-46",1975,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-170_1__2-171_1__2-172_1.pdf
Р118,1А,opisi-2,2-171,1,Апарати очищення вентиляційних викидів гальванічних цехів,"к. 2-171, од.зб. 1-34",1975,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-170_1__2-171_1__2-172_1.pdf
Р118,1Б,opisi-2,2-172,1,Пристрій вентиляційний,"к. 2-172, од.зб. 1-40",1974,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-170_1__2-171_1__2-172_1.pdf
Р54,1В,opisi-2,2-173,1,Пристрій контролю ізоляції та стану відхилювача УКИО-164 УЗ,"к. 2-173, од.зб. 1-125",1971,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-173_1__2-174_1.pdf
Р54,2,opisi-2,2-173,2,Пристрій контролю ізоляції та стану відхилювача УКИО-164 УЗ,"к. 2-173, од.зб. 126-165",1971,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-173_2.pdf
Р54,1Г,opisi-2,2-174,1,"Колекція ""Електродвигуни""","к. 2-174, од.зб. 1-43",1966,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-173_1__2-174_1.pdf
Р54,2А,opisi-2,2-174,2,"Колекція ""Електродвигуни""","к. 2-174, од.зб. 44-226",1970,1997,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-174_2.pdf
Р54,3,opisi-2,2-174,3,"Колекція ""Електродвигуни""","к. 2-174, од.зб. 227-378",1970,1998,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-174_3.pdf
Р54,4,opisi-2,2-174,4,"Колекція ""Електродвигуни""","к. 2-174, од.зб. 379-1011",1965,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-174_4.pdf
Р119,1,opisi-2,2-175,1,Потокова автоматична лінія різання пластин магнітопроводів з рулонної сталі з косим і прямим стиками (без отворів),"к. 2-175, од.зб. 1-105",1964,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-175_1.pdf
Р120,1,opisi-2,2-176,1,"Доїльний агрегат типу ""Елочка"" ДАЕ-16","к. 2-176, од.зб. 1-33",1960,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-176_1__2-177_1.pdf
Р120,1А,opisi-2,2-177,1,"Бульдозер зі щіткою БЩ-1,5","к. 2-177, од.зб. 1-32",1959,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-176_1__2-177_1.pdf
Р123,1,opisi-2,2-178,1,Горизонтальний чотирьохшпиндельний токарний автомат моделі КА-53,"к. 2-178, од.зб. 1-32",1957,1957,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-178_1.pdf
Р122,1,opisi-2,2-179,1,Вакуум-насос водокільцевий типу ВВН-50,"к. 2-179, од.зб. 1-22",1959,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
Р122,1А,opisi-2,2-180,1,Центрифуга типу АПН-1250,"к. 2-180, од.зб. 1-59",1960,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
Р122,1Б,opisi-2,2-181,1,Центрифуга типу ОПШ-12 (НОГШ-1200),"к. 2-181, од.зб. 1-52",1962,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
Р122,1В,opisi-2,2-182,1,Центрифуга типу ФГН-1254К-7 (АГ-1250-7Н),"к. 2-182, од.зб. 1-128",1963,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
Р78,1,opisi-2,2-183,1,Випарна установка для мерсеризаційного лугу,"к. 2-183, од.зб. 1-18",1953,1957,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_1__2-184_1__2-185_1.pdf
Р78,2,opisi-2,2-183,2,Випарна установка для мерсеризаційного лугу,"к. 2-183, од.зб. 19-40",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_2.pdf
Р78,1А,opisi-2,2-184,1,Пароежекторна вакуумно-випарна установка,"к. 2-184, од.зб. 1-127",1959,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_1__2-184_1__2-185_1.pdf
Р78,1Б,opisi-2,2-185,1,Теплообмінник пластинчастий 100 м²,"к. 2-185, од.зб. 1-13",1958,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_1__2-184_1__2-185_1.pdf
Р36,1А,opisi-2,2-186,1,Комплекс щитовий прохідницький (ЩПК),"к. 2-186, од.зб. 1-308",1984,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-186_1.pdf
Р128,1,opisi-2,2-187,1,Круглошліфувальні верстати,"к. 2-187, од.зб. 1-738",1944,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-187_1.pdf
Р74,1Д,opisi-2,2-188,1,Генератор сталого струму типу ПБКЭ 99/35,"к. 2-188, од.зб. 1-44",1948,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-188_1.pdf
Р55,1,opisi-2,2-189,1,Портал монтажний ПМ-350,"к. 2-189, од.зб. 1-188",1973,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-189_1.pdf
Р61,1Є,opisi-2,2-190,1,Прилади автоматизації прохідницьких комбайнів 4ПП-2 та ПК-9рА,"к. 2-190, од.зб. 1-300",1974,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-190_1.pdf
Р131,1,opisi-2,2-191,1,Автомат порізки та зачищення провідників,"к. 2-191, од.зб. 1-36",1970,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1А,opisi-2,2-192,1,Установка для оброблення золотників,"к. 2-192, од.зб. 1-77",1975,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1Б,opisi-2,2-193,1,Автомат пакування електродів,"к. 2-193, од.зб. 1-499",1971,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1В,opisi-2,2-194,1,Установка для очищення виробів від грату,"к. 2-194, од.зб. 1-79",1974,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1Г,opisi-2,2-195,1,Машина для миття дрібних деталей гідроапаратури,"к. 2-195, од.зб. 1-117",1977,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1Ґ,opisi-2,2-196,1,Установка складання відрізків скребкового ланцюга,"к. 2-196, од.зб. 1-77",1972,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1Д,opisi-2,2-197,1,Установка для дробометального наклепування ланцюгів,"к. 2-197, од.зб. 1-84",1968,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р131,1Е,opisi-2,2-198,1,Машина для миття корпусних деталей гідроапаратури,"к. 2-198, од.зб. 1-183",1974,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
Р133,1,opisi-2,2-199,1,Електрокардіоскопу портативний ПЕКС-01,"к. 2-199, од.зб. 1-141",1971,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-199_1.pdf
Р134,1,opisi-2,2-200,1,Вібраційна машина для випробування робочих коліс парових турбін з зовнішнім діаметром до 7000мм для ХТ23 імені Кірова,"к. 2-200, од.зб. 1-135",1968,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-200_1.pdf
Р136,1,opisi-2,2-201,1,Автомат редукування заготівок велосипедних спиць,"к. 2-201, од.зб. 1-104",1963,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-201_1.pdf
Р138,1,opisi-2,2-202,1,Лінія нанесення органічних покриттів агрегата хромування і лакування жерсті,"к. 2-202, од.зб. 1-54",1968,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-202_1.pdf
Р141,1,opisi-2,2-203,1,Насоси,"к. 2-203, од.зб. 1-28",1958,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-203_1.pdf
Р142,1,opisi-2,2-204,1,Промислове обладнання. Промислові лебідки,"к. 2-204, од.зб. 1-221",1957,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-204_1.pdf
Р142,2,opisi-2,2-204,2,Промислове обладнання. Промислові лебідки,"к. 2-204, од.зб. 222-570",1957,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-204_2__2-219_1.pdf
Р77,1Ж,opisi-2,2-205,1,"Обчислювальні комплекси: комплекс базовий обчислювальний М-7000, комплекс керування обчислювальний М-6000","к. 2-205, од.зб. 1-609;610-1334;1335-2003",1970,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_1_1-609.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_1_610-1334.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_1_1335-2003.pdf
Р77,2Б,opisi-2,2-205,2,"Обчислювальні комплекси: комплекс базовий обчислювальний М-7000, комплекс керування обчислювальний М-6000","к. 2-205, од.зб. 2004-3074;3075-3947",1970,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_2_2004-3074.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_2_3075-3947.pdf
Р77,3,opisi-2,2-205,3,"Обчислювальні комплекси: комплекс базовий обчислювальний М-7000, комплекс керування обчислювальний М-6000","к. 2-205, од.зб. 3948-4912;4913-5815",1970,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_3__3948-4912.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_3__4913-5815.pdf
Р91,1А,opisi-2,2-206,1,Напівавтомат для заклинювання статорів I габариту,"к. 2-206, од.зб. 1-22",1960,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
Р91,1Б,opisi-2,2-207,1,Автомат для збирання пакетів статора електродвигунів ДХМ,"к. 2-207, од.зб. 1-82",1962,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
Р91,1В,opisi-2,2-208,1,Універсальна установка контролю статорів електродвигунів серії АО-2 I-VII габаритів /УУКС/,"к. 2-208, од.зб. 1-28",1963,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
Р91,1Г,opisi-2,2-209,1,Імпульсна установка для випробування полюсних котушок електродвигунів серії УВ2 ПВ-06,"к. 2-209, од.зб. 1-40",1964,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
Р91,1Ґ,opisi-2,2-210,1,Автомат ИПК-3А для ізолювання пазів статорів III габариту,"к. 2-210, од.зб. 1-105",1960,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
Р144,1,opisi-2,2-211,1,Електродвигун трифазний асинхронний АОЛ 2-3 габариту,"к. 2-211, од.зб. 1-25",1962,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-211_1.pdf
Р23,1Ж,opisi-2,2-212,1,Вугільний комбайн «Кировец-1»,"к. 2-212, од.зб. 1-71",1958,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-212_1__2-213_1__2-214_1.pdf
Р23,1З,opisi-2,2-213,1,Двоколова гідравлічна подача Г408,"к. 2-213, од.зб. 1-153",1972,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-212_1__2-213_1__2-214_1.pdf
Р23,1И,opisi-2,2-214,1,Бурошнекова установка БУГ-2,"к. 2-214, од.зб. 1-305",1964,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-212_1__2-213_1__2-214_1.pdf
Р73,1Є,opisi-2,2-215,1,Мікроскоп растровий електронний низьковольтний РЭМН-2,"к. 2-215, од.зб. 1-326",1970,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-215_1__2-216_1.pdf
Р73,1Ж,opisi-2,2-216,1,Високочастотна кодова сигналізація ВКС-2М,"к. 2-216, од.зб. 1-164",1974,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-215_1__2-216_1.pdf
Р153,1,opisi-2,2-217,1,Тракторні самохідні шасі,"к. 2-217, од.зб. 1-288",1952,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-217_1.pdf
Р20,1Г,opisi-2,2-218,1,Парові турбіни типу АК,"к. 2-218, од.зб. 1-1380",1943,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-218_1.pdf
Р142,1А,opisi-2,2-219,1,Електрофікована дощова машина фронтального переміщення,"к. 2-219, од.зб. 1-59",1980,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-204_2__2-219_1.pdf
Р117,1А,opisi-2,2-220,1,Вертикальна восьмихідна склообмотна машина ОКБ 4133,"к. 2-220, од.зб. 1-21",1955,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_2__2-220_1__2-221_1.pdf
Р117,1Б,opisi-2,2-221,1,Електросушило прохідне ОКБ 4139,"к. 2-221, од.зб. 1-13",1959,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_2__2-220_1__2-221_1.pdf
Р117,2А,opisi-2,2-221,2,Електросушило прохідне ОКБ 4139,"к. 2-221, од.зб. 14-39",1961,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_4__2-221_2.pdf
Р161,1,opisi-2,2-222,1,Спеціальний агрегатний свердлильно-різьбонарізний верстат ХА10733,"к. 2-222, од.зб. 1-7",1973,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-222_1.pdf
Р104,1А,opisi-2,2-223,1,Установка для фарбування внутрішніх поверхонь,"к. 2-223, од.зб. 1",1963,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-223_1__2-224_1.pdf
Р104,1Б,opisi-2,2-224,1,Автомат для цинкування деталей на підвісці,"к. 2-224, од.зб. 1-34",1961,1962,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-223_1__2-224_1.pdf
Р43,1,opisi-2,2-225,1,Двопозиційна установка для підігріву шихти до 25-тонних печей у футерованому цебрі з використанням тепла відходних газів,"к. 2-225, од.зб. 1",1972,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
Р43,1А,opisi-2,2-226,1,Двопозиційна установка з газовим обігрівом та використанням тепла відхідних газів для високого підігріву шихти до дугових електропечей,"к. 2-226, од.зб. 1",1967,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
Р43,1Б,opisi-2,2-227,1,Установка для вилуговування залишків кераміки з відливок точного сталевого лиття,"к. 2-227, од.зб. 1",1963,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
Р43,1В,opisi-2,2-228,1,"Поточна лінія виплавки, прогартування, охолодження форм точного лиття","к. 2-228, од.зб. 1",1974,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-225_1__2-226_1__2-227_1__2-228_1.pdf
Р138,1А,opisi-2,2-229,1,Машина для абразивного зачищення кола діаметром 30-80,"к. 2-229, од.зб. 1-6",1969,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-229_1.pdf
Р166,1,opisi-2,2-230,1,"Крокуюча опалубка для стовбура Ф4,5","к. 2-230, од.зб. 1-8",1961,1964,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-230_1__2-231_1__2-232_1.pdf
Р166,1А,opisi-2,2-231,1,Верстат для заточування зйомних додаткових бурових коронок,"к. 2-231, од.зб. 1-5",1962,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-230_1__2-231_1__2-232_1.pdf
Р166,1Б,opisi-2,2-232,1,Агрегат для зведення монолітного бетонного кріплення в горизонтальних гірничих виробках,"к. 2-232, од.зб. 1-14",1963,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-230_1__2-231_1__2-232_1.pdf
Р71,1А,opisi-2,2-233,1,Установка для змащування підшипників схилів шахтних вагонеток,"к. 2-233, од.зб. 1-15",1971,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-233_1.pdf
Р45,1Г,opisi-2,2-234,1,Вугільний комбайн «Комсомолец»,"к. 2-234, од.зб. 1-6",1965,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-234_1.pdf
Р44,1В,opisi-2,2-235,1,Копіювально-гравіювальний верстат моделі ОФ-36А,"к. 2-235, од.зб. 1-14",1968,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-235_1.pdf
Р104,1В,opisi-2,2-236,1,"Проекти технологічних процесів, устаткування, засобів механізації та автоматизації для виробництва автомобілів","к. 2-236, од.зб. 1-100",1960,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-236_1.pdf
Р173,1,opisi-2,2-237,1,Установка стругова швидкохідна УСБ-67,"к. 2-237, од.зб. 1-2",1968,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-237_1.pdf
Р226,1,opisi-2,2-238,1,"Засоби механізації, автоматизації спеціального ливарного ковальського технологічного обладнання","к. 2-238, од.зб. 1-5",1966,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-238_1.pdf
Р175,1,opisi-2,2-239,1,"Снігоходний важкий тягач ""Харків'янка-1""","к. 2-239, од.зб. 1-83",1958,1958,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-239_1.pdf
Р177,1,opisi-2,2-240,1,Зернозбиральні комбайни,"к. 2-240, од.зб. 1-224",1934,1951,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-240_1.pdf
Р177,2,opisi-2,2-240,2,Зернозбиральні комбайни,"к. 2-240, од.зб. 225-295",1933,1955,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-240_2.pdf
Р184,1А,opisi-2,2-241,1,Напівавтомат для заточування ін’єкційних голок моделі В3-42,"к. 2-241, од.зб. 1-16",1957,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-148_1__2-241_1.pdf
Р185,1,opisi-2,2-242,1,Автооператор двошвидкісний ГУ-301,"к. 2-242, од.зб. 1-17",1973,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-242_1__2-243_1.pdf
Р185,1А,opisi-2,2-243,1,Машина для пакування виробів методом термовакуумформування УМ. 88.5.00.00.000,"к. 2-243, од.зб. 1-69",1978,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-242_1__2-243_1.pdf
Р45,1Ґ,opisi-2,2-245,1,Бурова машина «Стрела-68»,"к. 2-245, од.зб. 1-5",1977,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-245_1.pdf
Р188,1,opisi-2,2-246,1,Ізодром гідравлічний ИГ-1,"к. 2-246, од.зб. 1-38",1951,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1А,opisi-2,2-247,1,Золотник блокувальний 3Б-1,"к. 2-247, од.зб. 1-24",1947,1959,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1Б,opisi-2,2-248,1,Автономний гідравлічний привід АГП-1,"к. 2-248, од.зб. 1-44",1960,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р74,1Е,opisi-2,2-249,1,Електродвигуни,"к. 2-249, од.зб. 1-32",1950,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-249_1.pdf
Р188,1В,opisi-2,2-250,1,Автономний регулюючий клапан АРК-1,"к. 2-250, од.зб. 1-68",1960,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1Г,opisi-2,2-251,1,Блок електронний регулювальний БЭР-1,"к. 2-251, од.зб. 1-16",1960,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1Ґ,opisi-2,2-252,1,Блок електронний керувальний БЭУ-1,"к. 2-252, од.зб. 1-18",1957,1957,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1Д,opisi-2,2-253,1,Датчик потенціометричний показника положення модифікації кат. № 143-1 та № 143-2,"к. 2-253, од.зб. 1-33",1952,1956,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1Е,opisi-2,2-254,1,Датчик синхронізатора гідравлічний ДСГ-1,"к. 2-254, од.зб. 1-29",1951,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р188,1Є,opisi-2,2-255,1,"Датчик температури дилатометричний, пневматичний прямої та зворотної дії ДТДП","к. 2-255, од.зб. 1-46",1957,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-246_1__2-247_1__2-248_1__2-250_1__2-251_1__2-252_1__2-253_1__2-254_1__2-255_1.pdf
Р189,1,opisi-2,2-256,1,Автонавантажувачі,"к. 2-256, од.зб. 1-572",1950,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-256_1.pdf
Р188,1Ж,opisi-2,2-257,1,Датчик показника положення ДПП-1,"к. 2-257, од.зб. 1-37",1956,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р190,1,opisi-2,2-258,1,"Автомобілі. Проект: ""Автомобіль ЗАЗ-965 «Запорожець»""","к. 2-258, од.зб. 1-41",1957,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-258_1.pdf
Р191,1,opisi-2,2-259,1,"Автомобілі. Проект: ""Вантажний автомобіль КРАЗ-214 /КД/""","к. 2-259, од.зб. 1-474",1955,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-259_1.pdf
Р192,1,opisi-2,2-260,1,Міжопераційна транспортна система із застосуванням каретки-оператора з автоматичним адресуванням,"к. 2-260, од.зб. 1-81",1975,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-260_1.pdf
Р188,1З,opisi-2,2-261,1,Клапан дросельний масляний КДМ-І,"к. 2-261, од.зб. 1-23",1949,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1И,opisi-2,2-262,1,Клапан дистанційного керування блокувальний КДУБ-1,"к. 2-262, од.зб. 1-18",1959,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
