fond_code,inv_code,page,complex,opys,title,info,year_start,year_end,pdf_urls
Р58,3,opisi-3,3-12,3,Звіти про науково- дослідні роботи Українського науково-дослідного інституту природних газів «УкрНДІгаз»,"к. 3-12, од.зб. 103-116",1982,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-12_3.pdf
Р61,1Ж,opisi-3,3-13,1,Звіти про науково-дослідні роботи НВО «Автоматгірмаш»,"к. 3-13, од.зб. 1-80",1960,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-13_1.pdf
Р61,2,opisi-3,3-13,2,Звіти про науково-дослідні роботи НВО «Автоматгірмаш»,"к. 3-13, од.зб. 81-120",1964,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-13_2.pdf
Р61,3,opisi-3,3-13,3,Звіти про науково-дослідні роботи НВО «Автоматгірмаш»,"к. 3-13, од.зб. 121-139",1967,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-13_3.pdf
Р61,4,opisi-3,3-13,4,Звіти про науково-дослідні роботи НВО «Автоматгірмаш»,"к. 3-13, од.зб. 140-185",1968,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-13_4.pdf
Р62,1,opisi-3,3-14,1,Звіти про науково-дослідні роботи Всесоюзний науково-дослідний і проектний інститут титану,"к. 3-14, од.зб. 1-47",1960,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-14_1.pdf
Р42,1А,opisi-3,3-15,1,Звіти про науково- дослідні роботи ХПІ. Дослідження роботи котлоагрегатів,"к. 3-15, од.зб. 1-14",1946,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-15_1.pdf
Р42,2,opisi-3,3-15,2,Звіти про науково- дослідні роботи ХПІ. Дослідження роботи котлоагрегатів,"к. 3-15, од.зб. 15-26",1960,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-15_2.pdf
Р42,3,opisi-3,3-15,3,Звіти про науково- дослідні роботи ХПІ. Дослідження роботи котлоагрегатів,"к. 3-15, од.зб. 27-32",1942,1956,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-15_3.pdf
Р42,4,opisi-3,3-15,4,Звіти про науково- дослідні роботи ХПІ. Дослідження роботи котлоагрегатів,"к. 3-15, од.зб. 33-39",1969,1989,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-15_4.pdf
Р67,1,opisi-3,3-16,1,Звіти про науково- дослідні роботи Інституту верстатів та інструментів,"к. 3-16, од.зб. 1-780",1963,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-16_1.pdf
Р65,1,opisi-3,3-17,1,"Звіти про науково- дослідні роботи Всесоюзного науково-дослідного і конструкторського інституту хімічного машинобудування ""НДІхіммаш"", м. Сєвєродонецьк","к. 3-17, од.зб. 1-58",1969,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-17_1.pdf
Р65,2,opisi-3,3-17,2,"Звіти про науково- дослідні роботи Всесоюзного науково-дослідного і конструкторського інституту хімічного машинобудування ""НДІхіммаш"", м. Сєвєродонецьк","к. 3-17, од.зб. 59-76",1973,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-17_2pdf.pdf
Р66,1,opisi-3,3-18,1,"Звіти про науково- дослідні роботи Інституту спеціальних сталей, сплавів та феросплавів","к. 3-18, од.зб. 1-26",1964,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-18_1.pdf
Р66,2,opisi-3,3-18,2,"Звіти про науково- дослідні роботи Інституту спеціальних сталей, сплавів та феросплавів","к. 3-18, од.зб. 27-51",1989,1996,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-18_2.pdf
Р68,1,opisi-3,3-19,1,Звіти про науково-дослідні роботи НДІ механізації шахтного будівництва,"к. 3-19, од.зб. 1-8",1955,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-19_1.pdf
Р76,1,opisi-3,3-20,1,"Звіти про науково- дослідні роботи Всесоюзного науково-дослідний інституту гірничої механіки ім. М.М. Федорова, м Донецьк","к. 3-20, од.зб. 1-424",1937,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-20_1.pdf
Р71,1Б,opisi-3,3-21,1,Звіти про науково- дослідні роботи,"к. 3-21, од.зб. 1-108",1960,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-21_1.pdf
Р78,1Н,opisi-3,3-22,1,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 1-220",1966,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-22_1.pdf
Р78,2Д,opisi-3,3-22,2,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 221-628;629-1033",1936,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-22_2_221-628.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-22_2_629-1033.pdf
Р78,3Б,opisi-3,3-22,3,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 1034-1840",1973,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-22_3.pdf
Р78,4А,opisi-3,3-22,4,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 1841-1949",1989,2001,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-22_4.pdf
Р79,1,opisi-3,3-23,1,Звіти про науково- дослідні роботи Харківської філії Всесоюзного науково-дослідного інституту жирів (ХФ «ВНДІЖ»),"к. 3-23, од.зб. 1-103",1957,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-23_1.pdf
Р83,1,opisi-3,3-24,1,Звіти про науково- дослідні роботи Київського відділення центрального науково-дослідного інституту зв’язку (КВНДІЗ),"к. 3-24, од.зб. 1-92",1958,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-24_1.pdf
Р83,2,opisi-3,3-24,2,Звіти про науково- дослідні роботи Київського відділення центрального науково-дослідного інституту зв’язку (КВНДІЗ),"к. 3-24, од.зб. 93-112",1963,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-24_2.pdf
Р56,1,opisi-3,3-25,1,Звіти про науково- дослідні роботи інституту «Південдіпрошахт»,"к. 3-25, од.зб. 1-2",1955,1956,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-25_1__3-26_1.pdf
Р56,1А,opisi-3,3-26,1,Звіти про науково- дослідні роботи інституту «Південдіпрошахт»,"к. 3-26, од.зб. 1",1953,1953,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-25_1__3-26_1.pdf
Р90,1,opisi-3,3-27,1,Звіти про науково- дослідні роботи інституту «Діпровугле автоматизація»,"к. 3-27, од.зб. 1-33",1962,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-27_1.pdf
Р92,1А,opisi-3,3-28,1,Звіти про науково-дослідні роботи інституту «Діпровугле-автоматизація» (Ворошиловградський /Луганський/ філіал),"к. 3-28, од.зб. 1-211",1960,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-28_1.pdf
Р92,2,opisi-3,3-28,2,Звіти про науково-дослідні роботи інституту «Діпровугле-автоматизація» (Ворошиловградський /Луганський/ філіал),"к. 3-28, од.зб. 212-243",1970,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-28_2.pdf
Р92,3,opisi-3,3-28,3,Звіти про науково-дослідні роботи інституту «Діпровугле-автоматизація» (Ворошиловградський /Луганський/ філіал),"к. 3-28, од.зб. 244-268",1974,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-28_3.pdf
Р92,4,opisi-3,3-28,4,Звіти про науково-дослідні роботи інституту «Діпровугле-автоматизація» (Ворошиловградський /Луганський/ філіал),"к. 3-28, од.зб. 269-276",1976,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-28_4.pdf
Р93,1А,opisi-3,3-29,1,Звіти про науково-дослідні роботи інституту «ВНДІгідропривід»,"к. 3-29, од.зб. 1-194",1969,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-29_1.pdf
Р93,2А,opisi-3,3-29,2,Звіти про науково-дослідні роботи інституту «ВНДІгідропривід»,"к. 3-29, од.зб. 195-303",1979,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-29_2.pdf
Р93,3А,opisi-3,3-29,3,Звіти про науково-дослідні роботи інституту «ВНДІгідропривід»,"к. 3-29, од.зб. 304-319",1987,2001,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-29_3.pdf
Р94,1,opisi-3,3-30,1,Звіти за темами науково-дослідних робіт,"к. 3-30, од.зб. 1-39",1960,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-30_1.pdf
Р99,1,opisi-3,3-31,1,Звіти за темами науково-дослідних робіт по проблемах Науково-дослідного інституту будівельних матеріалів та виробів (НДІБМВ),"к. 3-31, од.зб. 1-118",1945,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-31_1.pdf
Р99,2,opisi-3,3-31,2,Звіти за темами науково-дослідних робіт по проблемах Науково-дослідного інституту будівельних матеріалів та виробів (НДІБМВ),"к. 3-31, од.зб. 119-160",1953,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-31_2.pdf
Р100,1,opisi-3,3-32,1,"Звіти про науково-дослідні роботи Київського науково-дослідного і проектного інституту містобудування ""КиївНДІПмістобудування""","к. 3-32, од.зб. 1-162",1960,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-32_1.pdf
Р100,2,opisi-3,3-32,2,"Звіти про науково-дослідні роботи Київського науково-дослідного і проектного інституту містобудування ""КиївНДІПмістобудування""","к. 3-32, од.зб. 163-303",1963,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-32_2.pdf
Р100,3,opisi-3,3-32,3,"Звіти про науково-дослідні роботи Київського науково-дослідного і проектного інституту містобудування ""КиївНДІПмістобудування""","к. 3-32, од.зб. 304-307",1969,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-32_3.pdf
Р101,1,opisi-3,3-33,1,Звіти про науково-дослідні роботи НДІ цукрової промисловості,"к. 3-33, од.зб. 1-40",1939,1954,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-33_1.pdf
Р101,2,opisi-3,3-33,2,Звіти про науково-дослідні роботи НДІ цукрової промисловості,"к. 3-33, од.зб. 41-142",1933,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-33_2.pdf
Р101,3,opisi-3,3-33,3,Звіти про науково-дослідні роботи НДІ цукрової промисловості,"к. 3-33, од.зб. 143-216",1931,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-33_3.pdf
Р101,4,opisi-3,3-33,4,Звіти про науково-дослідні роботи НДІ цукрової промисловості,"к. 3-33, од.зб. 218-266",1969,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-33_4.pdf
Р102,1,opisi-3,3-34,1,Звіти про науково-дослідні роботи НДІ безпеки праці в гірничорудній промисловості,"к. 3-34, од.зб. 1-19",1959,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-34_1.pdf
Р102,2,opisi-3,3-34,2,Звіти про науково-дослідні роботи НДІ безпеки праці в гірничорудній промисловості,"к. 3-34, од.зб. 20-110",1966,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-34_2.pdf
Р102,3,opisi-3,3-34,3,Звіти про науково-дослідні роботи НДІ безпеки праці в гірничорудній промисловості,"к. 3-34, од.зб. 111-116",1990,2009,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-34_3.pdf
Р106,1,opisi-3,3-35,1,Звіти про науково-дослідні роботи інституту трубної промисловості «ВНДТІ»,"к. 3-35, од.зб. 1-25",1968,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-35_1.pdf
Р107,1,opisi-3,3-36,1,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 1-59",1946,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_1.pdf
Р107,2,opisi-3,3-36,2,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 60-210",1940,1951,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_2.pdf
Р107,3,opisi-3,3-36,3,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 211-868",1932,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_3pdf.pdf
Р107,4,opisi-3,3-36,4,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 869-1456",1963,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_4pdf.pdf
Р107,5,opisi-3,3-36,5,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 1457-1875",1957,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_5pdf.pdf
Р107,6,opisi-3,3-36,6,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 1876-2452",1957,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_6.pdf
Р107,7,opisi-3,3-36,7,"Звіти за темами науково-дослідних робіт по проблемах Всесоюзного науково-дослідного інституту організації виробництва та праці чорної металургії ""ВНДІОчормет""","к. 3-36, од.зб. 2453-2830",1979,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-36_7.pdf
Р112,1,opisi-3,3-37,1,Звіти про науково-дослідні роботи НДІ санітарної техніки та обладнання будинків,"к. 3-37, од.зб. 1-182",1957,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-37_1.pdf
Р112,2,opisi-3,3-37,2,Звіти про науково-дослідні роботи НДІ санітарної техніки та обладнання будинків,"к. 3-37, од.зб. 183-1175",1964,1996,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-37_2.pdf
Р113,1,opisi-3,3-38,1,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 1-178",1946,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_1.pdf
Р113,2,opisi-3,3-38,2,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 179-257",1961,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_2.pdf
Р113,3,opisi-3,3-38,3,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 1-303 (258-560)",1965,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_3.pdf
Р113,4,opisi-3,3-38,4,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 561-1188",1971,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_4.pdf
Р113,5,opisi-3,3-38,5,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 1189-1395",1982,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_5.pdf
Р113,6,opisi-3,3-38,6,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 1396-1593",1987,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_6.pdf
Р113,7,opisi-3,3-38,7,Звіти про науково-дослідні роботи НДІ целюлозної та паперової промисловості,"к. 3-38, од.зб. 1594-1735",1992,2008,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-38_7.pdf
Р115,1,opisi-3,3-39,1,Звіти про науково-дослідні роботи НДІ з безпеки робіт у гірничорудній промисловості,"к. 3-39, од.зб. 1-94",1980,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-39_1.pdf
Р115,2,opisi-3,3-39,2,Звіти про науково-дослідні роботи НДІ з безпеки робіт у гірничорудній промисловості,"к. 3-39, од.зб. 95-103",1980,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-39_2.pdf
Р130,1,opisi-3,3-40,1,Звіти за темами науково-дослідних робіт з гірничорятівної справи Науково-дослідного інституту гірничорятувальної справи «НДІГС» НВО «Респіратор»,"к. 3-40, од.зб. 1-15",1969,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-40_1.pdf
Р127,1,opisi-3,3-41,1,Звіти про науково-дослідні роботи,"к. 3-41, од.зб. 1-228",1946,1962,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-41_1.pdf
Р126,1,opisi-3,3-42,1,Звіти про науково-дослідні роботи,"к. 3-42, од.зб. 1-15",1967,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-42_1.pdf
Р126,2,opisi-3,3-42,2,Звіти про науково-дослідні роботи,"к. 3-42, од.зб. 16-28",1979,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-42_2.pdf
Р121,1,opisi-3,3-43,1,Звіти про науково-дослідні роботи,"к. 3-43, од.зб. 1-121",1963,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-43_1.pdf
Р68,1А,opisi-3,3-44,1,Звіти про науково-дослідні роботи НДІ механізації шахтного будівництва,"к. 3-44, од.зб. 1-67",1960,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-44_1.pdf
Р68,2,opisi-3,3-44,2,Звіти про науково-дослідні роботи НДІ механізації шахтного будівництва,"к. 3-44, од.зб. 68-122",1961,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-44_2.pdf
Р68,3,opisi-3,3-44,3,Звіти про науково-дослідні роботи НДІ механізації шахтного будівництва,"к. 3-44, од.зб. 123-543",1947,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-44_3.pdf
Р68,4,opisi-3,3-44,4,Звіти про науково-дослідні роботи НДІ механізації шахтного будівництва,"к. 3-44, од.зб. 544-909",1946,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-44_4.pdf
Р68,5,opisi-3,3-44,5,Звіти про науково-дослідні роботи НДІ механізації шахтного будівництва,"к. 3-44, од.зб. 910-1701",1962,2009,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-44_5.pdf
Р135,1,opisi-3,3-45,1,Звіти про науково-дослідні роботи,"к. 3-45, од.зб. 1-298;299-582",1933,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-45_1_1-298.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-45_1_299-582.pdf
Р139,1,opisi-3,3-46,1,Звіти про науково-дослідні роботи НДІ автоматизації керування та виробництва,"к. 3-46, од.зб. 1-339",1961,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-46_1.pdf
Р139,2,opisi-3,3-46,2,Звіти про науково-дослідні роботи НДІ автоматизації керування та виробництва,"к. 3-46, од.зб. 340-399",1975,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-46_2.pdf
Р146,1,opisi-3,3-47,1,Звіти про науково-дослідні роботи,"к. 3-47, од.зб. 1-41",1948,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-47_1.pdf
Р146,2,opisi-3,3-47,2,Звіти про науково-дослідні роботи,"к. 3-47, од.зб. 42-146",1964,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-47_2.pdf
Р147,1,opisi-3,3-48,1,Звіти про науково-дослідні роботи,"к. 3-48, од.зб. 1-18",1946,1962,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-48_1.pdf
Р148,1,opisi-3,3-49,1,Звіти про науково-дослідні роботи,"к. 3-49, од.зб. 1-28",1959,1961,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-49_1.pdf
Р151,1,opisi-3,3-50,1,Звіти про науково-дослідні роботи,"к. 3-50, од.зб. 1-9",1967,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-50_1.pdf
Р154,1,opisi-3,3-51,1,Звіти про науково-дослідні роботи,"к. 3-51, од.зб. 1-305",1960,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-51_1.pdf
Р96,1Е,opisi-3,3-52,1,Звіти про науково-дослідні роботи,"к. 3-52, од.зб. 1-83",1965,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-52_1.pdf
Р155,1,opisi-3,3-53,1,Звіти про науково-дослідні роботи,"к. 3-53, од.зб. 1-88",1960,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-53_1.pdf
Р160,1,opisi-3,3-54,1,Звіти про науково-дослідні роботи,"к. 3-54, од.зб. 1-15",1961,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-54_1.pdf
Р21,1Д,opisi-3,3-55,1,Звіти про науково-дослідні роботи НДІ сільськогосподарського машинобудування,"к. 3-55, од.зб. 1-413",1965,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-55_1.pdf
Р21,2,opisi-3,3-55,2,Звіти про науково-дослідні роботи НДІ сільськогосподарського машинобудування,"к. 3-55, од.зб. 414-602",1969,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-55_2.pdf
Р21,3,opisi-3,3-55,3,Звіти про науково-дослідні роботи НДІ сільськогосподарського машинобудування,"к. 3-55, од.зб. 603-865",1976,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-55_3.pdf
Р171,1,opisi-3,3-56,1,"Науково-дослідні роботи. Проблема: «Розробка рецептур технологічних процесів виробництва пластичних і технологічних мастил, мастильно-охолоджуючих рідин, присадок мастил і матеріалами, стандартизація та уніфікація їх асортименту»","к. 3-56, од.зб. 1-23",1963,1965,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-56_1.pdf
Р172,1,opisi-3,3-57,1,"Науково-дослідні роботи. Проблема : ""Створення конструкцій, рецептури гум, технологічних процесів і обладнання для виробництва великогабаритних і надвеликогабаритних автомобільних, будівельно-дорожних і сільськогосподарських машин, а також технології та обладнання для їх місцевого та відновного ремонту ""","к. 3-57, од.зб. 1-185",1969,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-57_1.pdf
Р95,1Ц,opisi-3,3-58,1,Звіти про науково-дослідні роботи НДІ машин для виробництва синтетичних волокон,"к. 3-58, од.зб. 1-29",1965,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-58_1.pdf
Р95,2Б,opisi-3,3-58,2,Звіти про науково-дослідні роботи НДІ машин для виробництва синтетичних волокон,"к. 3-58, од.зб. 30-155",1967,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-58_2pdf.pdf
Р95,3,opisi-3,3-58,3,Звіти про науково-дослідні роботи НДІ машин для виробництва синтетичних волокон,"к. 3-58, од.зб. 156-294",1985,2000,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-58_3pdf.pdf
Р98,1,opisi-3,3-59,1,Звіти про науково-дослідні роботи,"к. 3-59, од.зб. 1-15",1972,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-59_1.pdf
Р98,2,opisi-3,3-59,2,Звіти про науково-дослідні роботи,"к. 3-59, од.зб. 16-48",1971,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-59_2.pdf
Р98,3,opisi-3,3-59,3,Звіти про науково-дослідні роботи,"к. 3-59, од.зб. 49-89",1972,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-59_3.pdf
Р179,1,opisi-3,3-60,1,Звіти про науково-дослідні роботи НДІ будівельних конструкцій,"к. 3-60, од.зб. 1-29",1966,1967,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-60_1.pdf
Р179,2,opisi-3,3-60,2,Звіти про науково-дослідні роботи НДІ будівельних конструкцій,"к. 3-60, од.зб. 30-34",1982,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-60_2.pdf
Р179,3,opisi-3,3-60,3,Звіти про науково-дослідні роботи НДІ будівельних конструкцій,"к. 3-60, од.зб. 35-36",1982,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-60_3.pdf
Р179,4,opisi-3,3-60,4,Звіти про науково-дослідні роботи НДІ будівельних конструкцій,"к. 3-60, од.зб. 3-60",1978,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-60_4.pdf
Р180,1,opisi-3,3-61,1,Науково-дослідні роботи Українського науково-дослідного інституту механічної обробки деревини «УкрНІІМОД»,"к. 3-61, од.зб. 1-189",1931,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-61_1.pdf
Р180,2,opisi-3,3-61,2,Науково-дослідні роботи Українського науково-дослідного інституту механічної обробки деревини «УкрНІІМОД»,"к. 3-61, од.зб. 190-374",1972,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-61_2.pdf
Р180,3,opisi-3,3-61,3,Науково-дослідні роботи Українського науково-дослідного інституту механічної обробки деревини «УкрНІІМОД»,"к. 3-61, од.зб. 375-513",1981,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-61_3.pdf
Р180,4,opisi-3,3-61,4,Науково-дослідні роботи Українського науково-дослідного інституту механічної обробки деревини «УкрНІІМОД»,"к. 3-61, од.зб. 514-585",1989,2016,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-61_4.pdf
Р182,1,opisi-3,3-62,1,Науково-дослідні роботи Запорізької філії Всесоюзного науково -дослідного і конструкторського інституту «Цветметавтоматіка» НВО «Союзкольорметавтоматика»,"к. 3-62, од.зб. 1-22",1967,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-62_1.pdf
Р141,1А,opisi-3,3-63,1,Звіти про науково-дослідні роботи,"к. 3-63, од.зб. 1-33",1968,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-63_1.pdf
Р193,1Б,opisi-3,3-64,1,Науково-дослідні роботи Харківської філії «ВНДІливмаш»,"к. 3-64, од.зб. 1-7",1962,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-64_1.pdf
Р193,2,opisi-3,3-64,2,Науково-дослідні роботи Харківської філії «ВНДІливмаш»,"к. 3-64, од.зб. 8-29",1966,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-64_2.pdf
Р193,3,opisi-3,3-64,3,Науково-дослідні роботи Харківської філії «ВНДІливмаш»,"к. 3-64, од.зб. 30-97",1985,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-64_3.pdf
Р105,1,opisi-3,3-65,1,"Звіти за темами науково-дослідних робіт по проблемах Зонального науково-дослідного та проектного інституту типового та експериментального проектування житлових і громадських будівель ""КиївЗНДІЕП""","к. 3-65, од.зб. 1-10",1980,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-65_1.pdf
Р204,1,opisi-3,3-66,1,Науково-дослідні роботи від Науково-дослідного інституту будівельного виробництва,"к. 3-66, од.зб. 1-3",1974,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_3-66_1.pdf
