kind,level,ref,detail
sequence-gap,case,ДАЧгО-127-31Б,"245 missing in 20..275: 21-81,83-105,107-122,124-143,145-169,171-195,197-201,203-208,210-219,221-274"
sequence-gap,case,ДАЧгО-127-64А,"226 missing in 10..276: 13,16-21,24-29,31-34,37-38,40-41,43-46,48-52,54-58,61-63,65-67,70-75,77-90,93-97,99-121,123-126,130-133,135-138,141-167,169-174,…"
sequence-gap,case,ДАЧгО-127-105А,"161 missing in 21..197: 22-24,26-29,32-51,53-60,63-71,73-84,86-123,125-129,131-136,138-145,147-168,170-185,187-196"
sequence-gap,case,ДАЧгО-127-95А,"193 missing in 11..225: 12-30,32-51,53,55-56,60-62,64,67-76,79-95,97-107,109-111,113-131,133-146,149-152,154-194,196-202,204-224"
sequence-gap,case,ДАЧгО-127-103А,"123 missing in 1..134: 2,4-20,22-32,34-36,38,40-85,87-104,106-126,128-129,131-133"
sequence-gap,case,ДАЧгО-127-96А,"168 missing in 6..187: 7-47,49-62,64-68,70-84,86-92,94-99,101-125,127-130,132-134,136-139,141-166,168-175,177-186"
sequence-gap,case,ДАЧгО-127-98А,"95 missing in 9..114: 10-32,34-37,39-48,50-56,59-74,76-80,82-88,90-110,112-113"
sequence-gap,case,ДАЧгО-127-113А,"200 missing in 28..241: 29-36,38-45,47-62,65-67,69,71-79,81-94,96-104,106-112,114-128,130-169,171-240"
sequence-gap,case,ДАЧгО-127-111А,"98 missing in 10..119: 11-20,22-45,47-56,58,60-65,67-72,74-81,83-91,93-98,100-104,106-118"
sequence-gap,case,ДАЧгО-1475-1,1 missing in 1..50: 40
sequence-gap,case,ДАЧгО-Р4609-1,1 missing in 1..7119: 2317
sequence-gap,case,ДАЧгО-1415-1,"131 missing in 1..504: 38,137-141,143,145-151,223,234-250,261-265,290,294-298,318-319,363-364,368-373,385,387,405-416,419-421,424-436,452,457-503"
sequence-gap,case,ДАЧгО-1249-1,"224 missing in 1..463: 2,12-115,123,128,151-165,167-169,171-179,182-187,189-203,211-214,232,234-263,267,276,285,290,292,300,302,305,…"
sequence-gap,case,ДАЧгО-467-1,1 missing in 1..176: 160
sequence-gap,case,ДАЧгО-469-1,"8 missing in 1..103: 30,43,50,55-56,58,62,64"
sequence-gap,case,ДАЧгО-83-1,"9 missing in 1..27: 9,12,14,19-20,22-25"
sequence-gap,case,ДАЧгО-86-1,"19 missing in 1..32: 8,10-17,19-22,24-27,29-30"
sequence-gap,case,ДАЧгО-101-1,"4027 missing in 48..4115: 49-383,385-393,395-417,419-1130,1132-1152,1154-1164,1166-1189,1191-1263,1265-1275,1278-1379,1381-1566,1568-1582,1584-1679,1682-1850,1856-1864,1866,1868-1877,1879-1891,1893-1911,1913-1923,…"
sequence-gap,case,ДАЧгО-136-1,"31 missing in 9..50: 10-14,16-24,26,28-33,35-41,43-44,49"
sequence-gap,case,ДАЧгО-138-1,"33 missing in 2..54: 3,6-11,13,16-20,24-31,33-41,51-53"
sequence-gap,case,ДАЧгО-143-1,"574 missing in 3..624: 4-24,26-49,51-54,56-82,84-122,124-129,131,133-136,138-148,150-154,156-168,170-175,177-178,180-186,188-191,193-207,209-221,224-226,228-236,238-261,…"
sequence-gap,case,ДАЧгО-147-1,"1652 missing in 569..2234: 570-1643,1645-1658,1660-2177,2183-2185,2187-2190,2192-2218,2220-2225,2227-2232"
sequence-gap,case,ДАЧгО-176-1,"430 missing in 29..468: 30-65,67,69-94,97,99-279,281-343,345-399,401-467"
sequence-gap,case,ДАЧгО-179-1,"335 missing in 31..377: 33-75,77-111,113-234,236-289,291-312,314-315,317-327,329-338,340-357,359-376"
sequence-gap,case,ДАЧгО-179-1А,"1492 missing in 14..1515: 15-81,83-138,140-334,336-449,451-597,599-899,901-1109,1111-1185,1187-1514"
sequence-gap,case,ДАЧгО-133-1,"12 missing in 1..395: 22,39,83,93,109-110,159,310-311,316-317,387"
sequence-gap,case,ДАЧгО-133-2,"11 missing in 1..21: 6-7,9-11,13-14,16-19"
sequence-gap,case,ДАЧгО-622-1,"3923 missing in 1089..5021: 1090-1182,1184-1641,1643-2072,2074-3669,3671-3999,4001-4113,4115-4265,4267-4589,4591-5020"
sequence-gap,case,ДАЧгО-675-1,1 missing in 1..23: 21
sequence-gap,case,ДАЧгО-678-1,"110 missing in 2..126: 3,5-42,44-90,93-97,100-105,107-110,112-113,116-119,122-123,125"
sequence-gap,case,ДАЧгО-712-1,"251 missing in 1..311: 2-5,7-19,21-26,28-63,65-97,99-121,123-154,156,158-167,169-170,172-178,181,183-199,242-254,256-258,260-276,278-310"
sequence-gap,case,ДАЧгО-1002-1,"2 missing in 1..15: 6,11"
sequence-gap,case,ДАЧгО-1011-1,"64 missing in 1..131: 25-32,46-62,78,81-83,94-118,120-124,126-130"
sequence-gap,case,ДАЧгО-1120-1,"924 missing in 133..1071: 134-255,257-389,391-491,493-627,629-634,636-777,779-795,797,799-811,813-855,857,859-903,905-1008,1010-1070"
sequence-gap,case,ДАЧгО-1207-1,"1441 missing in 118..1568: 119-266,268-296,298-342,344-393,395-499,501-504,506-620,622-1004,1006-1567"
sequence-gap,case,ДАЧгО-1441-1,4 missing in 2..16: 12-15
sequence-gap,case,ДАЧгО-1486-1,"853 missing in 74..978: 75-231,233-234,236,238,240-262,264-287,289-311,315-336,338-475,477-605,607-663,665-708,710-744,761-762,765,771-790,792-798,800-803,805-830,832-857,…"
sequence-gap,case,ДАЧгО-9051-1,"10 missing in 1..32: 11,13,15,19-22,27-28,30"
sequence-gap,case,ДАЧгО-9057-1,"21 missing in 12..44: 13-16,18-19,21-22,25-26,28-33,36,38-39,42-43"
sequence-gap,case,ДАЧгО-Р1043-1,"834 missing in 30..877: 31-61,63-165,167-262,264-268,270-323,325-361,363-388,390-418,420-568,570-614,616-660,662-791,793-876"
sequence-gap,case,ДАЧгО-Р122-1,7 missing in 27..43: 36-42
sequence-gap,case,ДАЧгО-Р1236-1,"69 missing in 2..89: 3-4,7,9-11,13-14,16-37,39-54,56,58-78,88"
sequence-gap,case,ДАЧгО-Р1308-1,"43 missing in 1..88: 3,5-13,15,17-39,42,57,59,68,73-74,76-77,86"
sequence-gap,case,ДАЧгО-Р1310-1,"19 missing in 1..102: 66-71,73-75,77-80,95-100"
sequence-gap,case,ДАЧгО-Р1375-1,"11 missing in 5..37: 6-11,13-15,19-20"
sequence-gap,case,ДАЧгО-Р1376-1,"52 missing in 1..67: 2-35,40-41,44-48,50-51,53-54,56,58-62,66"
sequence-gap,case,ДАЧгО-Р1376-3,"81 missing in 3..109: 6-9,11-12,15-24,26-28,30-31,33-36,38,40-51,53-55,57,59-63,65,67-71,73-76,78,80-82,87,90-108"
junk-code,case,ДАЧгО-Р1376-8/1ФОТОАЛЬБОМ,"irregular shape, migrated as ""1ФОТОАЛЬБОМ"""
junk-code,case,ДАЧгО-Р1376-8/2ФОТОАЛЬБОМ,"irregular shape, migrated as ""2ФОТОАЛЬБОМ"""
junk-code,case,ДАЧгО-Р1376-8/3ФОТОАЛЬБОМ,"irregular shape, migrated as ""3ФОТОАЛЬБОМ"""
junk-code,case,ДАЧгО-Р1376-8/5ФОТОАЛЬБОМ,"irregular shape, migrated as ""5ФОТОАЛЬБОМ"""
junk-code,case,ДАЧгО-Р1376-8/8ФОТОАЛЬБОМ,"irregular shape, migrated as ""8ФОТОАЛЬБОМ"""
sequence-gap,case,ДАЧгО-Р1376-8,2 missing in 1..9: 6-7
sequence-gap,case,ДАЧгО-Р1397-1,"12 missing in 1..22: 3-4,7-8,10-12,14-15,17-18,20"
junk-code,case,ДАЧгО-Р1495-1/115ЩОДЕННИК,"irregular shape, migrated as ""115ЩОДЕННИК"""
sequence-gap,case,ДАЧгО-Р1495-1,"100 missing in 1..115: 2-9,11-18,20-78,80,82-84,86-89,91-100,108-114"
sequence-gap,case,ДАЧгО-Р1509-1,"4 missing in 1..14: 7,9,11-12"
sequence-gap,case,ДАЧгО-Р1509-3,2 missing in 1..21: 8-9
sequence-gap,case,ДАЧгО-Р1561-1,"7 missing in 1..33: 8,11,14-15,19,24,27"
sequence-gap,case,ДАЧгО-Р2124-1,"29 missing in 1..71: 7,19-22,24-34,36-46,49,59"
sequence-gap,case,ДАЧгО-Р2127-1,"353 missing in 1..367: 6-143,145-199,201-211,213-224,226-302,304-328,330,332-365"
sequence-gap,case,ДАЧгО-Р2350-1,"14 missing in 1..28: 2-4,6-7,13-14,16-18,22,25-27"
sequence-gap,case,ДАЧгО-Р330-4,"19 missing in 4..265: 7,16-18,24-27,50,54,180-188"
sequence-gap,case,ДАЧгО-Р442-1,"623 missing in 1..641: 10,12-13,17-18,23-640"
sequence-gap,case,ДАЧгО-Р442-4,"5 missing in 1..93: 20,61,90-92"
sequence-gap,case,ДАЧгО-Р5036-2,"2459 missing in 47..2517: 48-563,565-1349,1351-1374,1376-1987,1989-2001,2003-2205,2207-2426,2429-2451,2453-2490,2492-2516"
sequence-gap,case,ДАЧгО-Р5865-1,"100 missing in 7..116: 8-17,20-26,28-29,31,33,35-61,63-73,75-115"
sequence-gap,case,ДАЧгО-Р593-1,"1406 missing in 16..1431: 17-34,36-51,53-321,323-437,439-706,708-734,736-774,776-1004,1006-1430"
sequence-gap,case,ДАЧгО-Р608-1,"102 missing in 997..5314: 3007,4626,4741,4744,4755,4757-4759,4766,4771,4774,4776,4786-4787,4796,4799-4801,4844,4848-4849,4854,4865,4867,4873,4879,…"
sequence-gap,case,ДАЧгО-Р651-1,"2757 missing in 166..2935: 167-381,383-402,404-494,496-793,795-1355,1357-1375,1377-1475,1477-1569,1571-1607,1609-1877,1879-2859,2861-2934"
sequence-gap,case,ДАЧгО-Р651-3,1 missing in 1..70: 23
sequence-gap,case,ДАЧгО-Р651-4,"19 missing in 9..38: 10,12-14,16,18-26,29-33"
sequence-gap,case,ДАЧгО-Р651-6,"3 missing in 1..17: 6,8,10"
sequence-gap,case,ДАЧгО-Р8842-1,"41 missing in 1..67: 7-9,16,20-25,27-31,34,36,38-42,44,46-48,50-56,59-66"
sequence-gap,case,ДАЧгО-Р90-3,"549 missing in 1..611: 3-4,7-10,16-17,20-47,54-63,73-75,78-79,89-90,96-102,110-153,165-541,543-610"
sequence-gap,case,ДАЧгО-Р9022-1,1 missing in 1..450: 421
sequence-gap,case,ДАЧгО-Р942-1,"6537 missing in 4..7277: 9-19,22-60,62-69,71-151,153-171,173-209,211-231,233-329,949,955-966,970,990-998,1009-1022,1034-1035,1041-1677,1679-1719,1722-1827,1829-1881,1883-2033,2035-2042,…"
sequence-gap,case,ДАЧгО-П1161-1,"402 missing in 2..416: 3-20,22-75,77-88,90-113,115-132,134-138,140-164,166-192,194-412"
sequence-gap,case,ДАЧгО-1271-1,"5 missing in 2..49: 4,37-40"
sequence-gap,case,ДАЧгО-1304-1,"27 missing in 1..281: 16,26,54-56,64,70-71,143-148,194,206,212-216,236,241,275-278"
sequence-gap,case,ДАЧгО-1429-1,4 missing in 1..36: 15-18
sequence-gap,case,ДАЧгО-1449-1,1 missing in 5..33: 7
sequence-gap,case,ДАЧгО-1454-1,"16 missing in 57..129: 68-73,84-87,98-101,105,111"
sequence-gap,case,ДАЧгО-1458-1,"524 missing in 1..1068: 13-136,138-213,227-229,248,252,271-274,309,318-320,323-335,355-483,496,498-503,525,527-528,540-547,551-565,575,580-588,615-616,640-664,…"
sequence-gap,case,ДАЧгО-146-1,4 missing in 1..15: 11-14
sequence-gap,case,ДАЧгО-Р9042-1,1 missing in 1..57: 47
