archive,code,fond,inventory,file,title,tags,years
ДААРК,293-1-88,293,1,88,"Метрична книга. Мечеть с. Стіля, Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1847-1847
ДААРК,293-2-109,293,2,109,"Метрична книга. Мечеть с. Стіля, Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб,1850-1850
ДААРК,293-1-226,293,1,226,"Метрична книга. Мечеть с. Стіля, Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1860-1860
ДААРК,293-1-350,293,1,350,"Метрична книга. Мечеть с. Стіля, Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1862-1862
ДААРК,293-1-320,293,1,320,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|народження,1852-1852
ДААРК,293-1-328,293,1,328,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|народження,1857-1857
ДААРК,293-1-17,293,1,17,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб|розлучення,1834-1834
ДААРК,293-1-330,293,1,330,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб,1857-1857
ДААРК,293-1-264А,293,1,264А,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1834-1834
ДААРК,293-1-95,293,1,95,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1847-1847
ДААРК,293-1-327,293,1,327,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1856-1856
ДААРК,293-1-346,293,1,346,"Метрична книга. Мечеть с. Улу-Сала, Сімферопольського, з 1838 р. Ялтинського пов. Озенбаської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1862-1862
ДААРК,320-1-23,320,1,23,"Метрична книга. Мечеть с. Уркуста, Ялтинського пов. Байдарської вол. (татарською мовою, арабське письмо)",метрична книга|народження,1849-1849
ДААРК,320-1-14,320,1,14,"Метрична книга. Мечеть с. Уркуста, Ялтинського пов. Байдарської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб,1847-1847
ДААРК,320-1-15,320,1,15,"Метрична книга. Мечеть с. Уркуста, Ялтинського пов. Байдарської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб,1847-1847
ДААРК,320-1-16,320,1,16,"Метрична книга. Мечеть с. Уркуста, Ялтинського пов. Байдарської вол. (татарською мовою, арабське письмо)",метрична книга|шлюб,1847-1847
ДААРК,320-1-18,320,1,18,"Метрична книга. Мечеть с. Уркуста, Ялтинського пов. Байдарської вол. (татарською мовою, арабське письмо)",метрична книга|смерть,1847-1847
ДААРК,142-2-29,142,2,29,"Метрична книга. Євпаторійська синагога, м. Євпаторія",метрична книга|розлучення,1912-1913
ДААРК,142-3-992,142,3,992,"Метрична книга. Феодосійська синагога, м. Феодосія",метрична книга|народження,1915-1920
