id,code,inventory_id
838611f4-f0ab-421e-9ce0-2df55025b676,12,b843aada-e248-4e5c-b0b0-63456b222f0f
6a9f3844-0325-4bc3-8e63-377c64bcc831,6,b843aada-e248-4e5c-b0b0-63456b222f0f
