212	1	Житомирська учительська семінарія м. Житомир, Волинської губернії	0
214	1	Радомисльська коштово-телеграфна контора м. Радомисль, Київської губернії	0
214	2	Радомисльська коштово-телеграфна контора м. Радомисль, Київської губернії	0
226	1	Волинська губернська землевпорядна комісія м. Житомир, Волинської губернії	0
230	1	Житомирське лісництво Волинської палати державного майна м. Житомир, Волинської губернії	0
230	2	Житомирське лісництво Волинської палати державного майна м. Житомир, Волинської губернії	0
230	3	Житомирське лісництво Волинської палати державного майна м. Житомир, Волинської губернії	0
230	4	Житомирське лісництво Волинської палати державного майна м. Житомир, Волинської губернії	0
233	1	Житомирське землемірне училище м. Житомир, Волинської губернії	0
234	1	Станишівське лісництво Волинського управління землеробства та державного майна с. Станишівка, Житомирський повіт, Волинської губернії	0
239	1		0
242	1		0
244	1	Бердичівський публічний нотаріус Пінхос Вайнштейн м-ко Бердичів, Житомирського повіту	0
245	1	Бердичівський публічний нотаріус Григорій Леонсон м-ко Бердичів, Житомирського повіту	0
247	1	Волинське губернське по промисловому податку присутствіє м. Житомир, Волинської губернії	0
248	1	Новоград-Волинське по чиншевим справам присутствіє м. Новоград-Волинський, Волинської губернії	0
249	1	Житомирське міське по квартирному податку присутствіє м. Житомир, Волинської губернії	1
252	1	Мировий посередник 2-ї дільниці Новоград-Волинського повіту, м. Новоград-Волинський Волинської губернії	0
256	1	Житомирська жіноча гімназія Н. В. Овсянникової м. Житомир, Волинської губернії	0
259	1	Житомирське 1-ше вище-початкове чоловіче училище м. Житомир, Волинської губернії	4
