oc_id,parsed,target
296f2b47-4cbc-4038-a260-21313f8c4428,ДАДнО-Р1267-1,ДАДНО-Р1267-1
906acd0c-c749-4df3-aed7-9a87674616ba,ДАДнО-Р1277-1,ДАДНО-Р1277-1
6db415be-e49c-4648-8b43-08cc3414bf15,ДАДнО-Р1278-1,ДАДНО-Р1278-1
88ba61b2-8785-4b2f-b3f7-92b922308734,ДАДнО-Р1278-2,ДАДНО-Р1278-2
25b7035c-f214-4b65-8c49-45b54acf6892,ДАДнО-Р1278-3ДОД,ДАДНО-Р1278-3ДОД
87ed6546-5357-4509-bf68-9797faac2375,ДАДнО-Р1298-1,ДАДНО-Р1298-1
269e776f-aa5c-4071-bdf6-fb34c48c57e9,ДАДнО-Р1310-1,ДАДНО-Р1310-1
60aa73aa-ee03-4781-b32d-8332bc9c5f68,ДАДнО-Р131-1,ДАДНО-Р131-1
c9b227f6-562f-4ef6-8205-2df4c1feebf7,ДАДнО-Р131-1,ДАДНО-Р131-1
7cc6ec14-9fd1-43fa-9edf-59f7cdfea458,ДАДнО-Р131-2,ДАДНО-Р131-2
2a40ff21-66a7-435d-b45d-75cedf00d875,ДАДнО-Р1312-1,ДАДНО-Р1312-1
4f611f6d-817a-4f7d-95f5-e00c8b43328b,ДАДнО-Р1331-1,ДАДНО-Р1331-1
5918ba9d-67b2-40b3-a84c-6dcd53011049,ДАДнО-Р1334-1,ДАДНО-Р1334-1
c4b303c1-79f1-4307-9d05-91306f4cf810,ДАДнО-Р1338-1,ДАДНО-Р1338-1
b13ea73c-baa4-4416-99e4-9439607bb384,ДАДнО-Р1339-1,ДАДНО-Р1339-1
82ac4fb3-fcdd-42fc-ac32-86112dd3a576,ДАДнО-Р1340-1,ДАДНО-Р1340-1
c759ef11-3a00-45ff-890c-e1cc177e1084,ДАДнО-Р1348-1,ДАДНО-Р1348-1
e50832e3-474f-49d3-adcd-a04d1315e95c,ДАДнО-Р1370-1,ДАДНО-Р1370-1
46f3bd59-cf68-4cfc-90c7-dbe6fc0209d0,ДАДнО-Р1378-1,ДАДНО-Р1378-1
1b4ed706-6399-4c57-9cf8-629ea750dfd4,ДАДнО-Р1379-1,ДАДНО-Р1379-1
a69dad07-e42d-4c34-b904-dc312c290797,ДАДнО-Р1381-1,ДАДНО-Р1381-1
ac251887-c825-4951-ac4d-804ba92d0bc3,ДАДнО-Р1382-1,ДАДНО-Р1382-1
1306349a-9b30-4418-819d-de01a4f43d43,ДАДнО-Р1387-1,ДАДНО-Р1387-1
a32012e6-535c-44b5-8888-4b8a3986e0fc,ДАДнО-Р1388-1,ДАДНО-Р1388-1
8a188509-76e4-4b33-8ca3-1860c57d5034,ДАДнО-Р1389-1,ДАДНО-Р1389-1
4ba98359-ff54-448a-a4ff-c8d4c44ecfe2,ДАДнО-Р1390-1,ДАДНО-Р1390-1
ceca62cd-4540-42dd-87f7-bca6f943bfaa,ДАДнО-Р139-1,ДАДНО-Р139-1
1a57b3d6-c4b8-4905-aa55-1bcdd609e4aa,ДАДнО-Р1391-1,ДАДНО-Р1391-1
799e1e32-2292-4c54-ae9e-166f8aa29b09,ДАДнО-Р139-1ДОД,ДАДНО-Р139-1ДОД
68f3295b-7ed7-445f-8927-54da853fc96a,ДАДнО-Р1392-1,ДАДНО-Р1392-1
bb08e258-287d-42d7-8bf8-68c2fd8281ba,ДАДнО-Р1396-1,ДАДНО-Р1396-1
1b339e1e-717c-4613-b1af-4d962239390a,ДАДнО-Р1407-1,ДАДНО-Р1407-1
25c64e37-d2aa-46ea-9315-208e7bfdf295,ДАДнО-Р1407-3,ДАДНО-Р1407-3
ab88f51e-61d2-444d-809f-f14b2eb09402,ДАДнО-Р1427-1,ДАДНО-Р1427-1
b64fc14c-a69e-4468-b7f2-2a764fca5219,ДАДнО-Р1449-1,ДАДНО-Р1449-1
07e994f7-b9a1-4132-9ccb-295d4f228127,ДАДнО-Р1449-2,ДАДНО-Р1449-2
4f108060-3c7b-4dd0-8c3a-66e914ee056a,ДАДнО-Р1450-1,ДАДНО-Р1450-1
