oc_id,parsed,pat,target
43ef1b87-15bc-4ea2-838d-a4241b7fa2b0,ДААРК-(++++++Ф. 142-1/186 рождения 1885),p2 Ф f-o/s,ДААРК-142-1-186
1ebebe78-e5a6-4386-8bbb-9038199941b8,"ДААРК-(++++++Ф. 142-1/186 (cont.) рождения (cont.), бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-186
be311b9d-efea-4d47-aaaa-3e2c5bed0bd0,"ДААРК-(++++++Ф. 142-1/187 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-187
880317c1-dd69-40b4-9005-1994ce7a994c,"ДААРК-(++++++Ф. 142-1/188 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-188
c14d00c3-3705-4633-90a5-bf5886da3c92,"ДААРК-(++++++Ф. 142-1/189 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-189
733a3f04-85d9-4bde-9598-548dd257517c,"ДААРК-(++++++Ф. 142-1/190 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-190
2cc466a1-70b4-4c18-b562-be23a6dffac4,"ДААРК-(++++++Ф. 142-1/191 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-191
a304a7b9-1d89-4b8d-aa44-e4f076a16b42,"ДААРК-(++++++Ф. 142-1/192 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-192
51ed2b76-51db-467a-90d9-e23fa262d3a1,"ДААРК-(++++++Ф. 142-1/193 рождения, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-193
5ab86400-b6b8-4ec2-b555-2d69077a5a91,"ДААРК-(++++++Ф. 142-1/193 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-193
326ccf72-6806-4401-8245-e2c5c8e654d1,"ДААРК-(++++++Ф. 142-1/194 (cont.) рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-194
6b769d1a-c3eb-46fd-9451-0dd3065f95ff,ДААРК-(++++++Ф. 142-1/194 рождения 1885),p2 Ф f-o/s,ДААРК-142-1-194
58134be8-f0a8-4ab6-b300-1a2888b0aa87,"ДААРК-(++++++Ф. 142-1/194 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-194
6a26e25f-b328-4caf-89d7-0dfbbb9a5918,"ДААРК-(++++++Ф. 142-1/195 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-195
55aebbd9-ea6e-4b6a-92c6-fae965389626,"ДААРК-(++++++Ф. 142-1/197 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-197
3e3471bb-d637-40c0-8ce0-7a73bd5dccd1,ДААРК-(++++++Ф. 142-1/199 рождения 1885),p2 Ф f-o/s,ДААРК-142-1-199
af9b4d75-b380-4507-819c-d4eaaac4eaca,"ДААРК-(++++++Ф. 142-1/199 (cont.) рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-199
b03ce69b-312c-4fb0-9cf0-3ffba43b155e,"ДААРК-(++++++Ф. 142-1/199 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-199
e9999183-1585-447d-a2f3-8ca296277dc9,"ДААРК-(++++++Ф. 142-1/2 рождения, бракосочетания, смерти 1872)",p2 Ф f-o/s,ДААРК-142-1-2
3f51e6af-d82f-49be-af25-7a0ddd15f9ee,"ДААРК-(++++++Ф. 142-1/200 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-200
358da45d-baaa-479f-ad78-8b608668a662,"ДААРК-(++++++Ф. 142-1/201 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-201
43f514cd-152d-4f83-a0b7-bec8fbce55e2,"ДААРК-(++++++Ф. 142-1/202 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-202
5a907e07-238e-421f-ac20-e42c402b1b5e,"ДААРК-(++++++Ф. 142-1/203 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-203
399e146e-6c7b-4163-a591-9616394e039a,"ДААРК-(++++++Ф. 142-1/204 рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-204
57672de9-751e-4de9-992e-5d414912dbe3,ДААРК-(++++++Ф. 142-1/204 рождения 1885),p2 Ф f-o/s,ДААРК-142-1-204
8a727801-c071-4425-b2d5-714adc8eba5c,"ДААРК-(++++++Ф. 142-1/204 (cont.) рождения, бракосочетания, смерти 1885)",p2 Ф f-o/s,ДААРК-142-1-204
73b352b5-290a-4a51-b9de-f7a136ccb924,"ДААРК-(++++++Ф. 142-1/205 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-205
63d914a2-c1c9-43bf-93c4-d05f6fc53a75,"ДААРК-(++++++Ф. 142-1/206 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-206
e3564f62-5b09-4bc5-a528-a6374b5ebb00,"ДААРК-(++++++Ф. 142-1/207 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-207
678ba32a-1bbd-4939-a4dd-1874c19478da,"ДААРК-(++++++Ф. 142-1/208 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-208
9d59452c-b561-42f4-b72c-aea7a668a237,ДААРК-(++++++Ф. 142-1/209 рождения 1886),p2 Ф f-o/s,ДААРК-142-1-209
522aeeff-1efe-45f1-83ff-01df4149ff41,"ДААРК-(++++++Ф. 142-1/209 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-209
006cc02c-a790-46c1-aab4-e4413034835c,"ДААРК-(++++++Ф. 142-1/209 (cont.) рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-209
d46423dd-8bfb-4783-9aac-c101948a0aae,"ДААРК-(++++++Ф. 142-1/209 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-209
6940c854-f647-41e3-8e47-ff2ac7d1f1bb,"ДААРК-(++++++Ф. 142-1/210 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-210
25bb5228-2aee-4a3f-b047-b918289cd4ae,"ДААРК-(++++++Ф. 142-1/211 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-211
15ffb3d2-c5c8-4524-89cc-077ced04ec07,"ДААРК-(++++++Ф. 142-1/211 рождения, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-211
11cc72b4-9cc4-4aaa-9ed6-9941d5739487,"ДААРК-(++++++Ф. 142-1/212 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-212
5c2bb874-7690-4123-979a-b89c0a34d6ac,ДААРК-(++++++Ф. 142-1/214 рождения 1886),p2 Ф f-o/s,ДААРК-142-1-214
f5c9ab86-5722-4912-808f-204af7447168,"ДААРК-(++++++Ф. 142-1/217 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-217
170116b1-7887-4875-95ca-e856118a80c1,"ДААРК-(++++++Ф. 142-1/218 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-218
80389bb6-192a-4a50-9ccf-3f46eb4cfffb,"ДААРК-(++++++Ф. 142-1/219 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-219
02f54d8e-a3df-4932-a8da-e1f0e8272499,ДААРК-(++++++Ф. 142-1/220 рождения 1886),p2 Ф f-o/s,ДААРК-142-1-220
02aaa064-0c57-4de7-a16a-2a31f5eab29f,"ДААРК-(++++++Ф. 142-1/220 рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-220
6824ca6e-3aab-4e0d-ad03-1f7523de7a9d,"ДААРК-(++++++Ф. 142-1/220 (cont.) рождения, бракосочетания, смерти 1886)",p2 Ф f-o/s,ДААРК-142-1-220
8a214f9c-6306-4025-81cb-e5a2e4499e57,"ДААРК-(++++++Ф. 142-1/221 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-221
2ed8b595-8d12-4e94-8d7d-62df669cf505,ДААРК-(++++++Ф. 142-1/222 рождения 1887),p2 Ф f-o/s,ДААРК-142-1-222
a9e08919-4cea-42fb-9149-b09ea29e72db,"ДААРК-(++++++Ф. 142-1/223 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-223
bce52a94-cf7f-4e52-89b3-658defbdb4a1,"ДААРК-(++++++Ф. 142-1/224 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-224
04543c2b-5edd-4bb7-a1d4-11e311068a7c,"ДААРК-(++++++Ф. 142-1/224 (cont.) рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-224
290a9d35-9bbd-4fd8-a9cc-ab95f8cdab5e,ДААРК-(++++++Ф. 142-1/224 рождения 1887),p2 Ф f-o/s,ДААРК-142-1-224
d4bcde89-4eab-40b6-8d22-daace1f56d0a,"ДААРК-(++++++Ф. 142-1/224 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-224
54122fb7-67d1-4f71-806f-dd6f83394778,"ДААРК-(++++++Ф. 142-1/225 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-225
7ae5b6ae-ba78-4193-9527-e70f1eb3734b,ДААРК-(++++++Ф. 142-1/226 (cont.) смерти 1887),p2 Ф f-o/s,ДААРК-142-1-226
8d85cacc-bb68-45f6-a7bc-ec3a06d528ea,"ДААРК-(++++++Ф. 142-1/226 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-226
9bbe05fe-cf72-4947-81c1-f2899a28fff1,"ДААРК-(++++++Ф. 142-1/226 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-226
e1f6a37b-7020-4bb3-bde9-6b0d5d132ff2,"ДААРК-(++++++Ф. 142-1/227 рождения, бракосочетания, смерти 1887 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-227
73d3d32b-18a6-4626-b0b4-fd736f4fd225,"ДААРК-(++++++Ф. 142-1/227 рождения, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-227
402a2059-629a-4318-9776-415382c5df49,ДААРК-(++++++Ф. 142-1/227 рождения 1887),p2 Ф f-o/s,ДААРК-142-1-227
74624810-b435-4057-80ac-e1062524235b,"ДААРК-(++++++Ф. 142-1/227 (cont.) рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-227
8311f423-0312-4e2c-a4a6-baba810cdf37,"ДААРК-(++++++Ф. 142-1/227 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-227
95fbac28-d300-4a0b-8785-5d7ba40d2a0f,"ДААРК-(++++++Ф. 142-1/228 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-228
720e830d-c88e-486f-a217-c7ad50136fc7,"ДААРК-(++++++Ф. 142-1/228 Рождения, бракосочетания, смерти 1887 (стр. 169-225))",p2 Ф f-o/s,ДААРК-142-1-228
0da603d0-1492-4c77-bf9b-dd464705f81b,"ДААРК-(++++++Ф. 142-1/229 бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-229
b893821d-39f2-4617-a9b7-70212b4df1da,"ДААРК-(++++++Ф. 142-1/230 рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-230
061654f3-d58f-4066-aa82-c11575749f6b,"ДААРК-(++++++Ф. 142-1/230 Рождения, бракосочетания, смерти 1887)",p2 Ф f-o/s,ДААРК-142-1-230
b57305cc-a46e-461d-b41d-48311a562fa7,ДААРК-(++++++Ф. 142-1/231 рождения 1887),p2 Ф f-o/s,ДААРК-142-1-231
9cc0f522-ce0d-4cc0-8f43-3c6c30ffb706,"ДААРК-(++++++Ф. 142-1/235 (cont.) рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-235
9968a5bf-4bb3-49b3-9bc3-cd1913b28c79,"ДААРК-(++++++Ф. 142-1/236 рождения 1888Ф. 142-1/237 бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-236
173e3152-abae-46ef-b86c-b31e3a84cac5,"ДААРК-(++++++Ф. 142-1/238 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-238
88cf284b-adea-4d6c-bcb8-a170954ac7cc,"ДААРК-(++++++Ф. 142-1/239 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-239
17902cf3-f20b-4398-9426-bb19bb273a31,"ДААРК-(++++++Ф. 142-1/240 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-240
b62d88b9-f2e6-472c-bb85-1fe29b073e73,"ДААРК-(++++++Ф. 142-1/241 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-241
93cbb0de-3c74-40a2-9a2a-47cc14347d06,"ДААРК-(++++++Ф. 142-1/241 рождения, бракосочетания, смерти 1889Ф. 142-1/242 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-241
94b02424-0339-4014-a43e-036993b65351,"ДААРК-(++++++Ф. 142-1/241 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-241
67dbf564-321a-48f7-a932-2d8992d44b99,"ДААРК-(++++++Ф. 142-1/241 рождения, бракосочетания, смерти 1889 -- Ф. 142-1/242 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-241
8d0e2835-239f-4593-bdb4-e36d15ea3447,"ДААРК-(++++++Ф. 142-1/243 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-243
0d620a9d-10c8-408c-9e4c-af3baf26c959,"ДААРК-(++++++Ф. 142-1/244 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-244
60c7f5ee-1846-4805-a8a6-68573db58bf5,ДААРК-(++++++Ф. 142-1/244 (cont.) смерти 1888),p2 Ф f-o/s,ДААРК-142-1-244
2119781f-6b15-4141-9d9e-92c8a679ab8b,"ДААРК-(++++++Ф. 142-1/244 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-244
02db8bcb-1e12-476d-8369-cc5db9a4e550,"ДААРК-(++++++Ф. 142-1/244 Рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-244
ca4c9db9-ff58-42f3-a850-7caeed226105,"ДААРК-(++++++Ф. 142-1/245 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-245
ac25b2ed-bec5-49e3-8465-c85a4c53cd08,"ДААРК-(++++++Ф. 142-1/246 рождения, бракосочетания, смерти 1888 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-246
539527de-7bc0-49bf-98a8-4d695bd85a8b,"ДААРК-(++++++Ф. 142-1/246 рождения, бракосочетания, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-246
1a1e0116-d0e7-4ee8-8581-c48ac1612c5a,"ДААРК-(++++++Ф. 142-1/246 рождения, смерти 1888)",p2 Ф f-o/s,ДААРК-142-1-246
5b152589-f977-49a3-82af-b863d8684ea6,"ДААРК-(++++++Ф. 142-1/247 рождения, бракосочетания, смерти 1888 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-247
1f9aa3a7-25c3-4e2c-bd10-e484c9e43a84,"ДААРК-(++++++Ф. 142-1/251 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-251
fb9f5ea0-af0d-43c8-ae10-d9322813bce3,ДААРК-(++++++Ф. 142-1/251 (cont.) смерти 1889),p2 Ф f-o/s,ДААРК-142-1-251
9b8c11b0-121a-4eb9-86ba-e3e6a418c37e,"ДААРК-(++++++Ф. 142-1/252 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-252
3064b209-42e9-4268-aa4e-40261eb96cbf,"ДААРК-(++++++Ф. 142-1/253 бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-253
1a42aed8-26ec-4480-acd8-7322bfdecac3,"ДААРК-(++++++Ф. 142-1/254 рождения, бракосочетания, смерти 1889 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-254
ff0701e8-524c-42e7-a64a-c34be69b2934,"ДААРК-(++++++Ф. 142-1/254 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-254
d30bb65c-0b0e-433d-b480-6b8ccb1d94c0,"ДААРК-(++++++Ф. 142-1/254 рождения, бракосочетания 1889)",p2 Ф f-o/s,ДААРК-142-1-254
d60fe5d9-18a2-4c53-a7a2-bf71fdcbc1cc,"ДААРК-(++++++Ф. 142-1/254 (cont.) бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-254
b21b8f88-b843-4138-9387-a0655bd718f7,"ДААРК-(++++++Ф. 142-1/255 рождения, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-255
d5622389-bc9b-463d-92cd-3fbc5af6e605,"ДААРК-(++++++Ф. 142-1/255 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-255
c897890a-b57f-4944-9212-0618d94bf32f,"ДААРК-(++++++Ф. 142-1/255 рождения, бракосочетания, смерти 1889 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-255
cc644431-eeb8-410e-b2cc-ac46b13b6c92,"ДААРК-(++++++Ф. 142-1/256 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-256
ec0cd15d-9c18-4764-b1bb-a3766268d977,"ДААРК-(++++++Ф. 142-1/257 рождения, бракосочетания, смерти 1889 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-257
1ced9613-b11b-476a-8282-8ebca744eb91,"ДААРК-(++++++Ф. 142-1/258 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-258
89eb2d22-8150-4dc4-9425-f233d2c01a85,"ДААРК-(++++++Ф. 142-1/259 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-259
c46eb3cb-4f7f-4f54-aa35-3f45275842e5,"ДААРК-(++++++Ф. 142-1/259 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-259
0e8272d3-9e8e-436e-acb9-f63bf1e1cd2c,"ДААРК-(++++++Ф. 142-1/26 рождения, бракосочетания, смерти 1872Ф. 142-1/27 рождения, бракосочетания, смерти 1875)",p2 Ф f-o/s,ДААРК-142-1-26
a3a3ef0f-b0e9-4367-ba70-4b0c77a2a777,"ДААРК-(++++++Ф. 142-1/26 (cont.) рождения, бракосочетания, смерти 1872Ф. 142-1/27 рождения, бракосочетания, смерти 1875)",p2 Ф f-o/s,ДААРК-142-1-26
4a19b5ac-7afa-44fc-8e0d-4fcf2e50ea2f,"ДААРК-(++++++Ф. 142-1/260 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-260
7b545a0e-60ec-4592-b630-6da2008811a4,"ДААРК-(++++++Ф. 142-1/260 рождения, бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-260
e18ca518-1dcc-4337-be7f-25a83a491486,"ДААРК-(++++++Ф. 142-1/260 (cont.) бракосочетания, смерти 1889)",p2 Ф f-o/s,ДААРК-142-1-260
73216a1b-6814-442a-818d-b5a89b16639b,"ДААРК-(++++++Ф. 142-1/260 рождения, бракосочетания 1889)",p2 Ф f-o/s,ДААРК-142-1-260
90b19f5f-1210-4daf-9ec9-c68a7205fd93,ДААРК-(++++++Ф. 142-1/262 рождения 1889),p2 Ф f-o/s,ДААРК-142-1-262
ac53a944-5691-47af-8aa8-fa5b9c9c10b6,"ДААРК-(++++++Ф. 142-1/264 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-264
d21a525f-3a50-4965-b72a-55277a0ac1c1,"ДААРК-(++++++Ф. 142-1/265 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-265
b7cd9653-a39b-4b91-be82-79bebf7e52cb,"ДААРК-(++++++Ф. 142-1/266 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-266
5849f702-5210-44bb-94a7-bfef22b7c78b,ДААРК-(++++++Ф. 142-1/267 рождения 1890),p2 Ф f-o/s,ДААРК-142-1-267
a342222b-1089-4089-8705-5d05b0765e34,"ДААРК-(++++++Ф. 142-1/267 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-267
430ab6b5-079f-434c-91e2-8b4db7090f8f,"ДААРК-(++++++Ф. 142-1/267 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-267
9ec8c7b6-b071-4253-b8d2-e006aefbddfe,"ДААРК-(++++++Ф. 142-1/267 (cont.) рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-267
31e603f4-7d1a-4489-aba7-45413126f06c,"ДААРК-(++++++Ф. 142-1/268 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-268
59349362-02d2-4027-b624-602bb767f821,"ДААРК-(++++++Ф. 142-1/268-269 рождения, бракосочетания, смерти 1890 (2 copies0)",p2 Ф f-o/s,ДААРК-142-1-268
f6c7db13-5a32-4a46-aa94-4b657426db2b,"ДААРК-(++++++Ф. 142-1/270 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-270
aaedfafb-cbc6-43c3-8f6b-2547b636fdba,"ДААРК-(++++++Ф. 142-1/270 рождения, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-270
8296d201-9c41-49a9-8b60-0cc4f64bb9fb,"ДААРК-(++++++Ф. 142-1/270 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-270
85849e1f-89d2-484c-97e4-eeaf955a464c,ДААРК-(++++++Ф. 142-1/270 (cont.) смерти 1890),p2 Ф f-o/s,ДААРК-142-1-270
1dd776fb-b447-41c5-8240-34b5374ce5ab,"ДААРК-(++++++Ф. 142-1/271 рождения, бракосочетания, смерти 1890 (2nd copy))",p2 Ф f-o/s,ДААРК-142-1-271
fd148d62-13b5-4142-a7c3-2074a40845b7,"ДААРК-(++++++Ф. 142-1/271 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-271
274e5ba9-628e-42b9-b45e-14b950a4ff4e,"ДААРК-(++++++Ф. 142-1/272 рождения, бракосочетания, смерти 1890-1892)",p2 Ф f-o/s,ДААРК-142-1-272
84de8b72-f9dd-4013-aebc-2c68ac93d20a,"ДААРК-(++++++Ф. 142-1/273 рождения, бракосочетания, смерти 1890-1894)",p2 Ф f-o/s,ДААРК-142-1-273
b23810a3-ab2d-4585-8bc8-81aadfef86b5,"ДААРК-(++++++Ф. 142-1/279 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-279
a87a0f5c-5c0d-4cc7-8790-bbf53f7dbe7a,"ДААРК-(++++++Ф. 142-1/279 (cont.) рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-279
dea47210-5578-451e-bac2-e5088570a5e2,"ДААРК-(++++++Ф. 142-1/28 рождения, бракосочетания, смерти 1873Ф. 142-1/29 рождения, бракосочетания, смерти 1876)",p2 Ф f-o/s,ДААРК-142-1-28
efc9e1a4-e762-4dae-9037-2a3beec3490f,"ДААРК-(++++++Ф. 142-1/28 рождения, бракосочетания, смерти 1873)",p2 Ф f-o/s,ДААРК-142-1-28
8535ba3e-5036-4913-99f5-ef38d96c40c5,"ДААРК-(++++++Ф. 142-1/28 рождения, бракосочетания, смерти 1873 -- Ф. 142-1/29 рождения, бракосочетания, смерти 1876)",p2 Ф f-o/s,ДААРК-142-1-28
a850f1d3-ec7f-42ca-ad85-f093bb0d84c5,"ДААРК-(++++++Ф. 142-1/280 Рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-280
c8a07295-d665-4e3e-b1ff-da0f37b17295,"ДААРК-(++++++Ф. 142-1/280 рождения, бракосочетания, смерти 1890)",p2 Ф f-o/s,ДААРК-142-1-280
40158a22-2438-43bc-afa4-a98bd128d407,ДААРК-(++++++Ф. 142-1/283 (cont.) смерти 1891),p2 Ф f-o/s,ДААРК-142-1-283
02c301a5-0f0a-4b7b-b63e-fc1cafe297b6,"ДААРК-(++++++Ф. 142-1/283 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-283
f887ab44-72b1-405a-b9d4-0293e9af1794,"ДААРК-(++++++Ф. 142-1/283 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-283
02be4dd5-64f8-4d55-a8c3-d8784a4b14d9,"ДААРК-(++++++Ф. 142-1/284 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-284
fd311412-ea42-4436-9229-31f08a5e5bfb,"ДААРК-(++++++Ф. 142-1/285 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-285
5210c9ca-8b0b-47e7-82e2-c4613e28236d,"ДААРК-(++++++Ф. 142-1/286 рождения, бракосочетания, смерти 1891-1892)",p2 Ф f-o/s,ДААРК-142-1-286
04c8218d-91e2-4ebe-8b62-266cd9e96a5a,"ДААРК-(++++++Ф. 142-1/286 (cont.) рождения, бракосочетания, смерти 1892-1894)",p2 Ф f-o/s,ДААРК-142-1-286
3a6200d1-74c5-42b5-bbdd-471e1076e36e,"ДААРК-(++++++Ф. 142-1/287 рождения, бракосочетания, смерти 1891-1896)",p2 Ф f-o/s,ДААРК-142-1-287
835eb418-5959-457e-a128-fdc02f2865dc,"ДААРК-(++++++Ф. 142-1/288 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-288
30574280-7e50-4800-b0e9-f2089273d1a5,"ДААРК-(++++++Ф. 142-1/289 рождения, бракосочетания 1891)",p2 Ф f-o/s,ДААРК-142-1-289
3b37f884-a43a-4897-bf89-28e9cd72d02a,"ДААРК-(++++++Ф. 142-1/289 (cont.) бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-289
2088e3e6-7447-4e80-a8af-39e8209d25b1,"ДААРК-(++++++Ф. 142-1/289 рождения, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-289
c30d5427-aa8e-45da-a9cd-ad2c9f10cc45,"ДААРК-(++++++Ф. 142-1/290 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-290
b977b43b-7536-41cb-974c-e9203493c6e6,"ДААРК-(++++++Ф. 142-1/291 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-291
00b474d2-5c8f-43d8-a7fa-790e9174ee2e,"ДААРК-(++++++Ф. 142-1/292 рождения, бракосочетания 1891)",p2 Ф f-o/s,ДААРК-142-1-292
7505e55b-696a-41ae-a3bd-1714d7d0226e,"ДААРК-(++++++Ф. 142-1/292 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-292
900cb5a7-9025-4682-8108-f10561a10140,"ДААРК-(++++++Ф. 142-1/292 рождения, бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-292
0429ceb2-915c-4a35-80e9-19b26a791918,"ДААРК-(++++++Ф. 142-1/292 (cont.) бракосочетания, смерти 1891)",p2 Ф f-o/s,ДААРК-142-1-292
