oc_id,parsed,target
539baa61-a210-4f9c-b88a-90afc032f54f,"ДААРК-(++++++Volume 142-1/15 Births, marriages, deaths, divorces 1857-1861 -- Volume 142-1/16 Births, marriages, deaths, divorces 1862-1883 -- Volume 142-1/17 Births, marriages, deaths, divorces 1863-1864 -- Volume 142-1/18 Births 1865)",ДААРК-142-1
0baa82dc-2952-4755-989e-094253264454,"ДААРК-(++++++ Volume 142-1/3-4 Births, marriages, deaths, divorces 1863-1875)",ДААРК-142-1
3b2e42a7-fe5c-4fdb-9ae7-cc6f0477cae7,"ДААРК-(++++++ Volume 142-1/873-874 Births, marriages 1912)",ДААРК-142-1
f42bb715-f56b-4ff5-9635-0051646c6696,ДААРК-(++++++ Volume 142-1/1-60a 1847-1883 item 1 Volume 142-1/61-642 1870-1905 item 2 Volume 142-1/643-704 1905-1907 item 3 Volume 142-1/705-878 1908-1912 item 4),ДААРК-142-1
02f54d5f-97f0-48ab-8ac7-8d79ca398ea4,ДААРК-(++++++Volume 142-3/11 Births 1890-1894 -- Volume 142-3/12 Marriages 1890-1898),ДААРК-142-3
11d05ae8-bbae-478d-8f0b-5b52ace435ab,ДААРК-(++++++Volume 142-3/1a Marriages 1827-1859 -- Volume 142-3/1b Deaths 1827-1859),ДААРК-142-3
eb34b2c8-aac3-4b85-9c83-8b60e61de1c5,ДААРК-(++++++Volume 142-3/25 (cont.) Marriages 1903-1909 -- Volume 142-3/26 Divorces 1900-1920 -- Volume 142-3/27 Deaths 1900-1909),ДААРК-142-3
fa8654c1-c80d-42ab-b8db-b5307efd2708,ДААРК-(++++++Volume 142-3/24 Births 1900-1904 -- Volume 142-3/25 Marriages 1900-1903),ДААРК-142-3
ee96f5db-2c2a-4031-bb92-85652cab9aee,ДААРК-(++++++Volume 142-3/2 Marriages 1880-1889 -- Volume 142-3/3 Divorces 1880-1899 -- Volume 142-3/4 Deaths 1880-1899),ДААРК-142-3
7abeef0e-b7e6-4ea1-9a1c-dce7f7e3dbca,ДААРК-(++++++ Volume 262-1/7 Births 1860 Volume 262-1/8 Births 1860 Volume 262-1/9 Marriages 1860 Volume 262-1/10 Deaths 1860 Volume 262-1/11 Deaths 1860 Volume 262-1/12 Deaths 1864),ДААРК-262-1
a82a8614-3185-443e-b1d0-0b7bc2fac0ae,ДААРК-(++++++ Volume 262-1/1 Marriages 1855 Volume 262-1/2 Divorces 1855 Volume 262-1/3 Births 1857 Volume 262-1/4 Births 1857 Volume 262-1/5 Deaths 1857 Volume 262-1/6 Births 1859),ДААРК-262-1
1cb9faf4-5154-4ffc-90e0-2258656d63eb,"ДААРК-(++++++Volume 263-1/1-16 Marriages, divorces, births, deaths 1854-1857 -- olume 263-1/17-20 Marriages, births, divorces, deaths 1858 -- Volume 263-1/21-36 Marriages, divorces, births, deaths 1859-1862)",ДААРК-263-1
84731643-d3f8-4de0-9164-d6671716f6b2,ДААРК-(++++++Volume 264-1/1 Marriages 1857 -- Volume 264-1/2 Births 1857 -- Volume 264-1/3 Deaths 1857 -- Volume 264-1/4 Births 1858),ДААРК-264-1
