target_full_code,inv,fs_sprava,spr_norm,action,oc_id,url
ЦДІАК-128-1-2949,1,2949,2949,create+link,b768334f-beb2-497d-8e4c-cc84913e8b8e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930817
ЦДІАК-128-1-2951,1,2951,2951,create+link,6264cb22-38f2-4a48-8e04-91585e33dba1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930819
ЦДІАК-128-1-2952,1,2952,2952,create+link,fd1dca62-3648-48a1-b54a-86b31a9c460a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930820
ЦДІАК-128-1-2953,1,2953,2953,create+link,b85453f9-8557-45d8-948a-bf7815e5f4d4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930848
ЦДІАК-128-1-2973,1,2973,2973,create+link,5d8d0173-cc43-4555-bddc-8ee44ff55993,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930803
ЦДІАК-128-1-2977,1,2977,2977,create+link,89b8f660-e0bf-4d4f-a3d3-99fb7c5fb4c0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930841
ЦДІАК-128-1-2979,1,2979,2979,create+link,a51dd833-28c4-45d2-8f00-5c4cfc0ceb74,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930801
ЦДІАК-128-1-2980,1,2980,2980,create+link,a1918f94-59ee-4b54-8cd3-132e9b318f7d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930800
ЦДІАК-128-1-2981,1,2981,2981,create+link,ce8d719c-e0cf-4853-91a1-dc49834e16c8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930802
ЦДІАК-128-1-2982,1,2982,2982,create+link,c082402c-c866-474e-a7ea-65b453666118,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930805
ЦДІАК-128-1-2984,1,2984,2984,create+link,bb8616d5-83ac-453e-95f5-f943913bba3e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930798
ЦДІАК-128-1-2986,1,2986,2986,create+link,3ce77f3a-f48a-4d5a-a428-30d70635f0a6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930959
ЦДІАК-128-1-2987,1,2987,2987,create+link,acebe536-020f-450d-b718-46f20faebc3e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930809
ЦДІАК-128-1-2988,1,2988,2988,create+link,49dedd35-93d3-4c8f-ae7a-41e7abc28e33,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930807
ЦДІАК-128-1-2989,1,2989,2989,create+link,76f654e1-77bd-4588-a17e-26c0b214873a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930810
ЦДІАК-128-1-3019,1,3019,3019,create+link,f5f99189-d3d5-416b-9478-58bf07e627b1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930783
ЦДІАК-128-1-3059,1,3059,3059,create+link,19af8495-dc0d-4db6-8a3b-5483fa7f8359,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930787
ЦДІАК-128-1-3060,1,3060,3060,create+link,90a1306d-224a-41fa-aa35-8c75117e834c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930782
ЦДІАК-128-1-3062,1,3062,3062,create+link,78e99e39-ae74-4dd0-af56-1e1466e662c6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930780
ЦДІАК-128-1-3064,1,3064,3064,create+link,275190eb-5a4c-439f-8b31-aff691bad416,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930784
ЦДІАК-128-1-3065,1,3065,3065,create+link,00b83387-ccd6-4e53-a964-c51f12630c62,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930786
ЦДІАК-128-1-3067,1,3067,3067,create+link,c9e9036c-6a95-44ad-b9e3-ca612c4f47e0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930788
ЦДІАК-128-1-3068,1,3068,3068,create+link,eac4cfe9-d385-4b25-95f2-f5c6df7508d5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930789
ЦДІАК-128-1-3069,1,3069,3069,create+link,c3ac675e-d6a9-41d0-b290-5d24e1d39313,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930790
ЦДІАК-128-1-3070,1,3070,3070,create+link,37823b1c-09c3-417e-b6ec-76f261c14096,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930961
ЦДІАК-128-1-3071,1,3071,3071,create+link,2149bdfc-2c19-4065-845a-492ada131bf7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930794
ЦДІАК-128-1-3072,1,3072,3072,create+link,678041c8-44cb-402c-bf89-a33b70d4e3b6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930792
ЦДІАК-128-1-3073,1,3073,3073,create+link,1c1b8c2f-2978-4e1a-a327-a140d97f7511,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930796
ЦДІАК-128-1-3075,1,3075,3075,create+link,bd3f38fb-5ce4-4950-8598-c5aefb9ddd47,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930793
ЦДІАК-128-1-3076,1,3076,3076,create+link,af73f197-0b82-4aa0-a331-d40311ab7998,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930795
ЦДІАК-128-1-3077,1,3077,3077,create+link,0edf55e8-6ccb-4163-9cff-e77042faadde,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930797
ЦДІАК-128-1-3078,1,3078,3078,create+link,1fcfafa0-91b5-4f2f-bc96-a007242c7bfb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930799
ЦДІАК-128-1-3080,1,3080,3080,create+link,15675b06-3253-4424-8c25-24ae6aecb8dd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930966
ЦДІАК-128-1-3085,1,3085,3085,create+link,0b471b1a-c5f9-46b1-b772-b8afca8ab3fb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930965
ЦДІАК-128-1-3089,1,3089,3089,create+link,11b02592-d0fc-48cf-a9b8-4b446f52eb49,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930964
ЦДІАК-128-1-3093,1,3093,3093,create+link,bc622e74-295a-47b2-b4d5-d19d3d128763,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930967
ЦДІАК-128-1-3094,1,3094,3094,create+link,a1d19237-1eb1-4265-a1f7-5a4b25e3d467,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930960
ЦДІАК-128-1-3239,1,3239ч.2,3239,create+link,bf3f0d78-54fc-4b83-ae95-6ebef782a81f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930977
ЦДІАК-128-1-3240,1,3240ч.2,3240,create+link,bca74e05-6bdd-4f14-a55f-add880a1abba,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930974
ЦДІАК-128-1-3241,1,3241,3241,create+link,ae6ab1ff-8e02-4b71-a00e-853a917f2ab9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930970
ЦДІАК-128-1-3242,1,3242ч.1,3242,create+link,b6078f77-bd6a-4e02-a0f3-8ac303b1aa30,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930975
ЦДІАК-128-1-3243,1,3243ч.2,3243,create+link,a079b43b-1f76-4092-9182-4cd9fad511f3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930982
ЦДІАК-128-1-3244,1,3244,3244,create+link,e888e2de-2ab7-43ce-a56b-5613c8ca6286,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930985
ЦДІАК-128-1-3245,1,3245,3245,create+link,64a05e0c-47ed-4aa5-9db3-81d95aabcd30,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930986
ЦДІАК-128-1-3246,1,3246,3246,create+link,e6b450be-23c2-4177-b635-d76253ffa2b9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930984
ЦДІАК-128-1-3247,1,3247,3247,create+link,d87832d5-70a5-4cae-b092-0f80f8b8d51c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930979
ЦДІАК-128-1-3248,1,3248,3248,create+link,fbfc1b9c-f5f1-4387-a11d-9cf39452ffbe,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930978
ЦДІАК-128-1-3249,1,3249,3249,create+link,5fcb62dc-5fe1-4b98-b859-73bcce74dec1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930980
ЦДІАК-128-2-7,2,7,7,create+link,3c9ddd00-9cfd-4166-9416-9100650341e2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930890
ЦДІАК-128-2-9,2,9,9,create+link,207b4c4a-986a-4924-87cf-5ecd26a263a0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930891
ЦДІАК-128-2-10,2,10,10,create+link,e994875a-797f-47ef-a702-06829c050827,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930854
ЦДІАК-128-2-11,2,11,11,create+link,4624fe8e-5a02-41a2-ab77-e9bae4742c76,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930892
ЦДІАК-128-2-12,2,12,12,create+link,da6f147f-3cf7-4931-afc1-415e995c7fd9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930893
ЦДІАК-128-2-13,2,13,13,create+link,59ffae52-f191-4508-bf44-c1946829a910,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930898
ЦДІАК-128-2-14,2,14,14,create+link,0dc4902d-d59c-438e-adc2-4f6f5a1a9872,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930896
ЦДІАК-128-2-15,2,15,15,create+link,bc1b0082-31cd-41d5-ae42-1077b16f8267,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930894
ЦДІАК-128-2-16,2,16,16,create+link,7283f208-925d-4131-8fc6-b970946de9da,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930855
ЦДІАК-128-2-17,2,17,17,create+link,108f0e23-b573-4195-a6b2-8864416d4922,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930909
ЦДІАК-128-2-17А,2,17а,17А,create+link,5ddfd3d2-df38-4003-8e4b-0dfa114a334e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930908
ЦДІАК-128-2-18,2,18,18,create+link,be2b6483-d50f-40dd-8642-eaf3d6d9a6c3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930838
ЦДІАК-128-2-19,2,19,19,create+link,e6120c69-bb2c-478b-ac53-5cf03deb35b6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930907
ЦДІАК-128-2-20,2,20,20,create+link,aa43d22f-15d0-4d13-b65c-c2463ade3e1f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930914
ЦДІАК-128-2-21,2,21,21,create+link,db6678c5-97c8-4666-bfb2-af971f4fd819,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930906
ЦДІАК-128-2-22,2,22,22,create+link,60ee04a6-867e-4c04-9500-be6bc2009354,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930851
ЦДІАК-128-2-23,2,23,23,create+link,8dadb2ae-cf3c-4fc2-abc9-ea307538b7dc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930911
ЦДІАК-128-2-24,2,24,24,create+link,8131dfb1-b9f8-4664-ba64-5559a1a012b6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930912
ЦДІАК-128-2-25,2,25,25,create+link,d2bb0810-4c8e-4fef-a026-8392aff955d9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930915
ЦДІАК-128-2-26,2,26,26,create+link,db61bc88-1188-45ab-9e72-7317d8493d86,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930916
ЦДІАК-128-2-27,2,27,27,create+link,df24d592-0fd3-4e9b-ae6d-6f53d35e0037,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930919
ЦДІАК-128-2-28,2,28,28,create+link,e8e173e6-ad60-42dc-9e1b-00634d948697,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930918
ЦДІАК-128-2-29,2,29,29,create+link,3a0d85f1-8bfb-46f3-a25b-1776ea43d3bf,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930920
ЦДІАК-128-2-96,2,96,96,create+link,4184df85-2d21-4843-a7d4-3bfe89e77160,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930897
ЦДІАК-128-2-98,2,98,98,create+link,a7a4f2db-9f4e-4301-856c-77c3b56633ee,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930899
ЦДІАК-128-2-99,2,99,99,create+link,13112983-780d-4e71-8518-5a9f5307df12,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930900
ЦДІАК-128-2-100,2,100,100,create+link,5f1b59d7-9cef-4d85-bac9-c9aae10f4bf0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930902
ЦДІАК-128-2-101,2,101,101,create+link,0d23460e-f446-43d0-b726-097f3efcb7e3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930903
ЦДІАК-128-2-102,2,102,102,create+link,4b912adb-b4d9-434d-b48f-8172beb4643b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930904
ЦДІАК-128-2-103,2,103,103,create+link,73575b91-6a63-4e2e-acb5-6a09457667d9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930905
ЦДІАК-128-2-104,2,104,104,create+link,f768c9f4-ffcf-44a3-b611-c4e79f9c6ea5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930852
ЦДІАК-128-2-117,2,117,117,create+link,93c4c94b-6acc-417c-82c4-dab47cf34e59,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930882
ЦДІАК-128-2-118,2,118,118,create+link,23af9a0f-1c3a-4867-820b-ee2e82299ff5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930883
ЦДІАК-128-2-119,2,119,119,create+link,47ecd45a-5762-45d6-944c-f742415a37f8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930884
ЦДІАК-128-2-120,2,120,120,create+link,c125b25f-2eed-41ef-a0fd-3d6f1cf9f0bd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930888
ЦДІАК-128-2-121,2,121,121,create+link,65212bf1-55c1-4d86-afb3-8640c3020b32,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930853
ЦДІАК-128-2-122,2,122,122,create+link,045132bb-0cf5-4d25-9733-7e52ab8d769c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930887
ЦДІАК-128-2-123,2,123,123,create+link,ed0a5f2e-a7f0-4396-9f06-b9c893e286dd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930847
ЦДІАК-128-2-153,2,153,153,create+link,3a3b2e11-8078-435e-a489-dceb66345de5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930857
ЦДІАК-128-2-154,2,154,154,create+link,bb1b58d6-67ed-4694-9a39-73c1a51599bd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930858
ЦДІАК-128-2-155,2,155,155,create+link,802a34c8-f31a-4187-a37f-d63e42ee0011,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930859
ЦДІАК-128-2-156,2,156,156,create+link,7cbbbfa3-b3d3-4859-b747-45656b0d2ab1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930860
ЦДІАК-128-2-157,2,157,157,create+link,460bf3d3-4348-445f-afbb-db9c53db19a9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930864
ЦДІАК-128-2-158,2,158,158,create+link,5b1acf84-949c-4b4f-a922-5789e22187c5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930862
ЦДІАК-128-2-159,2,159,159,create+link,836770bc-d1d7-4eef-9aac-bfc6ff986838,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930871
ЦДІАК-128-2-160,2,160,160,create+link,e5176811-8717-4e11-a770-ad3acf01a276,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930861
ЦДІАК-128-2-161,2,161,161,create+link,12dc6621-2016-4de2-a308-998107030d2c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930872
ЦДІАК-128-2-162,2,162,162,create+link,ca77165b-c8b5-4854-a81a-6fc409cba6f7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930865
ЦДІАК-128-2-163,2,163,163,create+link,576224f8-2fd0-4dca-9ed8-a564346ee6b6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930867
ЦДІАК-128-2-164,2,164,164,create+link,a0a2698d-d8f3-4084-9994-dbeec635d13f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930874
ЦДІАК-128-2-165,2,165,165,create+link,4fe33da8-0b28-4112-9f13-d21e8a28eeee,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930869
ЦДІАК-128-2-166,2,166,166,create+link,13a24cf8-dcfd-4836-acc9-0ac409983ab1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930875
ЦДІАК-128-2-167,2,167,167,create+link,ac9abd76-a444-485e-847e-47988e77e215,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930870
ЦДІАК-128-2-168,2,168,168,create+link,ee698b42-3d98-402b-bca9-1903cecd7bfd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930876
ЦДІАК-128-2-169,2,169,169,create+link,ade13454-f11b-4303-b49a-0b18da1340bd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930877
ЦДІАК-128-2-170,2,170,170,create+link,d0bdba78-7080-4981-bb53-9c899465e30f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930878
ЦДІАК-128-2-171,2,171,171,create+link,7b4e2df2-dbef-4dd4-9b67-d3203c412c94,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930880
ЦДІАК-128-2-172,2,172,172,create+link,0d6cf1b4-1254-4d7b-9e3b-1d2aa426d81a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930881
ЦДІАК-128-2-257,2,257,257,create+link,2e623f61-d096-4924-a5bf-b879af27df3c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931023
ЦДІАК-128-2-258,2,258,258,create+link,aa8a2a1e-f9ac-43eb-8cc2-24d412b8613e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931015
ЦДІАК-128-2-259,2,259,259,create+link,e4da6b0e-25c2-437f-988b-259efa4ecb93,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931025
ЦДІАК-128-2-259А,2,259а,259А,create+link,0895e027-f8cd-4c88-96d3-107b7ec41053,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931017
ЦДІАК-128-2-260,2,260,260,create+link,1d34dd83-fd35-463d-8ecc-2e6fcc22cc7d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931018
ЦДІАК-128-2-261,2,261,261,create+link,b25982bf-73eb-4bf8-ad34-1126090e9286,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931021
ЦДІАК-128-2-262,2,262,262,create+link,36543cd6-e69b-4c2b-8d61-446e53e97ab5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931026
ЦДІАК-128-2-263,2,263,263,create+link,ae212009-23b0-46b0-9100-c2f0670f8823,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931022
ЦДІАК-128-2-264,2,264,264,create+link,e1c50d48-ffe2-40bb-94a8-595d76bf866a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931027
ЦДІАК-128-2-265,2,265,265,create+link,7a24a952-bfd2-4e0b-b30d-5a345f220149,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931028
ЦДІАК-128-2-266,2,266,266,create+link,aafaed60-c268-488b-838f-4686495df213,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931029
ЦДІАК-128-2-267,2,267,267,create+link,704f319b-c23f-4e2c-b0e6-676651ba943c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931063
ЦДІАК-128-2-269,2,269,269,create+link,4464989a-3c56-4633-b68d-813f1de8746b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931012
ЦДІАК-128-2-270,2,270,270,create+link,d573a321-3c89-45ae-90ef-ddee72ebf0a5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931020
ЦДІАК-128-2-289,2,289,289,create+link,ed6e440d-dd5b-4609-a4cb-71f52b10bab0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931066
ЦДІАК-128-2-290,2,290,290,create+link,3177ec69-7300-46a3-bba5-526ca4717e94,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931069
ЦДІАК-128-2-291,2,291,291,create+link,2d942e77-29c5-4210-96f2-9a55fec7a219,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931059
ЦДІАК-128-2-292,2,292,292,create+link,8f0e62f7-a542-4427-b2a0-1dcd11887410,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930993
ЦДІАК-128-2-295,2,295,295,create+link,4e964b55-3497-4859-ac62-db56612e76e9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930988
ЦДІАК-128-2-297,2,297,297,create+link,52c6fd0e-89af-43ed-9996-128a8bfc6d20,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930998
ЦДІАК-128-2-298,2,298,298,create+link,cc11c543-dc93-40b0-9334-a7479e4e0a42,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931014
ЦДІАК-128-2-300,2,300,300,create+link,ecfb4934-7539-4881-8ab5-a89b0af10b35,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931010
ЦДІАК-128-2-304,2,304,304,create+link,2d23f51f-e62a-4c75-aace-34c6528d6262,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931000
ЦДІАК-128-2-305,2,305,305,create+link,97bcddd3-183c-4ea6-b934-01c143ebae42,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930997
ЦДІАК-128-2-306,2,306,306,create+link,4f0a04b9-2515-4133-986f-e205a9498213,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931009
ЦДІАК-128-2-308,2,308,308,create+link,5b2d6102-57c1-44c3-9432-ba86ad7773fd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931003
ЦДІАК-128-2-309,2,309,309,create+link,49787e6a-e640-484b-aef3-636e802a25f9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931011
ЦДІАК-128-2-310,2,310,310,create+link,da670f0d-efe2-4b1f-8d99-45adc83360ba,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931004
ЦДІАК-128-2-372,2,372,372,create+link,7d79be68-7a6c-4bb0-b81b-c18b4bc1cfb2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931068
ЦДІАК-128-2-373,2,373,373,create+link,c7075edf-0220-4b9e-8118-6d35989cde88,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931070
ЦДІАК-128-2-375,2,375,375,create+link,659f2705-b419-4e05-ae06-0425fb4cc268,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930994
ЦДІАК-128-2-379,2,379,379,create+link,ccd5da72-a62c-4bbb-8d53-45f97190ed23,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931008
ЦДІАК-128-2-380,2,380,380,create+link,e73b3d1d-00cb-4439-9495-583ce72c544c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930989
ЦДІАК-128-2-381,2,381,381,create+link,cfb17583-478d-4059-8c0a-79ce91dfa4ea,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931007
ЦДІАК-128-2-382,2,382,382,create+link,4dfbc79e-2ea0-4505-8f72-e365169cc01c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931006
ЦДІАК-128-2-383,2,383,383,create+link,30179c4a-a020-4e79-bc55-f527334c3720,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930996
ЦДІАК-128-2-389,2,389,389,create+link,b98984ea-53ac-46cd-aab5-4d86f0f88f10,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930999
ЦДІАК-128-2-390,2,390,390,create+link,999807d6-327e-453f-a7bd-7028e4ed3dda,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931002
ЦДІАК-128-2-391,2,391,391,create+link,2dead7be-6ed0-48a3-9f77-62cd273ddc64,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930991
ЦДІАК-128-2-392,2,392,392,create+link,31fb7074-4df1-4b5c-838c-291fed9698f6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930995
ЦДІАК-128-2-393,2,393,393,create+link,3b8cc07a-a7cb-4fc7-98b5-3c935be1612c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930990
ЦДІАК-128-2-415,2,415,415,create+link,655bc004-493a-4a9a-8e23-da255f0c75a3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931257
ЦДІАК-128-2-416,2,416,416,create+link,7a1a0f76-5214-48c5-8d89-e1623eb4ed77,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931248
ЦДІАК-128-2-417,2,417,417,create+link,88cf0942-6107-422c-9126-1b9c7e9f5941,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931251
ЦДІАК-128-2-419,2,419,419,create+link,0b5e0b78-aa87-49f5-8a26-6042fa3eeebb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931256
ЦДІАК-128-2-419А,2,419а,419А,create+link,15b4441a-9a11-42d1-8ac4-1ce7689d58f2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931242
ЦДІАК-128-2-425,2,425,425,create+link,6ba1ab75-9703-4c53-9107-17d058aed506,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931114
ЦДІАК-128-2-425А,2,425а,425А,create+link,67677108-b3d4-43ba-b1bb-2890ac38c6dc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931113
ЦДІАК-128-2-426,2,426,426,create+link,50bfd47e-bca4-4414-8b60-3280f32ad599,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931118
ЦДІАК-128-2-427,2,427,427,create+link,0025fffe-9101-4088-8f46-8c4699513c34,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931121
ЦДІАК-128-2-428,2,428,428,create+link,3f102630-4b3a-4d68-ab52-7b62fbbcfea5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931122
ЦДІАК-128-2-429,2,429,429,create+link,773da717-dea8-4a41-8eda-26219eac8a8d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931123
ЦДІАК-128-2-430,2,430,430,create+link,1ca607cf-ca56-4b51-a18b-e9277ae84406,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931126
ЦДІАК-128-2-431,2,431,431,create+link,692aa513-482c-48f1-aaa4-101d092abba5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931142
