target_full_code,inv,fs_sprava,spr_norm,action,oc_id,url
ЦДІАК-128-1-2513,1,2513,2513,create+link,61461c43-66f1-4e26-8879-c50b00c2e1ca,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931024
ЦДІАК-128-1-2514,1,2514,2514,create+link,ca81b38f-5cdc-40c9-bdc3-d09490cb0aff,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931032
ЦДІАК-128-1-2515,1,2515,2515,create+link,1cdc8b74-71c6-4d60-8927-8397baea5179,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931031
ЦДІАК-128-1-2516,1,2516,2516,create+link,2ea76221-e5bb-4f7d-a960-b01ad2cea622,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931033
ЦДІАК-128-1-2517,1,2517,2517,create+link,597ec7bb-5297-4cea-83b5-39a41d534525,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931037
ЦДІАК-128-1-2518,1,2518,2518,create+link,1f25329f-a195-4e93-b1df-f89d03c416ce,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931038
ЦДІАК-128-1-2519,1,2519,2519,create+link,85d68a73-1319-4c10-a9ff-224d1feaa82f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931039
ЦДІАК-128-1-2520,1,2520,2520,create+link,6c197431-a55d-44a2-bb27-f1779d72ab9d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931040
ЦДІАК-128-1-2521,1,2521,2521,create+link,93fc47a2-9c0a-46e8-82b7-48015303ab69,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931046
ЦДІАК-128-1-2522,1,2522,2522,create+link,41d3c2da-124e-45f5-996b-62d253c17682,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931044
ЦДІАК-128-1-2523,1,2523,2523,create+link,b084deb3-40dc-48ce-ba8c-a7eceb2f3cbe,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931042
ЦДІАК-128-1-2524,1,2524,2524,create+link,3d31754b-6bbb-4447-a1a2-93c1ed02b182,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931036
ЦДІАК-128-1-2525,1,2525,2525,create+link,cccb5083-b971-4bf1-bf8c-9ccb7389241d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931043
ЦДІАК-128-1-2526,1,2526,2526,create+link,eb6e1633-bf8a-4b09-b594-987a702e858e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931047
ЦДІАК-128-1-2527,1,2527,2527,create+link,166c993b-6fba-4eb9-aee5-cc42b3237eca,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931045
ЦДІАК-128-1-2528,1,2528,2528,create+link,a576df7f-f07d-41fb-9369-1d04105a7fe8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931048
ЦДІАК-128-1-2529,1,2529,2529,create+link,6622661b-3dbf-4ad9-a712-d1fe8b2ab3d1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931041
ЦДІАК-128-1-2530,1,2530,2530,create+link,f627a41a-5a17-457f-8473-3f91e82a2fde,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931050
ЦДІАК-128-1-2531,1,2531,2531,create+link,462ea8be-4d2b-44f8-a033-40d6692dcaa1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931051
ЦДІАК-128-1-2532,1,2532,2532,create+link,6da36a77-89a0-4b70-a9e0-4faa265ccc94,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931052
ЦДІАК-128-1-2533,1,2533,2533,create+link,c459e22b-046b-467c-97f7-63e86af18c8c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931053
ЦДІАК-128-1-2534,1,2534,2534,create+link,16d066d4-3750-4e26-8dd1-8b7c979746e8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931054
ЦДІАК-128-1-2535,1,2535,2535,create+link,259eed77-0d73-4215-aaf0-37fec2c4b42c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931061
ЦДІАК-128-1-2536,1,2536,2536,create+link,6be30e99-6e05-4c54-aff7-2598779092f0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931055
ЦДІАК-128-1-2537,1,2537,2537,create+link,e45d1318-f76f-4136-9ffe-48b1dc83b5ee,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931056
ЦДІАК-128-1-2538,1,2538,2538,create+link,90004028-aa08-431d-9c55-51db89c9f623,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931057
ЦДІАК-128-1-2539,1,2539,2539,create+link,ed3ea1f2-e653-4b8c-9d83-23099e8aa529,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931065
ЦДІАК-128-1-2632,1,2632,2632,create+link,abf23988-bb7f-4997-ae5e-d6d62ae9f6b7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930673
ЦДІАК-128-1-2637,1,2637.ч2,2637,create+link,cdd76773-5e35-4122-8d22-0038820c0d31,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930742
ЦДІАК-128-1-2646,1,2646,2646,create+link,ff00570b-a958-41fa-89ab-f5c8399f325d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930735
ЦДІАК-128-1-2647,1,2647,2647,create+link,bbcba8f0-1386-4a6d-ba15-0fd5e4e912b9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930732
ЦДІАК-128-1-2648,1,2648,2648,create+link,d2b3b97c-e708-4c8c-8a71-f5db08f4291f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930707
ЦДІАК-128-1-2649,1,2649,2649,create+link,32be0fc0-ad12-40d5-adfe-2650ae3fbac3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930733
ЦДІАК-128-1-2650,1,2650,2650,create+link,b15c1d2a-a650-4f58-9875-57d43b219a82,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930734
ЦДІАК-128-1-2652,1,2652,2652,create+link,c98b1d73-60c8-4c0b-8bd8-da7792767711,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930730
ЦДІАК-128-1-2653,1,2653,2653,create+link,f2cbb0a2-d550-4402-b5d1-643e28c7a4d4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930731
ЦДІАК-128-1-2654,1,2654,2654,create+link,68c94f64-b35d-4b7b-bb8c-b213026c5c4c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930737
ЦДІАК-128-1-2657,1,2657,2657,create+link,a3bb8466-7c4e-4fdf-8552-03bdb6dd94aa,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930705
ЦДІАК-128-1-2658,1,2658,2658,create+link,57196c3b-91ac-4ea9-b0b9-a72476cc2099,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930706
ЦДІАК-128-1-2660,1,2660,2660,create+link,1e235fae-568b-488c-a2fb-ee3ce64f6c48,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930716
ЦДІАК-128-1-2661,1,2661,2661,create+link,ae01ab26-27ff-4443-bc6e-ad4e974f6cfb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930714
ЦДІАК-128-1-2663,1,2663,2663,create+link,733651e9-0d43-4dca-a7c5-be06a5bf6e44,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930715
ЦДІАК-128-1-2665,1,2665,2665,create+link,7619c922-f066-489e-b68f-3b684e3381b8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930719
ЦДІАК-128-1-2667,1,2667,2667,create+link,f4df5695-5bde-436e-bbb4-18d79c3ac589,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930721
ЦДІАК-128-1-2668,1,2668,2668,create+link,1b7f1e87-6e7b-434e-8a5c-1510480e95ec,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930723
ЦДІАК-128-1-2670,1,2670,2670,create+link,b6e0ae99-760c-483d-b716-c8ae0bc1ab34,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930724
ЦДІАК-128-1-2672,1,2672,2672,create+link,04b43f42-ac79-4e79-8152-b0c814b3d2c4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930726
ЦДІАК-128-1-2673,1,2673,2673,create+link,5b6c1b0b-3cc2-4cc9-9507-e2fa819dc4b3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930738
ЦДІАК-128-1-2674,1,2674,2674,create+link,f04f4537-a815-463a-b02a-8113962669a6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930728
ЦДІАК-128-1-2676,1,2676,2676,create+link,423be696-04ec-4420-ade2-bab5bf2643f3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930729
ЦДІАК-128-1-2678,1,2678,2678,create+link,6ce444c3-d6ee-4047-a0f3-c41e33a2da69,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930702
ЦДІАК-128-1-2679,1,2679,2679,create+link,a3b85609-07f9-4f2a-bc84-12c38bae963c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930676
ЦДІАК-128-1-2680,1,2680,2680,create+link,13ae5885-3a43-4ce6-b10c-92e3ff9aab3a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930674
ЦДІАК-128-1-2681,1,2681,2681,create+link,acb2937d-b6c9-4557-bf54-3c56a97ab748,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930678
ЦДІАК-128-1-2682,1,2682,2682,create+link,4c4ddb44-c80e-4df5-ba63-742e26fe8785,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930679
ЦДІАК-128-1-2683,1,2683,2683,create+link,12521643-9b37-4b18-a314-ae555fde1a95,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930681
ЦДІАК-128-1-2686,1,2686,2686,create+link,b51bd710-9e27-4bc8-a0b2-36047fbce22f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930685
ЦДІАК-128-1-2687,1,2687,2687,create+link,41ad8099-3de1-44c3-b222-dfdccf00264e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930686
ЦДІАК-128-1-2688,1,2688,2688,create+link,c179716c-e0d7-4b23-b503-5334252164c7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930688
ЦДІАК-128-1-2689,1,2689,2689,create+link,cb22467a-65d0-4815-99d1-084238838479,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930703
ЦДІАК-128-1-2690,1,2690,2690,create+link,35c0850a-5e7c-4cbb-9b16-1deb651862fe,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930690
ЦДІАК-128-1-2691,1,2691,2691,create+link,2814cf78-2375-4328-80f8-2a367c661287,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930708
ЦДІАК-128-1-2692,1,2692,2692,create+link,505999a2-5223-4fdd-adaf-b66fe5077627,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930691
ЦДІАК-128-1-2693,1,2693,2693,create+link,484aa5ba-1297-43b1-a105-6140ca6f1bc2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930701
ЦДІАК-128-1-2694,1,2694,2694,create+link,a56b1aa5-ef6a-41ac-b9cc-53efafe9f4e5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930692
ЦДІАК-128-1-2695,1,2695,2695,create+link,62e9d789-bd13-4e33-b652-6adffeeb6243,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930695
ЦДІАК-128-1-2696,1,2696,2696,create+link,194898d0-14c0-4c43-aaaa-720fe4fae8c2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930696
ЦДІАК-128-1-2697,1,2697,2697,create+link,905547c0-7c2a-46ae-9348-ce27b0cb3ba9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930698
ЦДІАК-128-1-2698,1,2698,2698,create+link,a338b5ff-c581-43a6-8cab-313c451cb0d1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930699
ЦДІАК-128-1-2699,1,2699,2699,create+link,adb47a12-71bd-4df5-b586-f9f22f001ef4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930619
ЦДІАК-128-1-2702,1,2702,2702,create+link,aaa9b0ca-b917-442d-bd03-2f35ae4655af,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930622
ЦДІАК-128-1-2703,1,2703,2703,create+link,236cc32f-6903-4bc2-a44f-905e27bb6ed2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930624
ЦДІАК-128-1-2704,1,2704,2704,create+link,2e06857f-a6cc-4bb6-a072-33d89ff356a4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930626
ЦДІАК-128-1-2705,1,2705,2705,create+link,68977e1f-da70-4a73-adbc-274ee95b12f8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930627
ЦДІАК-128-1-2706,1,2706,2706,create+link,aa3a95ee-bb52-42db-89df-dd21a44b20f5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930629
ЦДІАК-128-1-2707,1,2707,2707,create+link,bcfe3e06-21d4-4789-99c5-ede4f254de6b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930630
ЦДІАК-128-1-2708,1,2708,2708,create+link,898c6131-e2f0-4408-8345-ced605768e53,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930636
ЦДІАК-128-1-2709,1,2709,2709,create+link,4aefe87b-e384-4d56-b5f0-355285d28041,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930632
ЦДІАК-128-1-2710,1,2710,2710,create+link,6a5f6731-7953-4a25-92b7-b03f5a0b34d7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930639
ЦДІАК-128-1-2712,1,2712,2712,create+link,23bb2996-8379-4e86-8667-73259890dabb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930634
ЦДІАК-128-1-2713,1,2713,2713,create+link,25b27006-455c-4512-8973-794d510fca50,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930621
ЦДІАК-128-1-2714,1,2714,2714,create+link,2f865474-809a-4e59-872a-d347d3c10939,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930635
ЦДІАК-128-1-2715,1,2715,2715,create+link,6a333a0b-85d8-4a2c-ae4c-78a307ddab71,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930638
ЦДІАК-128-1-2717,1,2717,2717,create+link,f321a596-8111-44dc-b532-de3cfe84a67e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930647
ЦДІАК-128-1-2718,1,2718,2718,create+link,f1fb0a51-840d-40d3-8ad1-4d10146c230b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930645
ЦДІАК-128-1-2720,1,2720,2720,create+link,576884d6-6669-4bd0-8cb2-fd11f488316b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930650
ЦДІАК-128-1-2721,1,2721,2721,create+link,6753b89b-3985-4f1e-a84d-d1d3eaef2244,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930652
ЦДІАК-128-1-2722,1,2722,2722,create+link,8efb20f2-d1a9-4c3b-96a2-c8f067081853,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930653
ЦДІАК-128-1-2723,1,2723,2723,create+link,3d0f11ee-861d-4e9d-a62b-4051a5ca3572,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930657
ЦДІАК-128-1-2724,1,2724,2724,create+link,bbe7c421-173b-4bd7-bc63-f1da782216a8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930659
ЦДІАК-128-1-2725,1,2725,2725,create+link,f573f2c0-2071-4010-961b-24a6e7ee4505,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930661
ЦДІАК-128-1-2726,1,2726,2726,create+link,2d252d1f-d93e-48f9-a47b-ee208f918f85,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930663
ЦДІАК-128-1-2727,1,2727,2727,create+link,fc269ef2-9f90-4629-ae77-0f461c7f3307,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930665
ЦДІАК-128-1-2728,1,2728,2728,create+link,a212684f-b686-4744-bf61-2fd26e874d7e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930667
ЦДІАК-128-1-2729,1,2729,2729,create+link,7649ef8b-67a4-4f6c-a3b0-1bbe5a5780b0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930670
ЦДІАК-128-1-2730,1,2730,2730,create+link,ae241ac0-28d8-471e-b1d6-d6e8bc586755,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930671
ЦДІАК-128-1-2817,1,2817,2817,create+link,692e3557-9182-4ca8-b3ae-826c801b40fa,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930826
ЦДІАК-128-1-2818,1,2818,2818,create+link,9b8ebf8e-1d0b-4a76-be7c-69aab49d61e9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930821
ЦДІАК-128-1-2819,1,2819,2819,create+link,d3f187fb-dad4-4be1-94c9-18e8d184c8fd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930822
ЦДІАК-128-1-2822,1,2822,2822,create+link,7e97ea8b-0163-4cd9-8865-e5c2bd89fb4e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930823
ЦДІАК-128-1-2823,1,2823,2823,create+link,ac4acaf9-6c2e-44c8-aa9f-0539e427222a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930829
ЦДІАК-128-1-2824,1,2824,2824,create+link,5679b0e8-6173-48d9-ba89-7c7b7854322b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930824
ЦДІАК-128-1-2826,1,2826,2826,create+link,9168f044-4aac-4993-bfd1-743e802d5dd0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930827
ЦДІАК-128-1-2827,1,2827,2827,create+link,e771c24e-a8d2-4e74-9f6d-673e35fe6fae,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930825
ЦДІАК-128-1-2828,1,2828,2828,create+link,db297212-c509-422a-b1fb-33c2a949d25e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930832
ЦДІАК-128-1-2829,1,2829,2829,create+link,341caf66-462c-4d1f-8a5d-46278251dbac,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930831
ЦДІАК-128-1-2830,1,2830,2830,create+link,2c7c2cd1-2374-4cc2-b943-9db7fff59e9b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930833
ЦДІАК-128-1-2831,1,2831,2831,create+link,dd7fb38c-ff7e-43af-9152-ec2ee70b88ab,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930834
ЦДІАК-128-1-2832,1,2832,2832,create+link,3fb74592-b788-4054-9e32-abea22c8ed35,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930836
ЦДІАК-128-1-2833,1,2833,2833,create+link,246db267-704d-4ab9-a480-d07e427d00b0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930835
ЦДІАК-128-1-2835,1,2835,2835,create+link,a336cf2b-c5a0-4a44-80fe-6ecc549dacba,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930837
ЦДІАК-128-1-2855,1,2855ч.2,2855,create+link,617e152a-865c-4824-bbeb-abb000be4531,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931116
ЦДІАК-128-1-2856,1,2856,2856,create+link,52962c60-40c9-4146-a351-27931410bfc3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931064
ЦДІАК-128-1-2858,1,2858,2858,create+link,e3281474-ceb4-4624-b404-f3c62f9d60da,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931067
ЦДІАК-128-1-2863,1,2863,2863,create+link,e45b332f-56e1-4b3f-b27d-0585a354b1b3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931073
ЦДІАК-128-1-2864,1,2864,2864,create+link,8500ac05-5ff8-43b6-a6a1-b388f8b0c6fd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931075
ЦДІАК-128-1-2865,1,2865,2865,create+link,573c499e-f015-458f-99e8-770471801a80,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931085
ЦДІАК-128-1-2866,1,2866,2866,create+link,3c87a8ef-bdd7-430d-b19a-1cd64dd0dbd9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931079
ЦДІАК-128-1-2867,1,2867,2867,create+link,b51bef49-bb07-4fd2-8fad-97236fa796e6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931078
ЦДІАК-128-1-2868,1,2868,2868,create+link,767d4de4-ebb1-416b-9959-9edd1c2f3f95,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931082
ЦДІАК-128-1-2870,1,2870,2870,create+link,bb85f19d-2814-425f-a80a-c4fcb693a293,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931076
ЦДІАК-128-1-2872,1,2872,2872,create+link,6565ac95-0574-4b1e-a549-0254e38c762e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931083
ЦДІАК-128-1-2875,1,2875,2875,create+link,ce6ab231-0617-41c1-a85b-113cc7bdfed3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931080
ЦДІАК-128-1-2878,1,2878,2878,create+link,4c00bec5-2741-417f-87aa-737a0e4f329b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931091
ЦДІАК-128-1-2879,1,2879,2879,create+link,cb65abae-129c-415b-b0ab-1d124d02191e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931081
ЦДІАК-128-1-2883,1,2883,2883,create+link,49a6e861-8b86-46c7-8c62-bd3883f9ffab,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931084
ЦДІАК-128-1-2885,1,2885,2885,create+link,edf1777e-0ca2-4214-b3ff-4ecce5bc35b5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931087
ЦДІАК-128-1-2892,1,2892,2892,create+link,8f978a67-85ea-4afe-9131-6af886bc7d3e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931090
ЦДІАК-128-1-2893,1,2893,2893,create+link,048581da-32c6-4866-ab2f-95d75b6a9cb0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931094
ЦДІАК-128-1-2894,1,2894,2894,create+link,2c75b28f-eeb7-4c9a-9023-dd25b0ac4c48,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931095
ЦДІАК-128-1-2895,1,2895,2895,create+link,e58ae7cf-0225-46fa-b1a0-e0b40a807780,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931092
ЦДІАК-128-1-2896,1,2896,2896,create+link,0112f00d-083e-4fa5-b4e0-91b92232174a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931096
ЦДІАК-128-1-2897,1,2897,2897,create+link,773fecef-4210-47ae-806d-1b7957c56a96,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931097
ЦДІАК-128-1-2898,1,2898,2898,create+link,6d924207-5837-410a-b684-e80c1603351e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931098
ЦДІАК-128-1-2900,1,2900,2900,create+link,a929a9c7-e9c5-4b93-83c1-e00a213e5341,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931102
ЦДІАК-128-1-2901,1,2901,2901,create+link,bc671ff5-6d1f-49c3-8976-3accc2d4e326,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931106
ЦДІАК-128-1-2903,1,2903,2903,create+link,01f81cbf-a7ab-4136-bab5-4a9e5e499ea1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931104
ЦДІАК-128-1-2904,1,2904,2904,create+link,1ce9f704-3b4f-4e4c-a821-6581e7f8e1ad,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931111
ЦДІАК-128-1-2906,1,2906,2906,create+link,1a57ca74-2b3e-47d8-a1e5-17b50ead41e8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931101
ЦДІАК-128-1-2907,1,2907,2907,create+link,1adaf1fc-6cd9-49bd-9558-9f4b9d70dd29,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931100
ЦДІАК-128-1-2910,1,2910,2910,create+link,ad0b2f1c-e451-48ac-a2a2-43272dc9d342,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931112
ЦДІАК-128-1-2911,1,2911,2911,create+link,e45f6a11-40d7-4646-9d33-d36adb4c1e0e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931107
ЦДІАК-128-1-2916,1,2916,2916,create+link,3e2f0eca-1f05-4dd9-abe0-e29ddb5f377c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931110
ЦДІАК-128-1-2917,1,2917,2917,create+link,a8acfb70-02d2-4aa4-9c11-62265c2d032f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931105
ЦДІАК-128-1-2920,1,2920,2920,create+link,011a7656-e628-475f-96f4-3c7d37f5e4d6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931108
ЦДІАК-128-1-2936,1,2936,2936,create+link,445f684e-91e3-4647-9b25-f105739408ca,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930811
ЦДІАК-128-1-2937,1,2937,2937,create+link,6a4667a6-cd5a-41a2-8e32-447ae3efb1d2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930812
ЦДІАК-128-1-2938,1,2938,2938,create+link,d5756978-87b9-463a-9e05-aecd7c84b66c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930813
ЦДІАК-128-1-2939,1,2939,2939,create+link,ef431233-8009-4225-8988-ff083a6560aa,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930839
ЦДІАК-128-1-2940,1,2940,2940,create+link,d0d53aff-288d-4d51-b097-69b519ec73a7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930816
ЦДІАК-128-1-2941,1,2941,2941,create+link,d8cfa3d1-241b-43db-8ac4-fb4a40d4470b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930840
ЦДІАК-128-1-2942,1,2942,2942,create+link,9a66712a-80ee-427a-8e31-9697b6d24f17,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930846
ЦДІАК-128-1-2943,1,2943,2943,create+link,0ac1bb3d-25df-4654-bae5-9d80997dd09d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930815
ЦДІАК-128-1-2944,1,2944,2944,create+link,d87477d7-6da4-42aa-8909-b684095d4e9f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930842
ЦДІАК-128-1-2946,1,2946,2946,create+link,85a7f44d-7d88-40c6-9caf-4acb16ac18ae,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930814
ЦДІАК-128-1-2948,1,2948,2948,create+link,04182734-9e93-4bbb-94ec-e7704a2eb545,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127930843
