copy_id,parsed,target,target_id,kind
72875dbd-a3e7-42e3-a21f-8028bf578fdc,ЦДНТА-(Р-107-3-36-1-149+++Р-107-3-36-1-149+++Р-107-3-36-1-149),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
41c0c557-f16a-469d-94c5-0b4baf56aa62,ЦДНТА-(Р-107-3-36-1-153+++Р-107-3-36-1-153+++Р-107-3-36-1-153),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
f455a5b0-ecd9-4411-bf43-aeb895fe09a3,ЦДНТА-(Р-107-3-36-1-139+++Р-107-3-36-1-139+++Р-107-3-36-1-139),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
d98e7a01-a98d-4fbd-ae86-db168ec21408,ЦДНТА-(Р-107-3-36-1-142+++Р-107-3-36-1-142+++Р-107-3-36-1-142),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
b1b127b5-0b3b-4d23-ab69-04f951100dd8,ЦДНТА-(Р-107-3-36-1-172+++Р-107-3-36-1-172+++Р-107-3-36-1-172),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
65ef9803-5fc2-481c-b2b7-0825375566a3,ЦДНТА-(Р-107-3-36-1-143+++Р-107-3-36-1-143+++Р-107-3-36-1-143),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
2ed723f2-5d20-466b-aa37-9a138f0cfdf0,ЦДНТА-(Р-107-3-36-1-144+++Р-107-3-36-1-144+++Р-107-3-36-1-144),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
4758b731-525d-4a48-b675-1bd8a692e24e,ЦДНТА-(Р-107-3-36-1-187+++Р-107-3-36-1-187+++Р-107-3-36-1-187),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
db7625f4-56ac-4013-9957-9e19c2cd4fff,ЦДНТА-(Р-107-3-36-1-150+++Р-107-3-36-1-150+++Р-107-3-36-1-150),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
c5490475-ee71-4d0a-a317-1846ead5b08a,ЦДНТА-(Р-107-3-36-1-158+++Р-107-3-36-1-158+++Р-107-3-36-1-158),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
4ecd09dd-3fe5-41e6-8132-7431d9cdebbf,ЦДНТА-(Р-107-3-36-1-171+++Р-107-3-36-1-171+++Р-107-3-36-1-171),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
d0079916-18b8-4fd1-a5cb-0adf1f0fe6cd,ЦДНТА-(Р-107-3-36-1-177+++Р-107-3-36-1-177+++Р-107-3-36-1-177),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
ede503e0-fe30-4277-add8-8a40a23df926,ЦДНТА-(Р-107-3-36-1-151+++Р-107-3-36-1-151+++Р-107-3-36-1-151),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
16aa0f5a-0f31-4d2f-a902-356ca3506ea0,ЦДНТА-(Р-107-3-36-1-154+++Р-107-3-36-1-154+++Р-107-3-36-1-154),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
4b17dcda-4459-4fd9-943b-2ae4a8ab3ef5,ЦДНТА-(Р-107-3-36-1-178+++Р-107-3-36-1-178+++Р-107-3-36-1-178),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
18c897fd-d72d-45a5-bf20-ceacc38017ed,ЦДНТА-(Р-107-3-36-1-157+++Р-107-3-36-1-157+++Р-107-3-36-1-157),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
c1d0aac6-5b19-4257-894c-249b52cfcd3f,ЦДНТА-(Р-107-3-36-1-181+++Р-107-3-36-1-181+++Р-107-3-36-1-181),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
c0982636-a8ea-4da2-872a-54628da840f1,ЦДНТА-(Р-107-3-36-1-162+++Р-107-3-36-1-162+++Р-107-3-36-1-162),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
9f55af1a-d89a-47ae-9004-b6a071d7d498,ЦДНТА-(Р-107-3-36-1-169+++Р-107-3-36-1-169+++Р-107-3-36-1-169),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
7d8ad771-4e8f-48af-984a-af95bb8b0ed6,ЦДНТА-(Р-107-3-36-1-183+++Р-107-3-36-1-183+++Р-107-3-36-1-183),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
7d464471-f913-4460-9cbc-add501a3fc94,ЦДНТА-(Р-107-3-36-2-195+++Р-107-3-36-2-195+++Р-107-3-36-2-195),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
710ad0e4-93ee-41a3-acc1-22f351050211,ЦДНТА-(Р-107-3-36-2-205+++Р-107-3-36-2-205+++Р-107-3-36-2-205),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
aa2a4554-006d-4357-8b1f-d84cc1dae244,ЦДНТА-(Р-107-3-36-1-160+++Р-107-3-36-1-160+++Р-107-3-36-1-160),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
1b6da5ca-d3de-480b-8ecb-84da4679dfe0,ЦДНТА-(Р-107-3-36-3-222+++Р-107-3-36-3-222+++Р-107-3-36-3-222),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
c3451676-650e-44eb-b046-f73ad21e6636,ЦДНТА-(Р-107-3-36-2-207+++Р-107-3-36-2-207+++Р-107-3-36-2-207),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
7083bdfd-a4be-48d0-8979-cdaff5e2673f,ЦДНТА-(Р-107-3-36-2-204+++Р-107-3-36-2-204+++Р-107-3-36-2-204),ЦДНТА-Р107-3-36,ac9d5e36-488e-4176-b43c-c4aa3a168ae9,file
