copy_id,parsed,method,old_file_id,old_inventory_id,new_file_id,new_full_code,deleted_as_dup
e25dec7a-71c3-483a-87a9-888614544caa,ЦДНТА-(Р-78-3-22-2-602+++Р-78-3-22-2-602+++Р-78-3-22-2-602),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,85df4255-99bc-49ff-be5d-6c0fdd188e4f,ЦДНТА-Р78-2Д-602,f
03c50544-1cd4-4006-8f94-9554c11f9667,ЦДНТА-(Р-78-3-22-2-603+++Р-78-3-22-2-603+++Р-78-3-22-2-603),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,bcc87e1d-6018-4006-b3a6-ccc1d0bd7bc3,ЦДНТА-Р78-2Д-603,f
7b37fec6-0d37-4d06-8fdb-b9f0626723cd,ЦДНТА-(Р-78-3-22-2-606+++Р-78-3-22-2-606+++Р-78-3-22-2-606),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,c444838f-418d-483a-95e3-cd5386e867a2,ЦДНТА-Р78-2Д-606,f
61beb47f-84f3-4062-b279-c4e735f9f59e,ЦДНТА-(Р-78-3-22-2-607+++Р-78-3-22-2-607+++Р-78-3-22-2-607),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,e84d9109-2967-4c24-b53a-63d38405da33,ЦДНТА-Р78-2Д-607,f
5bcbde83-9747-4f48-ace4-2b61ef22404d,ЦДНТА-(Р-78-3-22-2-608+++Р-78-3-22-2-608+++Р-78-3-22-2-608),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,0e448408-067d-4bb5-a098-a61720e11eeb,ЦДНТА-Р78-2Д-608,f
5303542c-9ff0-402e-8bca-fe85ef222449,ЦДНТА-(Р-78-3-22-2-609+++Р-78-3-22-2-609+++Р-78-3-22-2-609),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,c37f75b3-64e3-437c-8ae3-6fb8f50fcfc4,ЦДНТА-Р78-2Д-609,f
0eaa70ec-d72e-4fa4-8b5f-be69b1da3c2e,ЦДНТА-(Р-78-3-22-2-610+++Р-78-3-22-2-610+++Р-78-3-22-2-610),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,24193eeb-7612-4a60-8e8b-d02d279b3e16,ЦДНТА-Р78-2Д-610,f
a62a7ccb-56da-4f68-8f45-8bf3a5261564,ЦДНТА-(Р-78-3-22-2-611+++Р-78-3-22-2-611+++Р-78-3-22-2-611),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,e104c906-e56d-4221-ba68-108cfcbf8218,ЦДНТА-Р78-2Д-611,f
43607a0a-27f9-4728-8915-ae7bb6c0b029,ЦДНТА-(Р-78-3-22-2-612+++Р-78-3-22-2-612+++Р-78-3-22-2-612),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,54e0a2e0-df6c-4aae-92d1-362f83b5db06,ЦДНТА-Р78-2Д-612,f
e2794f52-72a7-4abf-af65-0fec761768bb,ЦДНТА-(Р-78-3-22-2-613+++Р-78-3-22-2-613+++Р-78-3-22-2-613),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,acfc726c-a25b-4d5b-b8e1-26ee805d50c0,ЦДНТА-Р78-2Д-613,f
d6fc865b-bd55-4abd-9ef8-fb55cb095d72,ЦДНТА-(Р-78-3-22-2-614+++Р-78-3-22-2-614+++Р-78-3-22-2-614),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,46b50070-b317-4b09-ae4b-f80c671dcf1b,ЦДНТА-Р78-2Д-614,f
621cbb44-80a8-4f50-9ec8-4e3f48fd432d,ЦДНТА-(Р-78-3-22-2-616+++Р-78-3-22-2-616+++Р-78-3-22-2-616),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,ae66b803-b168-4bdf-b11d-00f255858071,ЦДНТА-Р78-2Д-616,f
cecc45e6-2bb3-4869-9ea0-6c57a6f0587b,ЦДНТА-(Р-78-3-22-2-617+++Р-78-3-22-2-617+++Р-78-3-22-2-617),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,78161068-682b-4deb-b347-a347fe825447,ЦДНТА-Р78-2Д-617,f
265885e4-a17b-43d2-b05b-c437e270a7a5,ЦДНТА-(Р-78-3-22-2-618+++Р-78-3-22-2-618+++Р-78-3-22-2-618),opys-explicit,7df2c566-85ba-4f2e-9837-90f5303ef845,,02a0b148-53a1-43f4-88a9-ac64bd5a8187,ЦДНТА-Р78-2Д-618,f
