id,fond_code,code
93eb6cae-698b-41f9-ad3e-e7d148020ed3,Р78,3
4928c103-035e-4010-b790-aa7ac816c3f9,Р18,3
0c98e68f-682f-4cd6-8b75-1d095d48894c,Р17,3
dbfc0283-249b-4773-95c0-8151ffa121f6,Р107,3
