id,created_at,created_by,resolved_at,resolved_by,type,note,is_rejected,online_copy_id,inventory_id
4400ca59-c27d-48cf-bf61-4e81b6b0d64d,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,f0413231-cc43-4927-90d0-85a736d6046b,0c98e68f-682f-4cd6-8b75-1d095d48894c
5cf257f5-6ea0-4a22-9309-eb9fcd6b51a1,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,1bc1b3dd-6146-4b6a-a43f-f5699890688e,0c98e68f-682f-4cd6-8b75-1d095d48894c
6e9af002-5cfa-4965-bda6-458afb044179,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,6a8dacb4-790c-42bc-a575-1bfcfd83ca0b,0c98e68f-682f-4cd6-8b75-1d095d48894c
5eba6c18-a879-489a-97d3-879ddde5c556,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,9c1add27-e7bf-4906-a52d-d30c888e774e,0c98e68f-682f-4cd6-8b75-1d095d48894c
56af01c0-38a3-4346-ba94-c5b041add092,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,ccf99e96-2ed1-4662-990e-4281d8d27893,0c98e68f-682f-4cd6-8b75-1d095d48894c
d3d9050c-064e-45ce-97db-f00b7628757b,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,d4bb36ff-2c4a-4454-86e7-434242aab371,0c98e68f-682f-4cd6-8b75-1d095d48894c
625f5ff4-924c-4bf8-b405-4a78a39d7955,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,bf816f19-d9cc-456e-a0fe-e264fe0cc982,0c98e68f-682f-4cd6-8b75-1d095d48894c
f5c6e488-c1e7-4abf-90ef-54d793ca98bb,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,f67f68b6-7fef-45ab-ad77-693328990ab2,0c98e68f-682f-4cd6-8b75-1d095d48894c
4e0c0483-195f-4a36-9094-619a39b2f108,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,1e0df488-9f24-45fa-a3bc-7179279d675d,0c98e68f-682f-4cd6-8b75-1d095d48894c
924eec11-1084-4d51-b9a6-f5d93dd18725,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,ad4092d2-3b7d-4a7a-87ed-e7a01d44054d,0c98e68f-682f-4cd6-8b75-1d095d48894c
d2d0bea4-2ae1-483d-a67a-bc94d7eb910b,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,e262ca0c-6015-470b-895c-63b7f346029e,0c98e68f-682f-4cd6-8b75-1d095d48894c
3f27bef6-65b1-4335-99db-9a3d9ed1f148,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,3d2bc949-9c44-4330-a7ab-2ca7fcf1f3e0,0c98e68f-682f-4cd6-8b75-1d095d48894c
70e5e5df-78d3-4edc-906c-17119bc35bdc,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,200312e9-4802-472f-b5e1-114849ced712,0c98e68f-682f-4cd6-8b75-1d095d48894c
70449b1f-01eb-4340-94cc-7078e85c1598,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,5b1dc1d2-b513-4552-8886-f89a0b84755e,0c98e68f-682f-4cd6-8b75-1d095d48894c
9cd55011-fbe4-4020-9266-25cde51fcbcf,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,d3c6230c-35af-4a56-9aeb-5f9c5b6ebe18,0c98e68f-682f-4cd6-8b75-1d095d48894c
87aa79cc-547c-47cb-b5ec-983da55f3df7,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,dc7b925a-85f0-4bb9-b712-9cb7c4fb8029,0c98e68f-682f-4cd6-8b75-1d095d48894c
e2e37a16-b1fc-454c-9108-b4369fca8a8b,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,ae9b278d-5204-4082-862b-54280b4a59c6,0c98e68f-682f-4cd6-8b75-1d095d48894c
62d9f19d-cf70-46a0-b2c2-9edf7a1d5a56,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,90146a9e-a58a-4bb2-9ef5-48f0940dd343,0c98e68f-682f-4cd6-8b75-1d095d48894c
37dab07a-9aea-4395-a604-a37226177686,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,b584c486-1782-4623-bf7f-4f51ae6be5a3,0c98e68f-682f-4cd6-8b75-1d095d48894c
c8467231-8fb8-4a3d-92ca-205bcf0c0c3d,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,6ce969d0-ef4e-4559-be8f-0f5a08184963,0c98e68f-682f-4cd6-8b75-1d095d48894c
d7bd0797-7f7d-465a-b080-680af2171d97,2026-08-25 07:22:48.503968,115828403043852811910,2026-08-25 11:33:30.165318,migration:2026-08-25-cdnta-tree,connect_to_online_copy,superseded: комплексні таблиці ЦДНТА розшифровано,t,0c26d45e-7d25-4390-9b40-812783a467e0,0c98e68f-682f-4cd6-8b75-1d095d48894c
