id,fond,code,title,info
5c81f299-4df9-4b06-b237-fb81cb1b440f,Р78,1А,Пароежекторна вакуумно-випарна установка,"к. 2-184, од.зб. 1-127"
7ea46881-7962-4db0-a469-72308e7e1720,Р78,1Б,Теплообмінник пластинчастий 100 м²,"к. 2-185, од.зб. 1-13"
70b430b0-9692-4899-96ab-e5504ce72442,Р78,1В,Автоматичний фільтр-прес,"к. 2-280, од.зб. 1-9"
aecd8384-6c8e-4235-a5c8-b9f5fb5d2e4a,Р78,1Г,Апарати шнекові,"к. 2-356, од.зб. 1-44"
7c3533f8-e59e-4bd1-9c9b-ae628ccf81d6,Р78,1Ґ,Установка випарна з мазутними зануреними пальниками,"к. 2-357, од.зб. 1-34"
9600974b-9efa-4a83-97c8-35e9c3fbb4da,Р78,1Д,Апарати випарні,"к. 2-358, од.зб. 1-14"
49551005-13dc-4bf8-ad28-45f4b1686006,Р78,1Е,Апарати теплообмінні,"к. 2-359, од.зб. 1-27"
8a9ba895-1395-4bfb-a132-53b6a835b783,Р78,1Є,Сушарка розпилювальна,"к. 2-360, од.зб. 1-14"
c2c54982-df14-4469-a8be-01d65ec02dc3,Р78,1Ж,Кристалізатори,"к. 2-361, од.зб. 1-28"
f9e29f97-7121-49d0-89e3-190690b05628,Р78,1З,Фільтри спеціальні,"к. 2-362, од.зб. 1-11"
84a21fb7-6558-46c6-ac97-834a6e254a0a,Р78,1И,Герметичний апарат з магнітним вузлом обертання,"к. 2-363, од.зб. 1-9"
6ec5067f-7576-4d1c-9d4c-dc696afd5bff,Р78,1І,Центрифуги,"к. 2-365, од.зб. 1-10"
7f75864e-867a-4b12-ac03-e9091bfac3cf,Р78,1Ї,Апарати колонні з різними діаметрами,"к. 2-366, од.зб. 1-45"
8e7af0c2-035c-4b35-a5fd-cb3501d681b7,Р78,1Й,Апарати колонні тарільчасті,"к. 2-367, од.зб. 1-54"
329a13bc-ed4a-41ea-87eb-cf3cb00bb1c9,Р78,1К,Випарні установки,"к. 2-371, од.зб. 1-40"
e4a7b98a-438d-4c8d-8bd4-441e6fab803e,Р78,1Л,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1-52"
e9724974-612f-45bb-a448-ebc0ec2b3fba,Р78,1М,Приводи для підприємств хімічної промисловості,"к. 2-389, од.зб. 1-62"
e900bd96-e5f5-406b-b771-3967175cc76e,Р78,1Н,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 1-220"
6ebb3a6c-5108-471e-a915-2a90ee5ebfd4,Р78,2,Випарна установка для мерсеризаційного лугу,"к. 2-183, од.зб. 19-40"
92677ae3-9726-4693-9b0e-257e51a6a5e3,Р78,2А,Автоматичний фільтр-прес,"к. 2-280, од.зб. 1-24"
263799e1-cdf3-4713-a5a3-067a08c62d56,Р78,2Б,Апарати теплообмінні,"к. 2-359, од.зб. 28-37"
259828ac-041d-421d-aad8-6e5958bc23ea,Р78,2В,Кристалізатори,"к. 2-361, од.зб. 29-58"
e4f1f84a-fc01-4aed-bd47-def5ccf09707,Р78,2Г,Апарати колонні з різними діаметрами,"к. 2-366, од.зб. 46-69"
b9a5b07f-4dbe-4b59-a046-d73a44433140,Р78,2Ґ,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 53-73"
bfa0455b-0a8e-48e3-84b2-6d9a346b5c7d,Р78,2Д,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 221-628;629-1033"
b6f72fed-8f29-4552-a325-d0c99345fcd5,Р78,3,Автоматичний фільтр-прес,"к. 2-280, од.зб. 34-55"
ba5932ef-37e4-4a0a-9631-74d2a92db7f2,Р78,3А,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 74-611"
64eff022-a4b3-4ce5-afe9-341f5d7a7e78,Р78,3Б,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 1034-1840"
38a641e0-cd47-4234-a432-49cce18c3a53,Р78,4,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 612-676"
32fda300-7cd4-4012-8320-306421db9cba,Р78,4А,Звіти про науково- дослідні роботи інституту «УкрНДІхіммаш»,"к. 3-22, од.зб. 1841-1949"
809f36cd-e221-4f74-a8d0-a48af5c80669,Р78,5,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 677-721"
2c1a7afa-8ab7-4ebd-8696-48f80419fd5b,Р78,6,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 722-752"
be2db4c6-8e81-4b96-a05b-9e7afdc97e4e,Р78,7,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 753-818"
f12f57f5-f427-4efd-a048-5679506c3840,Р78,8,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 819-838"
94dba2c0-3236-43b8-8beb-65bd0e8fb25e,Р78,9,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 839-855"
973509b6-a7a2-4b89-ac82-baa8f5b52f13,Р79,1,Звіти про науково- дослідні роботи Харківської філії Всесоюзного науково-дослідного інституту жирів (ХФ «ВНДІЖ»),"к. 3-23, од.зб. 1-103"
501d0915-499a-4795-b144-f1168896071c,Р82,1,Редуктор ЦДН-115,"к. 2-100, од.зб. 1-14"
c12835d1-f6e2-4e17-a45d-cd417cb37992,Р82,1А,"Багатоканатна підіймальна машина МК 2, Iх4Р","к. 2-101, од.зб. 1-69"
daf527d6-5e7a-4a04-87ad-9edd87eb24d9,Р82,1Б,Роторний екскаватор ЭРГ 350/1000,"к. 2-108, од.зб. 1-188"
100b4b21-62d1-4ebc-8c6d-d24a94595e0f,Р83,1,Звіти про науково- дослідні роботи Київського відділення центрального науково-дослідного інституту зв’язку (КВНДІЗ),"к. 3-24, од.зб. 1-92"
05fcd189-cd81-423a-8acf-ff9f0eca7947,Р83,2,Звіти про науково- дослідні роботи Київського відділення центрального науково-дослідного інституту зв’язку (КВНДІЗ),"к. 3-24, од.зб. 93-112"
813a73ca-beac-4e29-b7c9-c9069e83d021,Р86,1,Мотобур Д-10,"к. 2-125, од.зб. 1-24"
393d10ef-0ca2-49ee-8b59-23b9de62f85a,Р86,1А,Верстати для буріння,"к. 2-126, од.зб. 1-100"
24ad924a-d807-4987-bf2e-bb5395eb534d,Р88,1,Уніфікована система безперервного розливу сталі УНРС,"к. 2-109, од.зб. 1-315"
