id,code,updated_at,title,info,fond_id
0c98e68f-682f-4cd6-8b75-1d095d48894c,OLD-3,2026-08-25 11:33:02.852255,,,e71cd8be-4ff5-40a9-b364-c623b74d8730
93eb6cae-698b-41f9-ad3e-e7d148020ed3,OLD-3,2026-08-25 11:33:02.852255,,,6f5bccaf-75eb-4b67-8c1f-7693283c7275
4928c103-035e-4010-b790-aa7ac816c3f9,OLD-3,2026-08-25 11:33:02.852255,,,761cf472-e800-4701-86a7-6d134c0a995a
dbfc0283-249b-4773-95c0-8151ffa121f6,OLD-3,2026-08-25 11:33:02.852255,,,ff4bcc5a-a86e-4381-b403-693c4e6ff8be
