archive,code,fond,inventory,file,title,tags,years
ДАХеО,137-30-7,137,30,7,"Метрична книга. Церква Різдва Пресвятої Богородиці, с. Новопавлівка Херсонського пов. Калузької вол.",метрична книга|народження|шлюб|смерть,1899-1899
ДАХеО,137-30-9,137,30,9,"Метрична книга. Церква Різдва Пресвятої Богородиці, с. Новопавлівка Херсонського пов. Калузької вол.",метрична книга|народження|шлюб|смерть,1913-1913
ДАХеО,137-23-16,137,23,16,"Метрична книга. Церква Покрови Пресвятої Богородиці, с. Качкарівка Херсонського пов. Качкарівської вол.",метрична книга|народження|шлюб|смерть,1894-1894
ДАХеО,137-20-13,137,20,13,"Метрична книга. Церква святих апостолів Петра і Павла, с. Мелове (Милове, Омелове) Кизикерменського, Херсонського пов. Качкарівської вол. Державний архів Херсонської області",метрична книга|народження|шлюб|смерть,1865-1871
ДАХеО,198-1-10,198,1,10,"Списки парафіян. Церква святих апостолів Петра і Павла, с. Мелове (Милове, Омелове) Кизикерменського, Херсонського пов. Качкарівської вол. Державний архів Херсонської області",,1786-1786
ДАХеО,198-1-66,198,1,66,"Списки парафіян. Церква святих апостолів Петра і Павла, с. Мелове (Милове, Омелове) Кизикерменського, Херсонського пов. Качкарівської вол. Державний архів Херсонської області",,1842-1842
ДАХеО,207-1-1735,207,1,1735,"Списки парафіян. Церква святителя Миколая, с. Олександродар (Олександрів Дар) Херсонського пов. Криворізької вол.",,1828-1828
ДАХеО,198-1-111,198,1,111,"Списки парафіян. Церква Преображення Господнього, с. Мар’їнське Херсонського пов. Мар’їнської вол.",,
ДАХеО,207-1-1740,207,1,1740,"Списки парафіян. Церква Святої Тройці (Троїцька), с. Микільське Херсонського пов. Микільської вол.",,1828-1828
ДАХеО,137-16-35,137,16,35,"Метрична книга. Церква святителя Миколая, м-ко Нововоронцовка (до 1822 р. – с. Мико-лаївка) Херсонського пов. Ново-Воронцовської вол.",метрична книга|народження,1914-1916
ДАХеО,198-1-31,198,1,31,"Списки парафіян. Церква Св. Миколая, с. Березнегувате Херсонського пов. Олександрівської вол.",,1828-1828
ДАХеО,137-14-7,137,14,7,"Метрична книга. Церква святителя Миколая, с. Велика Олександрівка Херсонського пов. Олександрівської вол.",метрична книга|народження|шлюб|смерть,1846-1846
ДАХеО,137-14-17,137,14,17,"Метрична книга. Церква святителя Миколая, с. Велика Олександрівка Херсонського пов. Олександрівської вол.",метрична книга|народження|шлюб|смерть,1855-1855
ДАХеО,137-14-39,137,14,39,"Метрична книга. Церква святителя Миколая, с. Велика Олександрівка Херсонського пов. Олександрівської вол.",метрична книга|народження|шлюб|смерть,1883-1883
ДАХеО,198-1-77,198,1,77,"Списки парафіян. Церква святителя Миколая, с. Велика Олександрівка Херсонського пов. Олександрівської вол.",,1849-1849
ДАХеО,137-1-45,137,1,45,"Метрична книга. Церква Архангела Михаїла, с. Мала Олександрівка Херсонського пов. Олександрівської вол. Міжархівний довідник",метрична книга|народження|шлюб|смерть,1900-1900
ДАХеО,137-31-17,137,31,17,"Метрична книга. Церква Зішестя Святого Духа, с. Новодмитрівка Херсонського пов. Олександрівської вол.",метрична книга|народження|шлюб|смерть,1881-1882
ДАХеО,137-31-21,137,31,21,"Метрична книга. Церква Зішестя Святого Духа, с. Новодмитрівка Херсонського пов. Олександрівської вол.",метрична книга|народження|шлюб|смерть,1888-1888
