id,info
2d9d93f7-3ef3-4b83-808b-93b016ae72d6,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-H78R-69D8-Y?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
2ee1e6df-1fa0-457b-ad6f-1bcf14b56f85,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-TQ1J-LXZ7?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
2f867fff-682f-4941-b235-0219401d76ec,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHN-GQ1J-294G?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
303e9449-6cb9-410c-82fb-83975ef5ae55,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-V73Y-64TN-V?view=explore&groupId=TH-7701-138496-65071-66&lang=uk
3089ad41-d169-4f54-b9f8-5539bb876848,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-H7Q2-19FY-B?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
3135d652-c93c-433d-aba7-4f50cb7a7834,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-L7Q2-D78B-R?view=explore&groupId=TH-7719-139101-67532-31&lang=uk
31b535bb-0333-4321-ad99-a04e3cb01689,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-H7Q2-19L7-Y?view=explore&groupId=TH-7720-139102-77069-40&lang=uk
31c7ac02-f794-4bf5-a55a-584e7719fcc4,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-D7QL-3JZN?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
31e15868-dfdb-40b0-9778-cd20b8c1b281,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-RQ1J-2YTQ?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
331957c5-9581-4f5d-9bb0-51908204999b,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-H7Q2-19S3-T?view=explore&groupId=TH-7719-139101-67532-31&lang=uk
33449413-2396-4f27-ba4e-261878e86049,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-778R-Z9X7-P?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
33f2079e-939e-4a27-8a32-c1efb94bb58d,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-F7QL-WQ8T?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
35c271ac-5779-4dc1-b4b9-c6292a21b46d,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-67QL-QD9J?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
35cdb935-7a20-4427-878a-fdda8fea8309,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-X7QL-77X6?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
37397bf8-fd51-440f-87c3-c0d3be089138,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-H7Q2-19FB-B?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
37411bde-c850-442c-868e-6338e13516e6,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-F7QL-WSMX?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
